adj_stock,company,date,month_year,stock,symbol,rating
102.23,salesforce.com inc.,2017-12-25,2017-12,102.23,CRM,AA
108.10,salesforce.com inc.,2018-01-01,2018-01,108.10,CRM,AA
110.24,salesforce.com inc.,2018-01-08,2018-01,110.24,CRM,AA
111.93,salesforce.com inc.,2018-01-15,2018-01,111.93,CRM,AA
113.70,salesforce.com inc.,2018-01-22,2018-01,113.70,CRM,AA
110.78,salesforce.com inc.,2018-01-29,2018-01,110.78,CRM,AA
106.98,salesforce.com inc.,2018-02-05,2018-02,106.98,CRM,AA
112.86,salesforce.com inc.,2018-02-12,2018-02,112.86,CRM,AA
114.96,salesforce.com inc.,2018-02-19,2018-02,114.96,CRM,AA
121.92,salesforce.com inc.,2018-02-26,2018-02,121.92,CRM,AA
127.41,salesforce.com inc.,2018-03-05,2018-03,127.41,CRM,AA
125.97,salesforce.com inc.,2018-03-11,2018-03,125.97,CRM,AA
114.43,salesforce.com inc.,2018-03-18,2018-03,114.43,CRM,AA
116.30,salesforce.com inc.,2018-03-25,2018-03,116.30,CRM,AA
116.10,salesforce.com inc.,2018-04-01,2018-04,116.10,CRM,AA
119.01,salesforce.com inc.,2018-04-08,2018-04,119.01,CRM,AA
122.82,salesforce.com inc.,2018-04-15,2018-04,122.82,CRM,AA
120.22,salesforce.com inc.,2018-04-22,2018-04,120.22,CRM,AA
125.12,salesforce.com inc.,2018-04-29,2018-04,125.12,CRM,AA
130.63,salesforce.com inc.,2018-05-06,2018-05,130.63,CRM,AA
126.96,salesforce.com inc.,2018-05-13,2018-05,126.96,CRM,AA
127.96,salesforce.com inc.,2018-05-20,2018-05,127.96,CRM,AA
130.52,salesforce.com inc.,2018-05-27,2018-05,130.52,CRM,AA
133.53,salesforce.com inc.,2018-06-03,2018-06,133.53,CRM,AAA
138.41,salesforce.com inc.,2018-06-10,2018-06,138.41,CRM,AAA
135.01,salesforce.com inc.,2018-06-17,2018-06,135.01,CRM,AAA
136.40,salesforce.com inc.,2018-06-24,2018-06,136.40,CRM,AAA
141.40,salesforce.com inc.,2018-07-01,2018-07,141.40,CRM,AAA
147.61,salesforce.com inc.,2018-07-08,2018-07,147.61,CRM,AAA
146.87,salesforce.com inc.,2018-07-15,2018-07,146.87,CRM,AAA
143.91,salesforce.com inc.,2018-07-22,2018-07,143.91,CRM,AAA
141.04,salesforce.com inc.,2018-07-29,2018-07,141.04,CRM,AAA
145.51,salesforce.com inc.,2018-08-05,2018-08,145.51,CRM,AAA
145.02,salesforce.com inc.,2018-08-12,2018-08,145.02,CRM,AAA
152.30,salesforce.com inc.,2018-08-19,2018-08,152.30,CRM,AAA
152.68,salesforce.com inc.,2018-08-26,2018-08,152.68,CRM,AAA
150.43,salesforce.com inc.,2018-09-02,2018-09,150.43,CRM,AAA
157.49,salesforce.com inc.,2018-09-09,2018-09,157.49,CRM,AAA
155.52,salesforce.com inc.,2018-09-16,2018-09,155.52,CRM,AAA
159.03,salesforce.com inc.,2018-09-23,2018-09,159.03,CRM,AAA
155.07,salesforce.com inc.,2018-09-30,2018-09,155.07,CRM,AAA
146.74,salesforce.com inc.,2018-10-07,2018-10,146.74,CRM,AAA
140.49,salesforce.com inc.,2018-10-14,2018-10,140.49,CRM,AAA
135.52,salesforce.com inc.,2018-10-21,2018-10,135.52,CRM,AAA
136.79,salesforce.com inc.,2018-10-28,2018-10,136.79,CRM,AAA
136.92,salesforce.com inc.,2018-11-05,2018-11,136.92,CRM,AAA
132.55,salesforce.com inc.,2018-11-12,2018-11,132.55,CRM,AAA
122.03,salesforce.com inc.,2018-11-19,2018-11,122.03,CRM,AAA
142.76,salesforce.com inc.,2018-11-26,2018-11,142.76,CRM,AAA
135.95,salesforce.com inc.,2018-12-03,2018-12,135.95,CRM,AAA
137.04,salesforce.com inc.,2018-12-10,2018-12,137.04,CRM,AAA
122.91,salesforce.com inc.,2018-12-17,2018-12,122.91,CRM,AAA
134.68,salesforce.com inc.,2018-12-24,2018-12,134.68,CRM,AAA
137.96,salesforce.com inc.,2018-12-31,2018-12,137.96,CRM,AAA
147.55,salesforce.com inc.,2019-01-07,2019-01,147.55,CRM,AAA
152.51,salesforce.com inc.,2019-01-14,2019-01,152.51,CRM,AAA
149.74,salesforce.com inc.,2019-01-21,2019-01,149.74,CRM,AAA
155.87,salesforce.com inc.,2019-01-28,2019-01,155.87,CRM,AAA
156.67,salesforce.com inc.,2019-02-04,2019-02,156.67,CRM,AAA
159.05,salesforce.com inc.,2019-02-11,2019-02,159.05,CRM,AAA
161.31,salesforce.com inc.,2019-02-18,2019-02,161.31,CRM,AAA
164.53,salesforce.com inc.,2019-02-25,2019-02,164.53,CRM,AAA
155.06,salesforce.com inc.,2019-03-04,2019-03,155.06,CRM,AAA
161.51,salesforce.com inc.,2019-03-10,2019-03,161.51,CRM,AAA
161.50,salesforce.com inc.,2019-03-17,2019-03,161.50,CRM,AAA
158.37,salesforce.com inc.,2019-03-24,2019-03,158.37,CRM,AAA
158.56,salesforce.com inc.,2019-03-31,2019-03,158.56,CRM,AAA
160.71,salesforce.com inc.,2019-04-07,2019-04,160.71,CRM,AAA
155.99,salesforce.com inc.,2019-04-14,2019-04,155.99,CRM,AAA
165.96,salesforce.com inc.,2019-04-21,2019-04,165.96,CRM,AAA
163.34,salesforce.com inc.,2019-04-28,2019-04,163.34,CRM,AAA
159.94,salesforce.com inc.,2019-05-05,2019-05,159.94,CRM,AAA
154.57,salesforce.com inc.,2019-05-12,2019-05,154.57,CRM,AAA
154.51,salesforce.com inc.,2019-05-19,2019-05,154.51,CRM,AAA
151.41,salesforce.com inc.,2019-05-26,2019-05,151.41,CRM,AAA
161.27,salesforce.com inc.,2019-06-02,2019-06,161.27,CRM,AAA
150.01,salesforce.com inc.,2019-06-09,2019-06,150.01,CRM,AAA
156.84,salesforce.com inc.,2019-06-16,2019-06,156.84,CRM,AAA
151.73,salesforce.com inc.,2019-06-23,2019-06,151.73,CRM,AAA
154.58,salesforce.com inc.,2019-06-30,2019-06,154.58,CRM,AAA
158.08,salesforce.com inc.,2019-07-07,2019-07,158.08,CRM,AAA
156.75,salesforce.com inc.,2019-07-14,2019-07,156.75,CRM,AAA
159.97,salesforce.com inc.,2019-07-21,2019-07,159.97,CRM,AAA
145.70,salesforce.com inc.,2019-07-28,2019-07,145.70,CRM,AAA
143.37,salesforce.com inc.,2019-08-04,2019-08,143.37,CRM,AAA
143.89,salesforce.com inc.,2019-08-11,2019-08,143.89,CRM,AAA
151.57,salesforce.com inc.,2019-08-18,2019-08,151.57,CRM,AAA
156.07,salesforce.com inc.,2019-08-25,2019-08,156.07,CRM,AAA
151.07,salesforce.com inc.,2019-09-01,2019-09,151.07,CRM,AAA
152.98,salesforce.com inc.,2019-09-08,2019-09,152.98,CRM,AAA
155.20,salesforce.com inc.,2019-09-15,2019-09,155.20,CRM,AAA
148.26,salesforce.com inc.,2019-09-22,2019-09,148.26,CRM,AAA
148.03,salesforce.com inc.,2019-09-29,2019-09,148.03,CRM,AAA
149.37,salesforce.com inc.,2019-10-06,2019-10,149.37,CRM,AAA
144.09,salesforce.com inc.,2019-10-13,2019-10,144.09,CRM,AAA
150.49,salesforce.com inc.,2019-10-20,2019-10,150.49,CRM,AAA
159.74,salesforce.com inc.,2019-10-27,2019-10,159.74,CRM,AAA
161.11,salesforce.com inc.,2019-11-04,2019-11,161.11,CRM,AAA
163.21,salesforce.com inc.,2019-11-11,2019-11,163.21,CRM,AAA
162.81,salesforce.com inc.,2019-11-18,2019-11,162.81,CRM,AAA
162.89,salesforce.com inc.,2019-11-25,2019-11,162.89,CRM,AAA
158.01,salesforce.com inc.,2019-12-02,2019-12,158.01,CRM,AAA
161.13,salesforce.com inc.,2019-12-09,2019-12,161.13,CRM,AAA
164.55,salesforce.com inc.,2019-12-16,2019-12,164.55,CRM,AAA
164.98,salesforce.com inc.,2019-12-23,2019-12,164.98,CRM,AAA
166.17,salesforce.com inc.,2019-12-30,2019-12,166.17,CRM,AAA
180.20,salesforce.com inc.,2020-01-06,2020-01,180.20,CRM,AAA
182.23,salesforce.com inc.,2020-01-13,2020-01,182.23,CRM,AAA
182.11,salesforce.com inc.,2020-01-20,2020-01,182.11,CRM,AAA
182.31,salesforce.com inc.,2020-01-27,2020-01,182.31,CRM,AAA
185.72,salesforce.com inc.,2020-02-03,2020-02,185.72,CRM,AAA
189.95,salesforce.com inc.,2020-02-10,2020-02,189.95,CRM,AAA
189.50,salesforce.com inc.,2020-02-17,2020-02,189.50,CRM,AAA
170.40,salesforce.com inc.,2020-02-24,2020-02,170.40,CRM,AAA
164.08,salesforce.com inc.,2020-03-02,2020-03,164.08,CRM,AAA
147.78,salesforce.com inc.,2020-03-08,2020-03,147.78,CRM,AAA
139.35,salesforce.com inc.,2020-03-15,2020-03,139.35,CRM,AAA
146.00,salesforce.com inc.,2020-03-22,2020-03,146.00,CRM,AAA
134.31,salesforce.com inc.,2020-03-29,2020-03,134.31,CRM,AAA
154.55,salesforce.com inc.,2020-04-05,2020-04,154.55,CRM,AAA
162.62,salesforce.com inc.,2020-04-12,2020-04,162.62,CRM,AAA
153.98,salesforce.com inc.,2020-04-19,2020-04,153.98,CRM,AAA
156.37,salesforce.com inc.,2020-04-26,2020-04,156.37,CRM,AAA
175.90,salesforce.com inc.,2020-05-03,2020-05,175.90,CRM,AAA
171.33,salesforce.com inc.,2020-05-10,2020-05,171.33,CRM,AAA
177.85,salesforce.com inc.,2020-05-17,2020-05,177.85,CRM,AAA
174.79,salesforce.com inc.,2020-05-24,2020-05,174.79,CRM,AAA
173.88,salesforce.com inc.,2020-05-31,2020-05,173.88,CRM,AAA
175.11,salesforce.com inc.,2020-06-07,2020-06,175.11,CRM,AAA
186.95,salesforce.com inc.,2020-06-14,2020-06,186.95,CRM,AAA
183.17,salesforce.com inc.,2020-06-21,2020-06,183.17,CRM,AAA
192.53,salesforce.com inc.,2020-06-28,2020-06,192.53,CRM,AAA
198.88,salesforce.com inc.,2020-07-05,2020-07,198.88,CRM,AAA
187.78,salesforce.com inc.,2020-07-12,2020-07,187.78,CRM,AAA
188.49,salesforce.com inc.,2020-07-19,2020-07,188.49,CRM,AAA
194.85,salesforce.com inc.,2020-07-26,2020-07,194.85,CRM,AAA
201.05,salesforce.com inc.,2020-08-02,2020-08,201.05,CRM,AAA
193.46,salesforce.com inc.,2020-08-09,2020-08,193.46,CRM,AAA
207.53,salesforce.com inc.,2020-08-16,2020-08,207.53,CRM,AAA
271.10,salesforce.com inc.,2020-08-23,2020-08,271.10,CRM,AAA
254.70,salesforce.com inc.,2020-08-30,2020-08,254.70,CRM,AAA
243.10,salesforce.com inc.,2020-09-06,2020-09,243.10,CRM,AAA
242.78,salesforce.com inc.,2020-09-13,2020-09,242.78,CRM,AAA
242.74,salesforce.com inc.,2020-09-20,2020-09,242.74,CRM,AAA
247.85,salesforce.com inc.,2020-09-27,2020-09,247.85,CRM,AAA
265.98,salesforce.com inc.,2020-10-04,2020-10,265.98,CRM,AAA
258.55,salesforce.com inc.,2020-10-11,2020-10,258.55,CRM,AAA
250.52,salesforce.com inc.,2020-10-18,2020-10,250.52,CRM,AAA
232.27,salesforce.com inc.,2020-10-25,2020-10,232.27,CRM,AAA
260.15,salesforce.com inc.,2020-11-02,2020-11,260.15,CRM,AA
249.51,salesforce.com inc.,2020-11-09,2020-11,249.51,CRM,AA
258.04,salesforce.com inc.,2020-11-16,2020-11,258.04,CRM,AA
247.63,salesforce.com inc.,2020-11-23,2020-11,247.63,CRM,AA
220.97,salesforce.com inc.,2020-11-30,2020-11,220.97,CRM,AA
23.40,Cisco Systems Inc.,2015-11-30,2015-11,27.48,CSCO,
22.27,Cisco Systems Inc.,2015-12-07,2015-12,26.16,CSCO,
22.37,Cisco Systems Inc.,2015-12-14,2015-12,26.27,CSCO,
23.31,Cisco Systems Inc.,2015-12-21,2015-12,27.38,CSCO,
23.12,Cisco Systems Inc.,2015-12-28,2015-12,27.16,CSCO,
21.10,Cisco Systems Inc.,2016-01-04,2016-01,24.78,CSCO,
20.27,Cisco Systems Inc.,2016-01-11,2016-01,23.62,CSCO,
20.05,Cisco Systems Inc.,2016-01-18,2016-01,23.37,CSCO,
20.41,Cisco Systems Inc.,2016-01-25,2016-01,23.79,CSCO,
19.64,Cisco Systems Inc.,2016-02-01,2016-02,22.89,CSCO,
21.55,Cisco Systems Inc.,2016-02-08,2016-02,25.11,CSCO,
22.78,Cisco Systems Inc.,2016-02-15,2016-02,26.55,CSCO,
22.66,Cisco Systems Inc.,2016-02-22,2016-02,26.41,CSCO,
23.00,Cisco Systems Inc.,2016-02-29,2016-02,26.80,CSCO,
23.90,Cisco Systems Inc.,2016-03-07,2016-03,27.86,CSCO,
24.31,Cisco Systems Inc.,2016-03-13,2016-03,28.33,CSCO,
23.99,Cisco Systems Inc.,2016-03-20,2016-03,27.96,CSCO,
24.62,Cisco Systems Inc.,2016-03-27,2016-03,28.69,CSCO,
23.76,Cisco Systems Inc.,2016-04-03,2016-04,27.69,CSCO,
24.16,Cisco Systems Inc.,2016-04-10,2016-04,27.90,CSCO,
24.37,Cisco Systems Inc.,2016-04-17,2016-04,28.15,CSCO,
23.80,Cisco Systems Inc.,2016-04-24,2016-04,27.49,CSCO,
22.97,Cisco Systems Inc.,2016-05-01,2016-05,26.53,CSCO,
22.97,Cisco Systems Inc.,2016-05-08,2016-05,26.53,CSCO,
24.22,Cisco Systems Inc.,2016-05-15,2016-05,27.97,CSCO,
25.04,Cisco Systems Inc.,2016-05-22,2016-05,28.92,CSCO,
25.22,Cisco Systems Inc.,2016-05-29,2016-05,29.13,CSCO,
25.14,Cisco Systems Inc.,2016-06-05,2016-06,29.03,CSCO,
25.07,Cisco Systems Inc.,2016-06-12,2016-06,28.95,CSCO,
24.03,Cisco Systems Inc.,2016-06-19,2016-06,27.75,CSCO,
24.94,Cisco Systems Inc.,2016-06-26,2016-06,28.80,CSCO,
25.34,Cisco Systems Inc.,2016-07-03,2016-07,29.26,CSCO,
26.06,Cisco Systems Inc.,2016-07-10,2016-07,29.82,CSCO,
26.83,Cisco Systems Inc.,2016-07-17,2016-07,30.71,CSCO,
26.68,Cisco Systems Inc.,2016-07-24,2016-07,30.53,CSCO,
27.12,Cisco Systems Inc.,2016-07-31,2016-07,31.04,CSCO,
26.97,Cisco Systems Inc.,2016-08-07,2016-08,30.87,CSCO,A
26.67,Cisco Systems Inc.,2016-08-14,2016-08,30.52,CSCO,A
27.39,Cisco Systems Inc.,2016-08-21,2016-08,31.35,CSCO,A
27.81,Cisco Systems Inc.,2016-08-28,2016-08,31.83,CSCO,A
26.96,Cisco Systems Inc.,2016-09-04,2016-09,30.85,CSCO,A
26.95,Cisco Systems Inc.,2016-09-11,2016-09,30.84,CSCO,A
27.38,Cisco Systems Inc.,2016-09-18,2016-09,31.34,CSCO,A
27.72,Cisco Systems Inc.,2016-09-25,2016-09,31.72,CSCO,A
27.50,Cisco Systems Inc.,2016-10-02,2016-10,31.47,CSCO,A
26.59,Cisco Systems Inc.,2016-10-09,2016-10,30.18,CSCO,A
26.56,Cisco Systems Inc.,2016-10-16,2016-10,30.15,CSCO,A
26.95,Cisco Systems Inc.,2016-10-23,2016-10,30.59,CSCO,A
26.60,Cisco Systems Inc.,2016-10-30,2016-10,30.19,CSCO,A
27.63,Cisco Systems Inc.,2016-11-07,2016-11,31.36,CSCO,A
26.59,Cisco Systems Inc.,2016-11-14,2016-11,30.18,CSCO,A
26.51,Cisco Systems Inc.,2016-11-21,2016-11,30.09,CSCO,A
25.77,Cisco Systems Inc.,2016-11-28,2016-11,29.25,CSCO,A
26.48,Cisco Systems Inc.,2016-12-05,2016-12,30.06,CSCO,A
26.95,Cisco Systems Inc.,2016-12-12,2016-12,30.59,CSCO,A
26.90,Cisco Systems Inc.,2016-12-19,2016-12,30.53,CSCO,A
26.62,Cisco Systems Inc.,2016-12-26,2016-12,30.22,CSCO,A
26.63,Cisco Systems Inc.,2017-01-02,2017-01,30.23,CSCO,A
26.72,Cisco Systems Inc.,2017-01-09,2017-01,30.07,CSCO,A
26.75,Cisco Systems Inc.,2017-01-16,2017-01,30.10,CSCO,A
27.53,Cisco Systems Inc.,2017-01-23,2017-01,30.98,CSCO,A
27.83,Cisco Systems Inc.,2017-01-30,2017-01,31.32,CSCO,A
28.00,Cisco Systems Inc.,2017-02-06,2017-02,31.51,CSCO,A
29.98,Cisco Systems Inc.,2017-02-13,2017-02,33.74,CSCO,A
30.49,Cisco Systems Inc.,2017-02-20,2017-02,34.32,CSCO,A
30.47,Cisco Systems Inc.,2017-02-27,2017-02,34.29,CSCO,A
30.44,Cisco Systems Inc.,2017-03-06,2017-03,34.26,CSCO,A
30.41,Cisco Systems Inc.,2017-03-12,2017-03,34.23,CSCO,A
30.28,Cisco Systems Inc.,2017-03-19,2017-03,34.08,CSCO,A
30.03,Cisco Systems Inc.,2017-03-26,2017-03,33.80,CSCO,A
29.29,Cisco Systems Inc.,2017-04-02,2017-04,32.96,CSCO,A
29.06,Cisco Systems Inc.,2017-04-09,2017-04,32.42,CSCO,A
29.42,Cisco Systems Inc.,2017-04-16,2017-04,32.82,CSCO,A
30.54,Cisco Systems Inc.,2017-04-23,2017-04,34.07,CSCO,A
30.82,Cisco Systems Inc.,2017-04-30,2017-04,34.39,CSCO,A
29.98,Cisco Systems Inc.,2017-05-07,2017-05,33.45,CSCO,A
27.97,Cisco Systems Inc.,2017-05-14,2017-05,31.21,CSCO,A
28.23,Cisco Systems Inc.,2017-05-21,2017-05,31.50,CSCO,A
28.66,Cisco Systems Inc.,2017-05-28,2017-05,31.98,CSCO,A
28.12,Cisco Systems Inc.,2017-06-04,2017-06,31.37,CSCO,A
28.35,Cisco Systems Inc.,2017-06-11,2017-06,31.63,CSCO,A
28.76,Cisco Systems Inc.,2017-06-18,2017-06,32.09,CSCO,A
28.05,Cisco Systems Inc.,2017-06-25,2017-06,31.30,CSCO,A
27.70,Cisco Systems Inc.,2017-07-02,2017-07,30.90,CSCO,A
28.42,Cisco Systems Inc.,2017-07-09,2017-07,31.42,CSCO,A
28.80,Cisco Systems Inc.,2017-07-16,2017-07,31.84,CSCO,A
28.51,Cisco Systems Inc.,2017-07-23,2017-07,31.52,CSCO,A
28.77,Cisco Systems Inc.,2017-07-30,2017-07,31.80,CSCO,A
28.47,Cisco Systems Inc.,2017-08-06,2017-08,31.47,CSCO,A
27.47,Cisco Systems Inc.,2017-08-13,2017-08,30.37,CSCO,A
28.44,Cisco Systems Inc.,2017-08-20,2017-08,31.44,CSCO,A
29.22,Cisco Systems Inc.,2017-08-27,2017-08,32.30,CSCO,A
28.48,Cisco Systems Inc.,2017-09-03,2017-09,31.48,CSCO,A
29.35,Cisco Systems Inc.,2017-09-10,2017-09,32.44,CSCO,A
30.19,Cisco Systems Inc.,2017-09-17,2017-09,33.37,CSCO,A
30.42,Cisco Systems Inc.,2017-09-24,2017-09,33.63,CSCO,A
30.53,Cisco Systems Inc.,2017-10-01,2017-10,33.75,CSCO,A
30.54,Cisco Systems Inc.,2017-10-08,2017-10,33.47,CSCO,A
31.25,Cisco Systems Inc.,2017-10-15,2017-10,34.25,CSCO,A
31.42,Cisco Systems Inc.,2017-10-22,2017-10,34.43,CSCO,A
31.45,Cisco Systems Inc.,2017-10-29,2017-10,34.47,CSCO,A
31.02,Cisco Systems Inc.,2017-11-06,2017-11,33.99,CSCO,A
32.76,Cisco Systems Inc.,2017-11-13,2017-11,35.90,CSCO,A
33.30,Cisco Systems Inc.,2017-11-20,2017-11,36.49,CSCO,A
34.31,Cisco Systems Inc.,2017-11-27,2017-11,37.60,CSCO,A
34.32,Cisco Systems Inc.,2017-12-04,2017-12,37.61,CSCO,A
34.85,Cisco Systems Inc.,2017-12-11,2017-12,38.19,CSCO,A
35.18,Cisco Systems Inc.,2017-12-18,2017-12,38.55,CSCO,A
34.95,Cisco Systems Inc.,2017-12-25,2017-12,38.30,CSCO,A
36.07,Cisco Systems Inc.,2018-01-01,2018-01,39.53,CSCO,A
37.57,Cisco Systems Inc.,2018-01-08,2018-01,40.87,CSCO,A
37.96,Cisco Systems Inc.,2018-01-15,2018-01,41.29,CSCO,A
39.12,Cisco Systems Inc.,2018-01-22,2018-01,42.56,CSCO,A
37.63,Cisco Systems Inc.,2018-01-29,2018-01,40.93,CSCO,A
36.34,Cisco Systems Inc.,2018-02-05,2018-02,39.53,CSCO,A
40.75,Cisco Systems Inc.,2018-02-12,2018-02,44.33,CSCO,A
40.45,Cisco Systems Inc.,2018-02-19,2018-02,44.00,CSCO,A
40.50,Cisco Systems Inc.,2018-02-26,2018-02,44.06,CSCO,A
41.71,Cisco Systems Inc.,2018-03-05,2018-03,45.37,CSCO,A
41.38,Cisco Systems Inc.,2018-03-11,2018-03,45.01,CSCO,A
39.00,Cisco Systems Inc.,2018-03-18,2018-03,42.42,CSCO,A
39.43,Cisco Systems Inc.,2018-03-25,2018-03,42.89,CSCO,A
37.44,Cisco Systems Inc.,2018-04-01,2018-04,40.73,CSCO,A
39.85,Cisco Systems Inc.,2018-04-08,2018-04,43.00,CSCO,A
40.86,Cisco Systems Inc.,2018-04-15,2018-04,44.09,CSCO,A
41.43,Cisco Systems Inc.,2018-04-22,2018-04,44.71,CSCO,A
41.98,Cisco Systems Inc.,2018-04-29,2018-04,45.30,CSCO,A
42.56,Cisco Systems Inc.,2018-05-06,2018-05,45.93,CSCO,A
40.04,Cisco Systems Inc.,2018-05-13,2018-05,43.21,CSCO,A
40.09,Cisco Systems Inc.,2018-05-20,2018-05,43.26,CSCO,A
40.46,Cisco Systems Inc.,2018-05-27,2018-05,43.66,CSCO,A
40.29,Cisco Systems Inc.,2018-06-03,2018-06,43.48,CSCO,A
41.01,Cisco Systems Inc.,2018-06-10,2018-06,44.25,CSCO,A
40.03,Cisco Systems Inc.,2018-06-17,2018-06,43.20,CSCO,A
39.87,Cisco Systems Inc.,2018-06-24,2018-06,43.03,CSCO,A
39.58,Cisco Systems Inc.,2018-07-01,2018-07,42.71,CSCO,A
39.02,Cisco Systems Inc.,2018-07-08,2018-07,41.78,CSCO,A
39.23,Cisco Systems Inc.,2018-07-15,2018-07,42.01,CSCO,A
39.76,Cisco Systems Inc.,2018-07-22,2018-07,42.57,CSCO,A
40.00,Cisco Systems Inc.,2018-07-29,2018-07,42.83,CSCO,A
40.89,Cisco Systems Inc.,2018-08-05,2018-08,43.78,CSCO,A
42.84,Cisco Systems Inc.,2018-08-12,2018-08,45.87,CSCO,A
43.26,Cisco Systems Inc.,2018-08-19,2018-08,46.32,CSCO,A
44.61,Cisco Systems Inc.,2018-08-26,2018-08,47.77,CSCO,A
43.94,Cisco Systems Inc.,2018-09-02,2018-09,47.05,CSCO,A
44.27,Cisco Systems Inc.,2018-09-09,2018-09,47.40,CSCO,A
45.35,Cisco Systems Inc.,2018-09-16,2018-09,48.56,CSCO,A
45.43,Cisco Systems Inc.,2018-09-23,2018-09,48.65,CSCO,A
44.95,Cisco Systems Inc.,2018-09-30,2018-09,48.13,CSCO,A
42.98,Cisco Systems Inc.,2018-10-07,2018-10,45.71,CSCO,A
42.63,Cisco Systems Inc.,2018-10-14,2018-10,45.34,CSCO,A
41.60,Cisco Systems Inc.,2018-10-21,2018-10,44.25,CSCO,A
42.76,Cisco Systems Inc.,2018-10-28,2018-10,45.48,CSCO,A
44.29,Cisco Systems Inc.,2018-11-05,2018-11,47.11,CSCO,A
43.58,Cisco Systems Inc.,2018-11-12,2018-11,46.35,CSCO,A
41.88,Cisco Systems Inc.,2018-11-19,2018-11,44.54,CSCO,A
45.01,Cisco Systems Inc.,2018-11-26,2018-11,47.87,CSCO,A
43.66,Cisco Systems Inc.,2018-12-03,2018-12,46.44,CSCO,A
43.08,Cisco Systems Inc.,2018-12-10,2018-12,45.82,CSCO,A
39.35,Cisco Systems Inc.,2018-12-17,2018-12,41.85,CSCO,A
40.21,Cisco Systems Inc.,2018-12-24,2018-12,42.77,CSCO,A
40.35,Cisco Systems Inc.,2018-12-31,2018-12,42.92,CSCO,A
41.21,Cisco Systems Inc.,2019-01-07,2019-01,43.49,CSCO,A
42.67,Cisco Systems Inc.,2019-01-14,2019-01,45.03,CSCO,A
43.71,Cisco Systems Inc.,2019-01-21,2019-01,46.13,CSCO,A
44.85,Cisco Systems Inc.,2019-01-28,2019-01,47.34,CSCO,A
44.71,Cisco Systems Inc.,2019-02-04,2019-02,47.19,CSCO,A
46.83,Cisco Systems Inc.,2019-02-11,2019-02,49.43,CSCO,A
47.48,Cisco Systems Inc.,2019-02-18,2019-02,50.11,CSCO,A
48.71,Cisco Systems Inc.,2019-02-25,2019-02,51.41,CSCO,A
48.39,Cisco Systems Inc.,2019-03-04,2019-03,51.07,CSCO,A
50.41,Cisco Systems Inc.,2019-03-10,2019-03,53.20,CSCO,A
49.97,Cisco Systems Inc.,2019-03-17,2019-03,52.74,CSCO,A
51.16,Cisco Systems Inc.,2019-03-24,2019-03,53.99,CSCO,A
52.31,Cisco Systems Inc.,2019-03-31,2019-03,55.21,CSCO,A
53.67,Cisco Systems Inc.,2019-04-07,2019-04,56.29,CSCO,A
53.78,Cisco Systems Inc.,2019-04-14,2019-04,56.40,CSCO,A
53.28,Cisco Systems Inc.,2019-04-21,2019-04,55.88,CSCO,A
52.38,Cisco Systems Inc.,2019-04-28,2019-04,54.94,CSCO,A
50.88,Cisco Systems Inc.,2019-05-05,2019-05,53.36,CSCO,A
53.73,Cisco Systems Inc.,2019-05-12,2019-05,56.35,CSCO,A
51.84,Cisco Systems Inc.,2019-05-19,2019-05,54.37,CSCO,A
49.61,Cisco Systems Inc.,2019-05-26,2019-05,52.03,CSCO,A
53.33,Cisco Systems Inc.,2019-06-02,2019-06,55.93,CSCO,A
52.20,Cisco Systems Inc.,2019-06-09,2019-06,54.75,CSCO,A
54.38,Cisco Systems Inc.,2019-06-16,2019-06,57.03,CSCO,A
52.18,Cisco Systems Inc.,2019-06-23,2019-06,54.73,CSCO,A
53.97,Cisco Systems Inc.,2019-06-30,2019-06,56.60,CSCO,A
55.60,Cisco Systems Inc.,2019-07-07,2019-07,57.95,CSCO,A
55.04,Cisco Systems Inc.,2019-07-14,2019-07,57.36,CSCO,A
54.24,Cisco Systems Inc.,2019-07-21,2019-07,56.53,CSCO,A
51.09,Cisco Systems Inc.,2019-07-28,2019-07,53.25,CSCO,A
50.31,Cisco Systems Inc.,2019-08-04,2019-08,52.43,CSCO,A
45.06,Cisco Systems Inc.,2019-08-11,2019-08,46.96,CSCO,A
44.72,Cisco Systems Inc.,2019-08-18,2019-08,46.61,CSCO,A
44.91,Cisco Systems Inc.,2019-08-25,2019-08,46.81,CSCO,A
46.86,Cisco Systems Inc.,2019-09-01,2019-09,48.84,CSCO,A
48.00,Cisco Systems Inc.,2019-09-08,2019-09,50.03,CSCO,A
47.59,Cisco Systems Inc.,2019-09-15,2019-09,49.60,CSCO,A
46.86,Cisco Systems Inc.,2019-09-22,2019-09,48.84,CSCO,A
45.60,Cisco Systems Inc.,2019-09-29,2019-09,47.52,CSCO,A
45.01,Cisco Systems Inc.,2019-10-06,2019-10,46.56,CSCO,A
45.16,Cisco Systems Inc.,2019-10-13,2019-10,46.71,CSCO,A
45.34,Cisco Systems Inc.,2019-10-20,2019-10,46.90,CSCO,A
45.47,Cisco Systems Inc.,2019-10-27,2019-10,47.03,CSCO,A
47.21,Cisco Systems Inc.,2019-11-04,2019-11,48.83,CSCO,A
43.59,Cisco Systems Inc.,2019-11-11,2019-11,45.09,CSCO,A
43.36,Cisco Systems Inc.,2019-11-18,2019-11,44.85,CSCO,A
43.80,Cisco Systems Inc.,2019-11-25,2019-11,45.31,CSCO,A
