adj_stock,company,date,month_year,stock,symbol,rating
92.61,JPMorgan Chase & Co.,2020-09-20,2020-09,93.47,JPM,BB
96.99,JPMorgan Chase & Co.,2020-09-27,2020-09,97.89,JPM,BB
100.27,JPMorgan Chase & Co.,2020-10-04,2020-10,101.20,JPM,BB
101.51,JPMorgan Chase & Co.,2020-10-11,2020-10,101.51,JPM,BB
103.81,JPMorgan Chase & Co.,2020-10-18,2020-10,103.81,JPM,BB
98.04,JPMorgan Chase & Co.,2020-10-25,2020-10,98.04,JPM,BB
102.96,JPMorgan Chase & Co.,2020-11-02,2020-11,102.96,JPM,BB
114.08,JPMorgan Chase & Co.,2020-11-09,2020-11,114.08,JPM,BB
114.57,JPMorgan Chase & Co.,2020-11-16,2020-11,114.57,JPM,BB
121.22,JPMorgan Chase & Co.,2020-11-23,2020-11,121.22,JPM,BB
121.24,JPMorgan Chase & Co.,2020-11-30,2020-11,121.24,JPM,BB
36.75,The Coca-Cola Company,2015-11-30,2015-11,43.29,KO,
35.88,The Coca-Cola Company,2015-12-07,2015-12,42.27,KO,
36.08,The Coca-Cola Company,2015-12-14,2015-12,42.50,KO,
36.96,The Coca-Cola Company,2015-12-21,2015-12,43.54,KO,
36.47,The Coca-Cola Company,2015-12-28,2015-12,42.96,KO,
35.24,The Coca-Cola Company,2016-01-04,2016-01,41.51,KO,
35.23,The Coca-Cola Company,2016-01-11,2016-01,41.50,KO,
35.70,The Coca-Cola Company,2016-01-18,2016-01,42.06,KO,
36.43,The Coca-Cola Company,2016-01-25,2016-01,42.92,KO,
36.02,The Coca-Cola Company,2016-02-01,2016-02,42.44,KO,
36.59,The Coca-Cola Company,2016-02-08,2016-02,43.11,KO,
37.15,The Coca-Cola Company,2016-02-15,2016-02,43.77,KO,
36.62,The Coca-Cola Company,2016-02-22,2016-02,43.14,KO,
37.44,The Coca-Cola Company,2016-02-29,2016-02,44.11,KO,
38.37,The Coca-Cola Company,2016-03-07,2016-03,45.20,KO,
39.01,The Coca-Cola Company,2016-03-13,2016-03,45.60,KO,
38.99,The Coca-Cola Company,2016-03-20,2016-03,45.58,KO,
40.06,The Coca-Cola Company,2016-03-27,2016-03,46.83,KO,
40.10,The Coca-Cola Company,2016-04-03,2016-04,46.87,KO,
39.44,The Coca-Cola Company,2016-04-10,2016-04,46.10,KO,
38.10,The Coca-Cola Company,2016-04-17,2016-04,44.54,KO,
38.32,The Coca-Cola Company,2016-04-24,2016-04,44.80,KO,
38.77,The Coca-Cola Company,2016-05-01,2016-05,45.32,KO,
38.80,The Coca-Cola Company,2016-05-08,2016-05,45.35,KO,
37.60,The Coca-Cola Company,2016-05-15,2016-05,43.95,KO,
38.31,The Coca-Cola Company,2016-05-22,2016-05,44.78,KO,
38.53,The Coca-Cola Company,2016-05-29,2016-05,45.04,KO,
39.34,The Coca-Cola Company,2016-06-05,2016-06,45.99,KO,A
38.32,The Coca-Cola Company,2016-06-12,2016-06,44.79,KO,A
37.87,The Coca-Cola Company,2016-06-19,2016-06,43.93,KO,A
38.89,The Coca-Cola Company,2016-06-26,2016-06,45.12,KO,A
39.12,The Coca-Cola Company,2016-07-03,2016-07,45.38,KO,A
39.33,The Coca-Cola Company,2016-07-10,2016-07,45.63,KO,A
39.51,The Coca-Cola Company,2016-07-17,2016-07,45.83,KO,A
37.61,The Coca-Cola Company,2016-07-24,2016-07,43.63,KO,A
37.48,The Coca-Cola Company,2016-07-31,2016-07,43.48,KO,A
37.95,The Coca-Cola Company,2016-08-07,2016-08,44.03,KO,A
37.86,The Coca-Cola Company,2016-08-14,2016-08,43.92,KO,A
37.34,The Coca-Cola Company,2016-08-21,2016-08,43.32,KO,A
37.64,The Coca-Cola Company,2016-08-28,2016-08,43.66,KO,A
36.44,The Coca-Cola Company,2016-09-04,2016-09,42.27,KO,A
36.33,The Coca-Cola Company,2016-09-11,2016-09,42.14,KO,A
37.14,The Coca-Cola Company,2016-09-18,2016-09,42.74,KO,A
36.78,The Coca-Cola Company,2016-09-25,2016-09,42.32,KO,A
36.27,The Coca-Cola Company,2016-10-02,2016-10,41.73,KO,A
36.21,The Coca-Cola Company,2016-10-09,2016-10,41.67,KO,A
36.61,The Coca-Cola Company,2016-10-16,2016-10,42.13,KO,A
36.70,The Coca-Cola Company,2016-10-23,2016-10,42.23,KO,A
36.23,The Coca-Cola Company,2016-10-30,2016-10,41.69,KO,A
35.66,The Coca-Cola Company,2016-11-07,2016-11,41.03,KO,A
35.55,The Coca-Cola Company,2016-11-14,2016-11,40.91,KO,A
36.09,The Coca-Cola Company,2016-11-21,2016-11,41.53,KO,A
35.08,The Coca-Cola Company,2016-11-28,2016-11,40.36,KO,A
36.81,The Coca-Cola Company,2016-12-05,2016-12,42.00,KO,A
36.58,The Coca-Cola Company,2016-12-12,2016-12,41.74,KO,A
36.46,The Coca-Cola Company,2016-12-19,2016-12,41.60,KO,A
36.34,The Coca-Cola Company,2016-12-26,2016-12,41.46,KO,A
36.58,The Coca-Cola Company,2017-01-02,2017-01,41.74,KO,A
35.83,The Coca-Cola Company,2017-01-09,2017-01,40.88,KO,A
36.21,The Coca-Cola Company,2017-01-16,2017-01,41.32,KO,A
36.33,The Coca-Cola Company,2017-01-23,2017-01,41.45,KO,A
36.41,The Coca-Cola Company,2017-01-30,2017-01,41.54,KO,A
35.56,The Coca-Cola Company,2017-02-06,2017-02,40.58,KO,A
36.13,The Coca-Cola Company,2017-02-13,2017-02,41.23,KO,A
36.62,The Coca-Cola Company,2017-02-20,2017-02,41.78,KO,A
37.23,The Coca-Cola Company,2017-02-27,2017-02,42.48,KO,A
37.06,The Coca-Cola Company,2017-03-06,2017-03,42.29,KO,A
36.84,The Coca-Cola Company,2017-03-12,2017-03,42.03,KO,A
37.24,The Coca-Cola Company,2017-03-19,2017-03,42.12,KO,A
37.52,The Coca-Cola Company,2017-03-26,2017-03,42.44,KO,A
37.67,The Coca-Cola Company,2017-04-02,2017-04,42.61,KO,A
37.83,The Coca-Cola Company,2017-04-09,2017-04,42.79,KO,A
38.08,The Coca-Cola Company,2017-04-16,2017-04,43.07,KO,A
38.15,The Coca-Cola Company,2017-04-23,2017-04,43.15,KO,A
38.63,The Coca-Cola Company,2017-04-30,2017-04,43.69,KO,A
38.54,The Coca-Cola Company,2017-05-07,2017-05,43.59,KO,A
38.81,The Coca-Cola Company,2017-05-14,2017-05,43.90,KO,A
40.13,The Coca-Cola Company,2017-05-21,2017-05,45.39,KO,A
40.57,The Coca-Cola Company,2017-05-28,2017-05,45.89,KO,A
40.07,The Coca-Cola Company,2017-06-04,2017-06,45.32,KO,A
40.06,The Coca-Cola Company,2017-06-11,2017-06,45.31,KO,A
40.34,The Coca-Cola Company,2017-06-18,2017-06,45.25,KO,A
39.98,The Coca-Cola Company,2017-06-25,2017-06,44.85,KO,A
39.57,The Coca-Cola Company,2017-07-02,2017-07,44.39,KO,A
39.83,The Coca-Cola Company,2017-07-09,2017-07,44.68,KO,A
40.14,The Coca-Cola Company,2017-07-16,2017-07,45.03,KO,A
41.01,The Coca-Cola Company,2017-07-23,2017-07,46.01,KO,A
40.56,The Coca-Cola Company,2017-07-30,2017-07,45.50,KO,A
40.64,The Coca-Cola Company,2017-08-06,2017-08,45.59,KO,A
40.71,The Coca-Cola Company,2017-08-13,2017-08,45.67,KO,A
40.62,The Coca-Cola Company,2017-08-20,2017-08,45.57,KO,A
40.81,The Coca-Cola Company,2017-08-27,2017-08,45.78,KO,A
41.27,The Coca-Cola Company,2017-09-03,2017-09,46.30,KO,A
41.17,The Coca-Cola Company,2017-09-10,2017-09,46.18,KO,A
40.87,The Coca-Cola Company,2017-09-17,2017-09,45.49,KO,A
40.44,The Coca-Cola Company,2017-09-24,2017-09,45.01,KO,A
40.87,The Coca-Cola Company,2017-10-01,2017-10,45.49,KO,A
41.49,The Coca-Cola Company,2017-10-08,2017-10,46.18,KO,A
41.67,The Coca-Cola Company,2017-10-15,2017-10,46.38,KO,A
41.39,The Coca-Cola Company,2017-10-22,2017-10,46.07,KO,A
41.30,The Coca-Cola Company,2017-10-29,2017-10,45.97,KO,A
41.82,The Coca-Cola Company,2017-11-06,2017-11,46.54,KO,A
41.07,The Coca-Cola Company,2017-11-13,2017-11,45.71,KO,A
41.22,The Coca-Cola Company,2017-11-20,2017-11,45.88,KO,A
41.30,The Coca-Cola Company,2017-11-27,2017-11,45.97,KO,A
41.05,The Coca-Cola Company,2017-12-04,2017-12,45.31,KO,A
41.84,The Coca-Cola Company,2017-12-11,2017-12,46.19,KO,A
41.30,The Coca-Cola Company,2017-12-18,2017-12,45.59,KO,A
41.56,The Coca-Cola Company,2017-12-25,2017-12,45.88,KO,A
41.73,The Coca-Cola Company,2018-01-01,2018-01,46.07,KO,A
41.81,The Coca-Cola Company,2018-01-08,2018-01,46.15,KO,A
42.72,The Coca-Cola Company,2018-01-15,2018-01,47.16,KO,A
43.96,The Coca-Cola Company,2018-01-22,2018-01,48.53,KO,A
42.33,The Coca-Cola Company,2018-01-29,2018-01,46.73,KO,A
39.07,The Coca-Cola Company,2018-02-05,2018-02,43.13,KO,A
40.75,The Coca-Cola Company,2018-02-12,2018-02,44.98,KO,A
39.90,The Coca-Cola Company,2018-02-19,2018-02,44.04,KO,A
39.61,The Coca-Cola Company,2018-02-26,2018-02,43.72,KO,A
40.60,The Coca-Cola Company,2018-03-05,2018-03,44.82,KO,A
39.37,The Coca-Cola Company,2018-03-11,2018-03,43.46,KO,A
38.68,The Coca-Cola Company,2018-03-18,2018-03,42.33,KO,A
39.69,The Coca-Cola Company,2018-03-25,2018-03,43.43,KO,A
40.14,The Coca-Cola Company,2018-04-01,2018-04,43.92,KO,A
40.68,The Coca-Cola Company,2018-04-08,2018-04,44.51,KO,A
39.97,The Coca-Cola Company,2018-04-15,2018-04,43.74,KO,A
39.58,The Coca-Cola Company,2018-04-22,2018-04,43.31,KO,A
38.71,The Coca-Cola Company,2018-04-29,2018-04,42.36,KO,A
38.51,The Coca-Cola Company,2018-05-06,2018-05,42.14,KO,A
38.55,The Coca-Cola Company,2018-05-13,2018-05,42.18,KO,A
38.75,The Coca-Cola Company,2018-05-20,2018-05,42.40,KO,A
39.41,The Coca-Cola Company,2018-05-27,2018-05,43.12,KO,A
40.17,The Coca-Cola Company,2018-06-03,2018-06,43.95,KO,A
40.32,The Coca-Cola Company,2018-06-10,2018-06,44.12,KO,A
39.88,The Coca-Cola Company,2018-06-17,2018-06,43.25,KO,A
40.44,The Coca-Cola Company,2018-06-24,2018-06,43.86,KO,A
41.16,The Coca-Cola Company,2018-07-01,2018-07,44.64,KO,A
41.25,The Coca-Cola Company,2018-07-08,2018-07,44.74,KO,A
41.75,The Coca-Cola Company,2018-07-15,2018-07,45.28,KO,A
42.61,The Coca-Cola Company,2018-07-22,2018-07,46.21,KO,A
42.98,The Coca-Cola Company,2018-07-29,2018-07,46.62,KO,A
42.49,The Coca-Cola Company,2018-08-05,2018-08,46.08,KO,A
42.97,The Coca-Cola Company,2018-08-12,2018-08,46.60,KO,A
42.07,The Coca-Cola Company,2018-08-19,2018-08,45.63,KO,A
41.09,The Coca-Cola Company,2018-08-26,2018-08,44.57,KO,A
42.15,The Coca-Cola Company,2018-09-02,2018-09,45.72,KO,A
42.40,The Coca-Cola Company,2018-09-09,2018-09,45.99,KO,A
43.31,The Coca-Cola Company,2018-09-16,2018-09,46.58,KO,A
42.95,The Coca-Cola Company,2018-09-23,2018-09,46.19,KO,A
42.66,The Coca-Cola Company,2018-09-30,2018-09,45.88,KO,A
41.55,The Coca-Cola Company,2018-10-07,2018-10,44.68,KO,A
43.08,The Coca-Cola Company,2018-10-14,2018-10,46.33,KO,A
42.70,The Coca-Cola Company,2018-10-21,2018-10,45.92,KO,A
44.63,The Coca-Cola Company,2018-10-28,2018-10,48.00,KO,A
46.20,The Coca-Cola Company,2018-11-05,2018-11,49.68,KO,A
46.65,The Coca-Cola Company,2018-11-12,2018-11,50.17,KO,A
45.58,The Coca-Cola Company,2018-11-19,2018-11,49.02,KO,A
46.87,The Coca-Cola Company,2018-11-26,2018-11,50.40,KO,A
46.01,The Coca-Cola Company,2018-12-03,2018-12,49.09,KO,A
46.24,The Coca-Cola Company,2018-12-10,2018-12,49.34,KO,A
44.58,The Coca-Cola Company,2018-12-17,2018-12,47.57,KO,A
44.24,The Coca-Cola Company,2018-12-24,2018-12,47.20,KO,A
44.58,The Coca-Cola Company,2018-12-31,2018-12,47.57,KO,A
44.37,The Coca-Cola Company,2019-01-07,2019-01,47.34,KO,A
44.62,The Coca-Cola Company,2019-01-14,2019-01,47.61,KO,A
44.40,The Coca-Cola Company,2019-01-21,2019-01,47.37,KO,A
45.64,The Coca-Cola Company,2019-01-28,2019-01,48.70,KO,A
46.39,The Coca-Cola Company,2019-02-04,2019-02,49.50,KO,A
42.40,The Coca-Cola Company,2019-02-11,2019-02,45.24,KO,A
42.44,The Coca-Cola Company,2019-02-18,2019-02,45.28,KO,A
42.53,The Coca-Cola Company,2019-02-25,2019-02,45.38,KO,A
42.02,The Coca-Cola Company,2019-03-04,2019-03,44.84,KO,A
42.46,The Coca-Cola Company,2019-03-10,2019-03,45.30,KO,A
43.42,The Coca-Cola Company,2019-03-17,2019-03,45.93,KO,A
44.30,The Coca-Cola Company,2019-03-24,2019-03,46.86,KO,A
43.93,The Coca-Cola Company,2019-03-31,2019-03,46.47,KO,A
44.19,The Coca-Cola Company,2019-04-07,2019-04,46.74,KO,A
44.89,The Coca-Cola Company,2019-04-14,2019-04,47.48,KO,A
45.62,The Coca-Cola Company,2019-04-21,2019-04,48.26,KO,A
46.06,The Coca-Cola Company,2019-04-28,2019-04,48.72,KO,A
45.56,The Coca-Cola Company,2019-05-05,2019-05,48.19,KO,A
46.51,The Coca-Cola Company,2019-05-12,2019-05,49.20,KO,A
46.90,The Coca-Cola Company,2019-05-19,2019-05,49.61,KO,A
46.45,The Coca-Cola Company,2019-05-26,2019-05,49.13,KO,A
48.68,The Coca-Cola Company,2019-06-02,2019-06,51.49,KO,A
48.51,The Coca-Cola Company,2019-06-09,2019-06,51.31,KO,A
49.12,The Coca-Cola Company,2019-06-16,2019-06,51.55,KO,A
48.52,The Coca-Cola Company,2019-06-23,2019-06,50.92,KO,A
49.65,The Coca-Cola Company,2019-06-30,2019-06,52.11,KO,A
49.66,The Coca-Cola Company,2019-07-07,2019-07,52.12,KO,A
48.96,The Coca-Cola Company,2019-07-14,2019-07,51.39,KO,A
51.61,The Coca-Cola Company,2019-07-21,2019-07,54.17,KO,A
49.86,The Coca-Cola Company,2019-07-28,2019-07,52.33,KO,A
50.90,The Coca-Cola Company,2019-08-04,2019-08,53.42,KO,A
51.84,The Coca-Cola Company,2019-08-11,2019-08,54.41,KO,A
51.20,The Coca-Cola Company,2019-08-18,2019-08,53.74,KO,A
52.44,The Coca-Cola Company,2019-08-25,2019-08,55.04,KO,A
52.62,The Coca-Cola Company,2019-09-01,2019-09,55.23,KO,A
51.70,The Coca-Cola Company,2019-09-08,2019-09,54.26,KO,A
51.74,The Coca-Cola Company,2019-09-15,2019-09,53.91,KO,A
52.12,The Coca-Cola Company,2019-09-22,2019-09,54.31,KO,A
52.34,The Coca-Cola Company,2019-09-29,2019-09,54.54,KO,A
51.15,The Coca-Cola Company,2019-10-06,2019-10,53.30,KO,A
52.57,The Coca-Cola Company,2019-10-13,2019-10,54.78,KO,A
51.59,The Coca-Cola Company,2019-10-20,2019-10,53.75,KO,A
51.73,The Coca-Cola Company,2019-10-27,2019-10,53.90,KO,A
50.11,The Coca-Cola Company,2019-11-04,2019-11,52.21,KO,AA
50.55,The Coca-Cola Company,2019-11-11,2019-11,52.67,KO,AA
50.90,The Coca-Cola Company,2019-11-18,2019-11,53.03,KO,AA
51.25,The Coca-Cola Company,2019-11-25,2019-11,53.40,KO,AA
52.62,The Coca-Cola Company,2019-12-02,2019-12,54.42,KO,AA
52.62,The Coca-Cola Company,2019-12-09,2019-12,54.42,KO,AA
53.15,The Coca-Cola Company,2019-12-16,2019-12,54.97,KO,AA
53.52,The Coca-Cola Company,2019-12-23,2019-12,55.35,KO,AA
52.88,The Coca-Cola Company,2019-12-30,2019-12,54.69,KO,AA
53.69,The Coca-Cola Company,2020-01-06,2020-01,55.53,KO,AA
55.06,The Coca-Cola Company,2020-01-13,2020-01,56.94,KO,AA
55.77,The Coca-Cola Company,2020-01-20,2020-01,57.68,KO,AA
56.47,The Coca-Cola Company,2020-01-27,2020-01,58.40,KO,AA
57.23,The Coca-Cola Company,2020-02-03,2020-02,59.19,KO,AA
57.97,The Coca-Cola Company,2020-02-10,2020-02,59.95,KO,AA
58.14,The Coca-Cola Company,2020-02-17,2020-02,60.13,KO,AA
51.72,The Coca-Cola Company,2020-02-24,2020-02,53.49,KO,AA
53.43,The Coca-Cola Company,2020-03-02,2020-03,55.26,KO,AA
46.87,The Coca-Cola Company,2020-03-08,2020-03,48.47,KO,AA
37.36,The Coca-Cola Company,2020-03-15,2020-03,38.30,KO,AA
41.76,The Coca-Cola Company,2020-03-22,2020-03,42.81,KO,AA
42.75,The Coca-Cola Company,2020-03-29,2020-03,43.83,KO,AA
47.79,The Coca-Cola Company,2020-04-05,2020-04,49.00,KO,AA
46.88,The Coca-Cola Company,2020-04-12,2020-04,48.06,KO,AA
44.31,The Coca-Cola Company,2020-04-19,2020-04,45.43,KO,AA
44.48,The Coca-Cola Company,2020-04-26,2020-04,45.60,KO,AA
44.98,The Coca-Cola Company,2020-05-03,2020-05,46.11,KO,AA
42.20,The Coca-Cola Company,2020-05-10,2020-05,43.26,KO,AA
43.92,The Coca-Cola Company,2020-05-17,2020-05,45.03,KO,AA
45.53,The Coca-Cola Company,2020-05-24,2020-05,46.68,KO,AA
47.88,The Coca-Cola Company,2020-05-31,2020-05,49.09,KO,AA
44.48,The Coca-Cola Company,2020-06-07,2020-06,45.60,KO,AA
45.30,The Coca-Cola Company,2020-06-14,2020-06,46.02,KO,AA
42.88,The Coca-Cola Company,2020-06-21,2020-06,43.57,KO,AA
44.17,The Coca-Cola Company,2020-06-28,2020-06,44.88,KO,AA
44.44,The Coca-Cola Company,2020-07-05,2020-07,45.15,KO,AA
46.08,The Coca-Cola Company,2020-07-12,2020-07,46.82,KO,AA
47.73,The Coca-Cola Company,2020-07-19,2020-07,48.49,KO,AA
46.50,The Coca-Cola Company,2020-07-26,2020-07,47.24,KO,AA
47.05,The Coca-Cola Company,2020-08-02,2020-08,47.80,KO,AA
47.69,The Coca-Cola Company,2020-08-09,2020-08,48.45,KO,AA
46.54,The Coca-Cola Company,2020-08-16,2020-08,47.28,KO,AA
49.05,The Coca-Cola Company,2020-08-23,2020-08,49.83,KO,AA
50.24,The Coca-Cola Company,2020-08-30,2020-08,51.04,KO,AA
50.26,The Coca-Cola Company,2020-09-06,2020-09,51.06,KO,AA
49.66,The Coca-Cola Company,2020-09-13,2020-09,50.45,KO,AA
48.34,The Coca-Cola Company,2020-09-20,2020-09,48.72,KO,AA
48.98,The Coca-Cola Company,2020-09-27,2020-09,49.36,KO,AA
50.41,The Coca-Cola Company,2020-10-04,2020-10,50.81,KO,AA
49.64,The Coca-Cola Company,2020-10-11,2020-10,50.03,KO,AA
50.13,The Coca-Cola Company,2020-10-18,2020-10,50.52,KO,AA
47.69,The Coca-Cola Company,2020-10-25,2020-10,48.06,KO,AA
49.07,The Coca-Cola Company,2020-11-02,2020-11,49.45,KO,AA
53.03,The Coca-Cola Company,2020-11-09,2020-11,53.45,KO,AA
52.26,The Coca-Cola Company,2020-11-16,2020-11,52.67,KO,AA
52.29,The Coca-Cola Company,2020-11-23,2020-11,52.70,KO,AA
52.37,The Coca-Cola Company,2020-11-30,2020-11,52.78,KO,AA
102.11,McDonald's Corporation,2015-11-30,2015-11,116.20,MCD,
102.00,McDonald's Corporation,2015-12-07,2015-12,116.08,MCD,
102.51,McDonald's Corporation,2015-12-14,2015-12,116.66,MCD,
104.19,McDonald's Corporation,2015-12-21,2015-12,118.57,MCD,
103.81,McDonald's Corporation,2015-12-28,2015-12,118.14,MCD,
101.47,McDonald's Corporation,2016-01-04,2016-01,115.48,MCD,
101.21,McDonald's Corporation,2016-01-11,2016-01,115.18,MCD,
104.04,McDonald's Corporation,2016-01-18,2016-01,118.40,MCD,
108.77,McDonald's Corporation,2016-01-25,2016-01,123.78,MCD,
101.40,McDonald's Corporation,2016-02-01,2016-02,115.40,MCD,
103.63,McDonald's Corporation,2016-02-08,2016-02,117.93,MCD,
102.40,McDonald's Corporation,2016-02-15,2016-02,116.53,MCD,
102.86,McDonald's Corporation,2016-02-22,2016-02,117.06,MCD,
103.75,McDonald's Corporation,2016-02-29,2016-02,117.18,MCD,
107.62,McDonald's Corporation,2016-03-07,2016-03,121.55,MCD,
109.86,McDonald's Corporation,2016-03-13,2016-03,124.08,MCD,
109.16,McDonald's Corporation,2016-03-20,2016-03,123.29,MCD,
112.46,McDonald's Corporation,2016-03-27,2016-03,127.02,MCD,
113.29,McDonald's Corporation,2016-04-03,2016-04,127.96,MCD,
113.13,McDonald's Corporation,2016-04-10,2016-04,127.78,MCD,
111.11,McDonald's Corporation,2016-04-17,2016-04,125.50,MCD,
111.99,McDonald's Corporation,2016-04-24,2016-04,126.49,MCD,
115.61,McDonald's Corporation,2016-05-01,2016-05,130.58,MCD,
114.06,McDonald's Corporation,2016-05-08,2016-05,128.83,MCD,
108.51,McDonald's Corporation,2016-05-15,2016-05,122.56,MCD,
109.12,McDonald's Corporation,2016-05-22,2016-05,123.25,MCD,
107.44,McDonald's Corporation,2016-05-29,2016-05,121.35,MCD,
109.13,McDonald's Corporation,2016-06-05,2016-06,122.36,MCD,
109.05,McDonald's Corporation,2016-06-12,2016-06,122.27,MCD,
106.53,McDonald's Corporation,2016-06-19,2016-06,119.44,MCD,
107.38,McDonald's Corporation,2016-06-26,2016-06,120.40,MCD,
108.19,McDonald's Corporation,2016-07-03,2016-07,121.31,MCD,
110.24,McDonald's Corporation,2016-07-10,2016-07,123.61,MCD,
114.39,McDonald's Corporation,2016-07-17,2016-07,128.26,MCD,
104.93,McDonald's Corporation,2016-07-24,2016-07,117.65,MCD,
106.32,McDonald's Corporation,2016-07-31,2016-07,119.21,MCD,
106.60,McDonald's Corporation,2016-08-07,2016-08,119.52,MCD,
102.57,McDonald's Corporation,2016-08-14,2016-08,115.01,MCD,
102.07,McDonald's Corporation,2016-08-21,2016-08,114.44,MCD,
103.31,McDonald's Corporation,2016-08-28,2016-08,115.83,MCD,
102.99,McDonald's Corporation,2016-09-04,2016-09,114.58,MCD,BB
103.61,McDonald's Corporation,2016-09-11,2016-09,115.28,MCD,BB
105.31,McDonald's Corporation,2016-09-18,2016-09,117.17,MCD,BB
103.69,McDonald's Corporation,2016-09-25,2016-09,115.36,MCD,BB
101.97,McDonald's Corporation,2016-10-02,2016-10,113.45,MCD,BB
102.54,McDonald's Corporation,2016-10-09,2016-10,114.09,MCD,BB
102.40,McDonald's Corporation,2016-10-16,2016-10,113.93,MCD,BB
100.76,McDonald's Corporation,2016-10-23,2016-10,112.10,MCD,BB
99.80,McDonald's Corporation,2016-10-30,2016-10,111.04,MCD,BB
102.66,McDonald's Corporation,2016-11-07,2016-11,114.22,MCD,BB
107.86,McDonald's Corporation,2016-11-14,2016-11,120.00,MCD,BB
108.45,McDonald's Corporation,2016-11-21,2016-11,120.66,MCD,BB
106.27,McDonald's Corporation,2016-11-28,2016-11,118.24,MCD,BB
109.84,McDonald's Corporation,2016-12-05,2016-12,121.26,MCD,BB
111.63,McDonald's Corporation,2016-12-12,2016-12,123.24,MCD,BB
111.54,McDonald's Corporation,2016-12-19,2016-12,123.14,MCD,BB
110.25,McDonald's Corporation,2016-12-26,2016-12,121.72,MCD,BB
109.38,McDonald's Corporation,2017-01-02,2017-01,120.76,MCD,BB
110.05,McDonald's Corporation,2017-01-09,2017-01,121.50,MCD,BB
110.74,McDonald's Corporation,2017-01-16,2017-01,122.26,MCD,BB
111.29,McDonald's Corporation,2017-01-23,2017-01,122.86,MCD,BB
112.54,McDonald's Corporation,2017-01-30,2017-01,124.24,MCD,BB
113.97,McDonald's Corporation,2017-02-06,2017-02,125.82,MCD,BB
115.76,McDonald's Corporation,2017-02-13,2017-02,127.80,MCD,BB
116.53,McDonald's Corporation,2017-02-20,2017-02,128.65,MCD,BB
115.85,McDonald's Corporation,2017-02-27,2017-02,127.90,MCD,BB
116.78,McDonald's Corporation,2017-03-06,2017-03,127.98,MCD,BB
117.38,McDonald's Corporation,2017-03-12,2017-03,128.64,MCD,BB
118.02,McDonald's Corporation,2017-03-19,2017-03,129.34,MCD,BB
118.26,McDonald's Corporation,2017-03-26,2017-03,129.61,MCD,BB
118.58,McDonald's Corporation,2017-04-02,2017-04,129.96,MCD,BB
119.31,McDonald's Corporation,2017-04-09,2017-04,130.76,MCD,BB
121.73,McDonald's Corporation,2017-04-16,2017-04,133.41,MCD,BB
127.68,McDonald's Corporation,2017-04-23,2017-04,139.93,MCD,BB
131.36,McDonald's Corporation,2017-04-30,2017-04,143.96,MCD,BB
132.64,McDonald's Corporation,2017-05-07,2017-05,145.36,MCD,BB
135.18,McDonald's Corporation,2017-05-14,2017-05,148.15,MCD,BB
136.74,McDonald's Corporation,2017-05-21,2017-05,149.86,MCD,BB
140.28,McDonald's Corporation,2017-05-28,2017-05,153.74,MCD,BB
139.09,McDonald's Corporation,2017-06-04,2017-06,151.48,MCD,BB
139.55,McDonald's Corporation,2017-06-11,2017-06,151.99,MCD,BB
141.99,McDonald's Corporation,2017-06-18,2017-06,154.64,MCD,BB
140.63,McDonald's Corporation,2017-06-25,2017-06,153.16,MCD,BB
143.48,McDonald's Corporation,2017-07-02,2017-07,156.27,MCD,BB
142.58,McDonald's Corporation,2017-07-09,2017-07,155.28,MCD,BB
141.33,McDonald's Corporation,2017-07-16,2017-07,153.92,MCD,BB
143.10,McDonald's Corporation,2017-07-23,2017-07,155.85,MCD,BB
141.23,McDonald's Corporation,2017-07-30,2017-07,153.82,MCD,BB
144.43,McDonald's Corporation,2017-08-06,2017-08,157.30,MCD,BB
144.85,McDonald's Corporation,2017-08-13,2017-08,157.76,MCD,BB
145.83,McDonald's Corporation,2017-08-20,2017-08,158.82,MCD,BB
146.73,McDonald's Corporation,2017-08-27,2017-08,159.81,MCD,BB
147.51,McDonald's Corporation,2017-09-03,2017-09,159.71,MCD,BB
144.94,McDonald's Corporation,2017-09-10,2017-09,156.92,MCD,BB
146.77,McDonald's Corporation,2017-09-17,2017-09,158.91,MCD,BB
144.71,McDonald's Corporation,2017-09-24,2017-09,156.68,MCD,BB
147.41,McDonald's Corporation,2017-10-01,2017-10,159.60,MCD,BB
152.74,McDonald's Corporation,2017-10-08,2017-10,165.37,MCD,BB
153.60,McDonald's Corporation,2017-10-15,2017-10,166.30,MCD,BB
152.76,McDonald's Corporation,2017-10-22,2017-10,165.39,MCD,BB
155.77,McDonald's Corporation,2017-10-29,2017-10,168.65,MCD,BB
152.94,McDonald's Corporation,2017-11-06,2017-11,165.59,MCD,BB
153.99,McDonald's Corporation,2017-11-13,2017-11,166.72,MCD,BB
156.20,McDonald's Corporation,2017-11-20,2017-11,169.11,MCD,BB
159.67,McDonald's Corporation,2017-11-27,2017-11,172.87,MCD,BB
160.88,McDonald's Corporation,2017-12-04,2017-12,173.15,MCD,BB
161.73,McDonald's Corporation,2017-12-11,2017-12,174.06,MCD,BB
159.27,McDonald's Corporation,2017-12-18,2017-12,171.42,MCD,BB
159.92,McDonald's Corporation,2017-12-25,2017-12,172.12,MCD,BB
161.72,McDonald's Corporation,2018-01-01,2018-01,174.05,MCD,BB
161.27,McDonald's Corporation,2018-01-08,2018-01,173.57,MCD,BB
