company,date,environment,governance,riskscore,social,stock,symbol,rating
UnitedHealth Group Incorporated,2019-06,0.0,5.8,21,15.4,243.77,UNH,BB
UnitedHealth Group Incorporated,2019-07,0.0,5.8,21,15.4,229.07,UNH,BB
UnitedHealth Group Incorporated,2019-08,0.0,5.8,21,15.4,212.75,UNH,BB
UnitedHealth Group Incorporated,2019-09,0.0,5.8,21,15.4,248.55,UNH,BB
UnitedHealth Group Incorporated,2019-10,0.0,5.8,21,15.4,275.27,UNH,BB
UnitedHealth Group Incorporated,2019-12,0.0,5.8,21,15.4,289.15,UNH,BB
UnitedHealth Group Incorporated,2020-01,0.0,5.8,21,15.4,269.00,UNH,BB
UnitedHealth Group Incorporated,2020-02,0.0,5.8,21,15.4,251.73,UNH,BB
UnitedHealth Group Incorporated,2020-03,0.0,5.8,21,15.4,290.02,UNH,BB
UnitedHealth Group Incorporated,2020-03,0.0,5.8,21,15.4,246.23,UNH,BB
UnitedHealth Group Incorporated,2020-04,0.0,5.8,21,15.4,302.30,UNH,BB
UnitedHealth Group Incorporated,2020-05,0.0,5.8,21,15.4,292.48,UNH,BB
UnitedHealth Group Incorporated,2020-06,0.0,5.8,21,15.4,301.54,UNH,BB
UnitedHealth Group Incorporated,2020-07,0.0,5.8,21,15.4,311.27,UNH,BB
UnitedHealth Group Incorporated,2020-08,0.0,5.8,21,15.4,310.49,UNH,BB
UnitedHealth Group Incorporated,2020-09,0.0,5.8,21,15.4,305.14,UNH,BB
UnitedHealth Group Incorporated,2020-10,0.0,5.8,21,15.4,336.34,UNH,BB
Visa Inc.,2017-05,0.1,7.4,17,9.8,91.69,V,BBB
Visa Inc.,2017-06,0.1,7.4,17,9.8,97.34,V,BBB
Visa Inc.,2017-07,0.1,7.4,17,9.8,101.21,V,BBB
Visa Inc.,2017-08,0.1,7.4,17,9.8,103.06,V,BBB
Visa Inc.,2017-09,0.1,7.4,17,9.8,107.70,V,BBB
Visa Inc.,2017-10,0.1,7.4,17,9.8,110.26,V,BBB
Visa Inc.,2017-12,0.1,7.4,17,9.8,111.85,V,A
Visa Inc.,2018-01,0.1,7.4,17,9.8,121.87,V,A
Visa Inc.,2018-02,0.1,7.4,17,9.8,120.61,V,A
Visa Inc.,2018-03,0.1,7.4,17,9.8,124.69,V,A
Visa Inc.,2018-03,0.1,7.4,17,9.8,117.55,V,A
Visa Inc.,2018-04,0.1,7.4,17,9.8,128.46,V,A
Visa Inc.,2018-05,0.1,7.4,17,9.8,130.37,V,A
Visa Inc.,2018-06,0.1,7.4,17,9.8,134.59,V,A
Visa Inc.,2018-07,0.1,7.4,17,9.8,144.58,V,A
Visa Inc.,2018-08,0.1,7.4,17,9.8,147.96,V,A
Visa Inc.,2018-09,0.1,7.4,17,9.8,135.89,V,A
Visa Inc.,2018-10,0.1,7.4,17,9.8,139.69,V,A
Visa Inc.,2018-12,0.1,7.4,17,9.8,130.30,V,A
Visa Inc.,2019-01,0.1,7.4,17,9.8,133.33,V,A
Visa Inc.,2019-02,0.1,7.4,17,9.8,146.28,V,A
Visa Inc.,2019-03,0.1,7.4,17,9.8,162.67,V,A
Visa Inc.,2019-03,0.1,7.4,17,9.8,154.51,V,A
Visa Inc.,2019-04,0.1,7.4,17,9.8,159.60,V,A
Visa Inc.,2019-05,0.1,7.4,17,9.8,171.95,V,A
Visa Inc.,2019-06,0.1,7.4,17,9.8,176.36,V,A
Visa Inc.,2019-07,0.1,7.4,17,9.8,179.15,V,A
Visa Inc.,2019-08,0.1,7.4,17,9.8,170.67,V,A
Visa Inc.,2019-09,0.1,7.4,17,9.8,174.79,V,A
Visa Inc.,2019-10,0.1,7.4,17,9.8,183.07,V,A
Visa Inc.,2019-12,0.1,7.4,17,9.8,186.75,V,A
Visa Inc.,2020-01,0.1,7.4,17,9.8,197.75,V,A
Visa Inc.,2020-02,0.1,7.4,17,9.8,180.65,V,A
Visa Inc.,2020-03,0.1,7.4,17,9.8,177.88,V,A
Visa Inc.,2020-03,0.1,7.4,17,9.8,160.37,V,A
Visa Inc.,2020-04,0.1,7.4,17,9.8,194.33,V,A
Visa Inc.,2020-05,0.1,7.4,17,9.8,192.59,V,A
Visa Inc.,2020-06,0.1,7.4,17,9.8,189.83,V,A
Visa Inc.,2020-07,0.1,7.4,17,9.8,211.35,V,A
Visa Inc.,2020-08,0.1,7.4,17,9.8,199.67,V,A
Visa Inc.,2020-09,0.1,7.4,17,9.8,181.44,V,A
Visa Inc.,2020-10,0.1,7.4,17,9.8,210.03,V,A
Verizon Communications Inc.,2017-02,1.7,6.2,18,10.2,41.98,VZ,BB
Verizon Communications Inc.,2017-03,1.7,6.2,18,10.2,38.83,VZ,BB
Verizon Communications Inc.,2017-03,1.7,6.2,18,10.2,41.23,VZ,BB
Verizon Communications Inc.,2017-04,1.7,6.2,18,10.2,39.92,VZ,BB
Verizon Communications Inc.,2017-05,1.7,6.2,18,10.2,38.22,VZ,BB
Verizon Communications Inc.,2017-06,1.7,6.2,18,10.2,41.43,VZ,BB
Verizon Communications Inc.,2017-07,1.7,6.2,18,10.2,41.60,VZ,BB
Verizon Communications Inc.,2017-08,1.7,6.2,18,10.2,42.91,VZ,BB
Verizon Communications Inc.,2017-09,1.7,6.2,18,10.2,41.51,VZ,BB
Verizon Communications Inc.,2017-10,1.7,6.2,18,10.2,44.66,VZ,BB
Verizon Communications Inc.,2017-12,1.7,6.2,18,10.2,46.45,VZ,BB
Verizon Communications Inc.,2018-01,1.7,6.2,18,10.2,47.45,VZ,BB
Verizon Communications Inc.,2018-02,1.7,6.2,18,10.2,42.37,VZ,BBB
Verizon Communications Inc.,2018-03,1.7,6.2,18,10.2,43.80,VZ,BBB
Verizon Communications Inc.,2018-03,1.7,6.2,18,10.2,42.44,VZ,BBB
Verizon Communications Inc.,2018-04,1.7,6.2,18,10.2,42.84,VZ,BBB
Verizon Communications Inc.,2018-05,1.7,6.2,18,10.2,45.21,VZ,BBB
Verizon Communications Inc.,2018-06,1.7,6.2,18,10.2,46.41,VZ,BBB
Verizon Communications Inc.,2018-07,1.7,6.2,18,10.2,49.43,VZ,BBB
Verizon Communications Inc.,2018-08,1.7,6.2,18,10.2,48.54,VZ,BBB
Verizon Communications Inc.,2018-09,1.7,6.2,18,10.2,51.90,VZ,BBB
Verizon Communications Inc.,2018-10,1.7,6.2,18,10.2,55.43,VZ,BBB
Verizon Communications Inc.,2018-12,1.7,6.2,18,10.2,51.68,VZ,BBB
Verizon Communications Inc.,2019-01,1.7,6.2,18,10.2,50.61,VZ,BBB
Verizon Communications Inc.,2019-02,1.7,6.2,18,10.2,52.87,VZ,BBB
Verizon Communications Inc.,2019-03,1.7,6.2,18,10.2,53.12,VZ,BB
Verizon Communications Inc.,2019-03,1.7,6.2,18,10.2,54.92,VZ,BB
Verizon Communications Inc.,2019-04,1.7,6.2,18,10.2,51.00,VZ,BB
Verizon Communications Inc.,2019-05,1.7,6.2,18,10.2,53.61,VZ,BB
Verizon Communications Inc.,2019-06,1.7,6.2,18,10.2,51.86,VZ,BB
Verizon Communications Inc.,2019-07,1.7,6.2,18,10.2,55.15,VZ,BB
Verizon Communications Inc.,2019-08,1.7,6.2,18,10.2,57.24,VZ,BB
Verizon Communications Inc.,2019-09,1.7,6.2,18,10.2,57.34,VZ,BB
Verizon Communications Inc.,2019-10,1.7,6.2,18,10.2,57.72,VZ,BB
Verizon Communications Inc.,2019-12,1.7,6.2,18,10.2,58.83,VZ,BB
Verizon Communications Inc.,2020-01,1.7,6.2,18,10.2,56.95,VZ,BB
Verizon Communications Inc.,2020-02,1.7,6.2,18,10.2,52.43,VZ,BBB
Verizon Communications Inc.,2020-03,1.7,6.2,18,10.2,55.62,VZ,BBB
Verizon Communications Inc.,2020-03,1.7,6.2,18,10.2,52.01,VZ,BBB
Verizon Communications Inc.,2020-04,1.7,6.2,18,10.2,56.14,VZ,BBB
Verizon Communications Inc.,2020-05,1.7,6.2,18,10.2,53.94,VZ,BBB
Verizon Communications Inc.,2020-06,1.7,6.2,18,10.2,56.24,VZ,BBB
Verizon Communications Inc.,2020-07,1.7,6.2,18,10.2,58.65,VZ,BBB
Verizon Communications Inc.,2020-08,1.7,6.2,18,10.2,58.86,VZ,BBB
Verizon Communications Inc.,2020-09,1.7,6.2,18,10.2,56.39,VZ,BBB
Verizon Communications Inc.,2020-10,1.7,6.2,18,10.2,60.41,VZ,BBB
Walgreens Boots Alliance Inc.,2016-08,1.8,4.7,17,10.9,71.35,WBA,B
Walgreens Boots Alliance Inc.,2016-09,1.8,4.7,17,10.9,73.21,WBA,B
Walgreens Boots Alliance Inc.,2016-10,1.8,4.7,17,10.9,74.98,WBA,B
Walgreens Boots Alliance Inc.,2016-12,1.8,4.7,17,10.9,73.58,WBA,B
Walgreens Boots Alliance Inc.,2017-01,1.8,4.7,17,10.9,72.85,WBA,B
Walgreens Boots Alliance Inc.,2017-02,1.8,4.7,17,10.9,76.80,WBA,B
Walgreens Boots Alliance Inc.,2017-03,1.8,4.7,17,10.9,77.29,WBA,B
Walgreens Boots Alliance Inc.,2017-03,1.8,4.7,17,10.9,74.17,WBA,B
Walgreens Boots Alliance Inc.,2017-04,1.8,4.7,17,10.9,72.36,WBA,B
Walgreens Boots Alliance Inc.,2017-05,1.8,4.7,17,10.9,70.25,WBA,B
Walgreens Boots Alliance Inc.,2017-06,1.8,4.7,17,10.9,72.36,WBA,B
Walgreens Boots Alliance Inc.,2017-07,1.8,4.7,17,10.9,73.11,WBA,B
Walgreens Boots Alliance Inc.,2017-08,1.8,4.7,17,10.9,69.61,WBA,BB
Walgreens Boots Alliance Inc.,2017-09,1.8,4.7,17,10.9,59.74,WBA,BB
Walgreens Boots Alliance Inc.,2017-10,1.8,4.7,17,10.9,65.59,WBA,BB
Walgreens Boots Alliance Inc.,2017-12,1.8,4.7,17,10.9,65.84,WBA,BB
Walgreens Boots Alliance Inc.,2018-01,1.8,4.7,17,10.9,68.24,WBA,BB
Walgreens Boots Alliance Inc.,2018-02,1.8,4.7,17,10.9,62.46,WBA,BB
Walgreens Boots Alliance Inc.,2018-03,1.8,4.7,17,10.9,60.60,WBA,BB
Walgreens Boots Alliance Inc.,2018-03,1.8,4.7,17,10.9,59.71,WBA,BB
Walgreens Boots Alliance Inc.,2018-04,1.8,4.7,17,10.9,56.90,WBA,BB
Walgreens Boots Alliance Inc.,2018-05,1.8,4.7,17,10.9,55.07,WBA,BB
Walgreens Boots Alliance Inc.,2018-06,1.8,4.7,17,10.9,62.05,WBA,BB
Walgreens Boots Alliance Inc.,2018-07,1.8,4.7,17,10.9,62.91,WBA,BB
Walgreens Boots Alliance Inc.,2018-08,1.8,4.7,17,10.9,67.32,WBA,BB
Walgreens Boots Alliance Inc.,2018-09,1.8,4.7,17,10.9,73.66,WBA,BB
Walgreens Boots Alliance Inc.,2018-10,1.8,4.7,17,10.9,78.19,WBA,BB
Walgreens Boots Alliance Inc.,2018-12,1.8,4.7,17,10.9,63.44,WBA,BB
Walgreens Boots Alliance Inc.,2019-01,1.8,4.7,17,10.9,67.09,WBA,BB
Walgreens Boots Alliance Inc.,2019-02,1.8,4.7,17,10.9,66.09,WBA,BB
Walgreens Boots Alliance Inc.,2019-03,1.8,4.7,17,10.9,50.04,WBA,BB
Walgreens Boots Alliance Inc.,2019-03,1.8,4.7,17,10.9,59.10,WBA,BB
Walgreens Boots Alliance Inc.,2019-04,1.8,4.7,17,10.9,46.09,WBA,BB
Walgreens Boots Alliance Inc.,2019-05,1.8,4.7,17,10.9,51.50,WBA,BB
Walgreens Boots Alliance Inc.,2019-06,1.8,4.7,17,10.9,51.33,WBA,BB
Walgreens Boots Alliance Inc.,2019-07,1.8,4.7,17,10.9,48.22,WBA,BB
Walgreens Boots Alliance Inc.,2019-08,1.8,4.7,17,10.9,52.58,WBA,BB
Walgreens Boots Alliance Inc.,2019-09,1.8,4.7,17,10.9,52.07,WBA,BB
Walgreens Boots Alliance Inc.,2019-10,1.8,4.7,17,10.9,56.66,WBA,BB
Walgreens Boots Alliance Inc.,2019-12,1.8,4.7,17,10.9,56.47,WBA,BBB
Walgreens Boots Alliance Inc.,2020-01,1.8,4.7,17,10.9,48.70,WBA,BBB
Walgreens Boots Alliance Inc.,2020-02,1.8,4.7,17,10.9,43.82,WBA,BBB
Walgreens Boots Alliance Inc.,2020-03,1.8,4.7,17,10.9,41.82,WBA,BBB
Walgreens Boots Alliance Inc.,2020-03,1.8,4.7,17,10.9,44.20,WBA,BBB
Walgreens Boots Alliance Inc.,2020-04,1.8,4.7,17,10.9,41.48,WBA,BBB
Walgreens Boots Alliance Inc.,2020-05,1.8,4.7,17,10.9,41.42,WBA,BBB
Walgreens Boots Alliance Inc.,2020-06,1.8,4.7,17,10.9,39.77,WBA,BBB
Walgreens Boots Alliance Inc.,2020-07,1.8,4.7,17,10.9,37.15,WBA,BBB
Walgreens Boots Alliance Inc.,2020-08,1.8,4.7,17,10.9,35.50,WBA,BBB
Walgreens Boots Alliance Inc.,2020-09,1.8,4.7,17,10.9,33.64,WBA,BBB
Walgreens Boots Alliance Inc.,2020-10,1.8,4.7,17,10.9,37.56,WBA,BBB
Walmart Inc.,2016-09,4.0,7.1,29,17.6,63.72,WMT,BBB
Walmart Inc.,2016-10,4.0,7.1,29,17.6,64.09,WMT,BBB
Walmart Inc.,2016-12,4.0,7.1,29,17.6,62.90,WMT,BBB
Walmart Inc.,2017-01,4.0,7.1,29,17.6,61.17,WMT,BBB
Walmart Inc.,2017-02,4.0,7.1,29,17.6,65.01,WMT,BBB
Walmart Inc.,2017-03,4.0,7.1,29,17.6,69.41,WMT,BBB
Walmart Inc.,2017-03,4.0,7.1,29,17.6,66.06,WMT,BBB
Walmart Inc.,2017-04,4.0,7.1,29,17.6,72.57,WMT,BBB
Walmart Inc.,2017-05,4.0,7.1,29,17.6,70.34,WMT,BBB
Walmart Inc.,2017-06,4.0,7.1,29,17.6,74.35,WMT,BBB
Walmart Inc.,2017-07,4.0,7.1,29,17.6,72.56,WMT,BBB
Walmart Inc.,2017-08,4.0,7.1,29,17.6,73.08,WMT,BB
Walmart Inc.,2017-09,4.0,7.1,29,17.6,81.66,WMT,BB
Walmart Inc.,2017-10,4.0,7.1,29,17.6,90.94,WMT,BB
Walmart Inc.,2017-12,4.0,7.1,29,17.6,92.36,WMT,BB
Walmart Inc.,2018-01,4.0,7.1,29,17.6,100.75,WMT,BB
Walmart Inc.,2018-02,4.0,7.1,29,17.6,85.07,WMT,BB
Walmart Inc.,2018-03,4.0,7.1,29,17.6,84.11,WMT,BB
Walmart Inc.,2018-03,4.0,7.1,29,17.6,84.09,WMT,BB
Walmart Inc.,2018-04,4.0,7.1,29,17.6,78.48,WMT,BB
Walmart Inc.,2018-05,4.0,7.1,29,17.6,81.95,WMT,BB
Walmart Inc.,2018-06,4.0,7.1,29,17.6,85.37,WMT,BB
Walmart Inc.,2018-07,4.0,7.1,29,17.6,91.72,WMT,BB
Walmart Inc.,2018-08,4.0,7.1,29,17.6,90.37,WMT,BB
Walmart Inc.,2018-09,4.0,7.1,29,17.6,96.50,WMT,BB
Walmart Inc.,2018-10,4.0,7.1,29,17.6,93.97,WMT,BB
Walmart Inc.,2018-12,4.0,7.1,29,17.6,89.64,WMT,BB
Walmart Inc.,2019-01,4.0,7.1,29,17.6,92.72,WMT,BB
Walmart Inc.,2019-02,4.0,7.1,29,17.6,95.78,WMT,BB
Walmart Inc.,2019-03,4.0,7.1,29,17.6,100.04,WMT,BB
Walmart Inc.,2019-03,4.0,7.1,29,17.6,94.37,WMT,BB
Walmart Inc.,2019-04,4.0,7.1,29,17.6,98.68,WMT,BB
Walmart Inc.,2019-05,4.0,7.1,29,17.6,108.05,WMT,BB
Walmart Inc.,2019-06,4.0,7.1,29,17.6,107.95,WMT,BB
Walmart Inc.,2019-07,4.0,7.1,29,17.6,111.74,WMT,BB
Walmart Inc.,2019-08,4.0,7.1,29,17.6,116.63,WMT,BB
Walmart Inc.,2019-09,4.0,7.1,29,17.6,117.05,WMT,BB
Walmart Inc.,2019-10,4.0,7.1,29,17.6,117.04,WMT,BBB
Walmart Inc.,2019-12,4.0,7.1,29,17.6,116.79,WMT,BBB
Walmart Inc.,2020-01,4.0,7.1,29,17.6,113.02,WMT,BBB
Walmart Inc.,2020-02,4.0,7.1,29,17.6,106.30,WMT,BBB
Walmart Inc.,2020-03,4.0,7.1,29,17.6,120.52,WMT,BBB
Walmart Inc.,2020-03,4.0,7.1,29,17.6,112.16,WMT,BBB
Walmart Inc.,2020-04,4.0,7.1,29,17.6,123.01,WMT,BBB
Walmart Inc.,2020-05,4.0,7.1,29,17.6,119.29,WMT,BBB
Walmart Inc.,2020-06,4.0,7.1,29,17.6,128.87,WMT,BBB
Walmart Inc.,2020-07,4.0,7.1,29,17.6,138.28,WMT,BBB
Walmart Inc.,2020-08,4.0,7.1,29,17.6,139.91,WMT,BBB
Walmart Inc.,2020-09,4.0,7.1,29,17.6,138.75,WMT,BBB
Walmart Inc.,2020-10,4.0,7.1,29,17.6,152.79,WMT,BBB
