company,date,environment,governance,riskscore,social,stock,symbol
Johnson & Johnson,"Jul 31, 2019",1.3,11.4,33,20.1,124.04,JNJ
Johnson & Johnson,"Jun 30, 2019",1.3,11.4,33,20.1,125.83,JNJ
Johnson & Johnson,"May 31, 2019",1.3,11.4,33,20.1,134.59,JNJ
Johnson & Johnson,"Apr 30, 2019",1.3,11.4,33,20.1,125.87,JNJ
Johnson & Johnson,"Mar 31, 2019",1.3,11.4,33,20.1,135.52,JNJ
Johnson & Johnson,"Mar 01, 2019",1.3,11.4,33,20.1,134.16,JNJ
Johnson & Johnson,"Feb 01, 2019",1.3,11.4,33,20.1,130.28,JNJ
Johnson & Johnson,"Jan 01, 2019",1.3,11.4,33,20.1,126.88,JNJ
Johnson & Johnson,"Dec 01, 2018",1.3,11.4,33,20.1,123.04,JNJ
Johnson & Johnson,"Oct 31, 2018",1.3,11.4,33,20.1,139.17,JNJ
Johnson & Johnson,"Sep 30, 2018",1.3,11.4,33,20.1,132.63,JNJ
Johnson & Johnson,"Aug 31, 2018",1.3,11.4,33,20.1,130.9,JNJ
Johnson & Johnson,"Jul 31, 2018",1.3,11.4,33,20.1,126.76,JNJ
Johnson & Johnson,"Jun 30, 2018",1.3,11.4,33,20.1,124.72,JNJ
Johnson & Johnson,"May 31, 2018",1.3,11.4,33,20.1,114.2,JNJ
Johnson & Johnson,"Apr 30, 2018",1.3,11.4,33,20.1,111.75,JNJ
Johnson & Johnson,"Mar 31, 2018",1.3,11.4,33,20.1,118.17,JNJ
Johnson & Johnson,"Mar 01, 2018",1.3,11.4,33,20.1,119.72,JNJ
Johnson & Johnson,"Feb 01, 2018",1.3,11.4,33,20.1,120.56,JNJ
Johnson & Johnson,"Jan 01, 2018",1.3,11.4,33,20.1,128.27,JNJ
Johnson & Johnson,"Dec 01, 2017",1.3,11.4,33,20.1,129.69,JNJ
Johnson & Johnson,"Oct 31, 2017",1.3,11.4,33,20.1,128.55,JNJ
Johnson & Johnson,"Sep 30, 2017",1.3,11.4,33,20.1,128.62,JNJ
Johnson & Johnson,"Aug 31, 2017",1.3,11.4,33,20.1,119.95,JNJ
Johnson & Johnson,"Jul 31, 2017",1.3,11.4,33,20.1,121.35,JNJ
Johnson & Johnson,"Jun 30, 2017",1.3,11.4,33,20.1,121.67,JNJ
Johnson & Johnson,"May 31, 2017",1.3,11.4,33,20.1,121.28,JNJ
Johnson & Johnson,"Apr 30, 2017",1.3,11.4,33,20.1,116.8,JNJ
Johnson & Johnson,"Mar 31, 2017",1.3,11.4,33,20.1,112.45,JNJ
Johnson & Johnson,"Mar 01, 2017",1.3,11.4,33,20.1,113.43,JNJ
Johnson & Johnson,"Feb 01, 2017",1.3,11.4,33,20.1,110.57,JNJ
Johnson & Johnson,"Jan 01, 2017",1.3,11.4,33,20.1,102.46,JNJ
Johnson & Johnson,"Dec 01, 2016",1.3,11.4,33,20.1,104.23,JNJ
Johnson & Johnson,"Oct 31, 2016",1.3,11.4,33,20.1,100.01,JNJ
Johnson & Johnson,"Sep 30, 2016",1.3,11.4,33,20.1,104.22,JNJ
Johnson & Johnson,"Aug 31, 2016",1.3,11.4,33,20.1,106.14,JNJ
Johnson & Johnson,"Jul 31, 2016",1.3,11.4,33,20.1,106.52,JNJ
Johnson & Johnson,"Jun 30, 2016",1.3,11.4,33,20.1,111.78,JNJ
Johnson & Johnson,"May 31, 2016",1.3,11.4,33,20.1,108.27,JNJ
Johnson & Johnson,"Apr 30, 2016",1.3,11.4,33,20.1,99.87,JNJ
Johnson & Johnson,"Mar 31, 2016",1.3,11.4,33,20.1,99.33,JNJ
Johnson & Johnson,"Mar 01, 2016",1.3,11.4,33,20.1,95.89,JNJ
Johnson & Johnson,"Feb 01, 2016",1.3,11.4,33,20.1,92.57,JNJ
Johnson & Johnson,"Jan 01, 2016",1.3,11.4,33,20.1,91.89,JNJ
Johnson & Johnson,"Dec 01, 2015",1.3,11.4,33,20.1,90.38,JNJ
International Business Machines Corporation,"Oct 31, 2020",0.4,7.3,18,10.1,112.41,IBM
International Business Machines Corporation,"Sep 30, 2020",0.4,7.3,18,10.1,110.06,IBM
International Business Machines Corporation,"Aug 31, 2020",0.4,7.3,18,10.1,119.93,IBM
International Business Machines Corporation,"Jul 31, 2020",0.4,7.3,18,10.1,119.98,IBM
International Business Machines Corporation,"Jun 30, 2020",0.4,7.3,18,10.1,119.62,IBM
International Business Machines Corporation,"May 31, 2020",0.4,7.3,18,10.1,117.51,IBM
International Business Machines Corporation,"Apr 30, 2020",0.4,7.3,18,10.1,119.92,IBM
International Business Machines Corporation,"Mar 31, 2020",0.4,7.3,18,10.1,120.55,IBM
International Business Machines Corporation,"Mar 01, 2020",0.4,7.3,18,10.1,106.5,IBM
International Business Machines Corporation,"Feb 01, 2020",0.4,7.3,18,10.1,123.66,IBM
International Business Machines Corporation,"Jan 01, 2020",0.4,7.3,18,10.1,136.57,IBM
International Business Machines Corporation,"Dec 01, 2019",0.4,7.3,18,10.1,127.36,IBM
International Business Machines Corporation,"Oct 31, 2019",0.4,7.3,18,10.1,126.26,IBM
International Business Machines Corporation,"Sep 30, 2019",0.4,7.3,18,10.1,125.58,IBM
International Business Machines Corporation,"Aug 31, 2019",0.4,7.3,18,10.1,136.56,IBM
International Business Machines Corporation,"Jul 31, 2019",0.4,7.3,18,10.1,125.79,IBM
International Business Machines Corporation,"Jun 30, 2019",0.4,7.3,18,10.1,137.59,IBM
International Business Machines Corporation,"May 31, 2019",0.4,7.3,18,10.1,127.99,IBM
International Business Machines Corporation,"Apr 30, 2019",0.4,7.3,18,10.1,116.48,IBM
International Business Machines Corporation,"Mar 31, 2019",0.4,7.3,18,10.1,128.66,IBM
International Business Machines Corporation,"Mar 01, 2019",0.4,7.3,18,10.1,129.42,IBM
International Business Machines Corporation,"Feb 01, 2019",0.4,7.3,18,10.1,125.24,IBM
International Business Machines Corporation,"Jan 01, 2019",0.4,7.3,18,10.1,121.88,IBM
International Business Machines Corporation,"Dec 01, 2018",0.4,7.3,18,10.1,103.06,IBM
International Business Machines Corporation,"Oct 31, 2018",0.4,7.3,18,10.1,111.26,IBM
International Business Machines Corporation,"Sep 30, 2018",0.4,7.3,18,10.1,103.34,IBM
International Business Machines Corporation,"Aug 31, 2018",0.4,7.3,18,10.1,135.38,IBM
International Business Machines Corporation,"Jul 31, 2018",0.4,7.3,18,10.1,129.74,IBM
International Business Machines Corporation,"Jun 30, 2018",0.4,7.3,18,10.1,128.37,IBM
International Business Machines Corporation,"May 31, 2018",0.4,7.3,18,10.1,123.73,IBM
International Business Machines Corporation,"Apr 30, 2018",0.4,7.3,18,10.1,123.79,IBM
International Business Machines Corporation,"Mar 31, 2018",0.4,7.3,18,10.1,126.98,IBM
International Business Machines Corporation,"Mar 01, 2018",0.4,7.3,18,10.1,134.4,IBM
International Business Machines Corporation,"Feb 01, 2018",0.4,7.3,18,10.1,135.17,IBM
International Business Machines Corporation,"Jan 01, 2018",0.4,7.3,18,10.1,142,IBM
International Business Machines Corporation,"Dec 01, 2017",0.4,7.3,18,10.1,133.08,IBM
International Business Machines Corporation,"Oct 31, 2017",0.4,7.3,18,10.1,128.07,IBM
International Business Machines Corporation,"Sep 30, 2017",0.4,7.3,18,10.1,132.32,IBM
International Business Machines Corporation,"Aug 31, 2017",0.4,7.3,18,10.1,124.6,IBM
International Business Machines Corporation,"Jul 31, 2017",0.4,7.3,18,10.1,121.56,IBM
International Business Machines Corporation,"Jun 30, 2017",0.4,7.3,18,10.1,122.95,IBM
International Business Machines Corporation,"May 31, 2017",0.4,7.3,18,10.1,130.74,IBM
International Business Machines Corporation,"Apr 30, 2017",0.4,7.3,18,10.1,128.46,IBM
International Business Machines Corporation,"Mar 31, 2017",0.4,7.3,18,10.1,134.91,IBM
International Business Machines Corporation,"Mar 01, 2017",0.4,7.3,18,10.1,146.57,IBM
International Business Machines Corporation,"Feb 01, 2017",0.4,7.3,18,10.1,150.16,IBM
International Business Machines Corporation,"Jan 01, 2017",0.4,7.3,18,10.1,145.73,IBM
International Business Machines Corporation,"Dec 01, 2016",0.4,7.3,18,10.1,138.61,IBM
International Business Machines Corporation,"Oct 31, 2016",0.4,7.3,18,10.1,134.25,IBM
International Business Machines Corporation,"Sep 30, 2016",0.4,7.3,18,10.1,127.19,IBM
International Business Machines Corporation,"Aug 31, 2016",0.4,7.3,18,10.1,131.46,IBM
International Business Machines Corporation,"Jul 31, 2016",0.4,7.3,18,10.1,130.36,IBM
International Business Machines Corporation,"Jun 30, 2016",0.4,7.3,18,10.1,131.78,IBM
International Business Machines Corporation,"May 31, 2016",0.4,7.3,18,10.1,124.53,IBM
International Business Machines Corporation,"Apr 30, 2016",0.4,7.3,18,10.1,123.74,IBM
International Business Machines Corporation,"Mar 31, 2016",0.4,7.3,18,10.1,117.47,IBM
International Business Machines Corporation,"Mar 01, 2016",0.4,7.3,18,10.1,121.9,IBM
International Business Machines Corporation,"Feb 01, 2016",0.4,7.3,18,10.1,104.4,IBM
International Business Machines Corporation,"Jan 01, 2016",0.4,7.3,18,10.1,99.43,IBM
International Business Machines Corporation,"Dec 01, 2015",0.4,7.3,18,10.1,109.65,IBM
The Procter & Gamble Company,"Oct 31, 2020",8.2,7,25,9.5,143.23,PG
The Procter & Gamble Company,"Sep 30, 2020",8.2,7,25,9.5,136.34,PG
The Procter & Gamble Company,"Aug 31, 2020",8.2,7,25,9.5,138.22,PG
The Procter & Gamble Company,"Jul 31, 2020",8.2,7,25,9.5,137.57,PG
The Procter & Gamble Company,"Jun 30, 2020",8.2,7,25,9.5,129.58,PG
The Procter & Gamble Company,"May 31, 2020",8.2,7,25,9.5,118.16,PG
The Procter & Gamble Company,"Apr 30, 2020",8.2,7,25,9.5,114.56,PG
The Procter & Gamble Company,"Mar 31, 2020",8.2,7,25,9.5,115.71,PG
The Procter & Gamble Company,"Mar 01, 2020",8.2,7,25,9.5,107.99,PG
The Procter & Gamble Company,"Feb 01, 2020",8.2,7,25,9.5,111.16,PG
The Procter & Gamble Company,"Jan 01, 2020",8.2,7,25,9.5,121.62,PG
The Procter & Gamble Company,"Dec 01, 2019",8.2,7,25,9.5,121.89,PG
The Procter & Gamble Company,"Oct 31, 2019",8.2,7,25,9.5,119.12,PG
The Procter & Gamble Company,"Sep 30, 2019",8.2,7,25,9.5,120.74,PG
The Procter & Gamble Company,"Aug 31, 2019",8.2,7,25,9.5,120.61,PG
The Procter & Gamble Company,"Jul 31, 2019",8.2,7,25,9.5,116.59,PG
The Procter & Gamble Company,"Jun 30, 2019",8.2,7,25,9.5,113.73,PG
The Procter & Gamble Company,"May 31, 2019",8.2,7,25,9.5,105.64,PG
The Procter & Gamble Company,"Apr 30, 2019",8.2,7,25,9.5,99.15,PG
The Procter & Gamble Company,"Mar 31, 2019",8.2,7,25,9.5,101.87,PG
The Procter & Gamble Company,"Mar 01, 2019",8.2,7,25,9.5,99.55,PG
The Procter & Gamble Company,"Feb 01, 2019",8.2,7,25,9.5,94.28,PG
The Procter & Gamble Company,"Jan 01, 2019",8.2,7,25,9.5,91.57,PG
The Procter & Gamble Company,"Dec 01, 2018",8.2,7,25,9.5,87.25,PG
The Procter & Gamble Company,"Oct 31, 2018",8.2,7,25,9.5,89.71,PG
The Procter & Gamble Company,"Sep 30, 2018",8.2,7,25,9.5,83.44,PG
The Procter & Gamble Company,"Aug 31, 2018",8.2,7,25,9.5,78.31,PG
The Procter & Gamble Company,"Jul 31, 2018",8.2,7,25,9.5,78.05,PG
The Procter & Gamble Company,"Jun 30, 2018",8.2,7,25,9.5,75.41,PG
The Procter & Gamble Company,"May 31, 2018",8.2,7,25,9.5,72.79,PG
The Procter & Gamble Company,"Apr 30, 2018",8.2,7,25,9.5,68.23,PG
The Procter & Gamble Company,"Mar 31, 2018",8.2,7,25,9.5,66.83,PG
The Procter & Gamble Company,"Mar 01, 2018",8.2,7,25,9.5,73.24,PG
The Procter & Gamble Company,"Feb 01, 2018",8.2,7,25,9.5,72.54,PG
The Procter & Gamble Company,"Jan 01, 2018",8.2,7,25,9.5,79.16,PG
The Procter & Gamble Company,"Dec 01, 2017",8.2,7,25,9.5,84.24,PG
The Procter & Gamble Company,"Oct 31, 2017",8.2,7,25,9.5,82.51,PG
The Procter & Gamble Company,"Sep 30, 2017",8.2,7,25,9.5,78.58,PG
The Procter & Gamble Company,"Aug 31, 2017",8.2,7,25,9.5,82.8,PG
The Procter & Gamble Company,"Jul 31, 2017",8.2,7,25,9.5,83.97,PG
The Procter & Gamble Company,"Jun 30, 2017",8.2,7,25,9.5,82.01,PG
The Procter & Gamble Company,"May 31, 2017",8.2,7,25,9.5,78.69,PG
The Procter & Gamble Company,"Apr 30, 2017",8.2,7,25,9.5,79.54,PG
The Procter & Gamble Company,"Mar 31, 2017",8.2,7,25,9.5,78.26,PG
The Procter & Gamble Company,"Mar 01, 2017",8.2,7,25,9.5,80.52,PG
The Procter & Gamble Company,"Feb 01, 2017",8.2,7,25,9.5,81.61,PG
The Procter & Gamble Company,"Jan 01, 2017",8.2,7,25,9.5,77.88,PG
The Procter & Gamble Company,"Dec 01, 2016",8.2,7,25,9.5,74.75,PG
The Procter & Gamble Company,"Oct 31, 2016",8.2,7,25,9.5,73.31,PG
The Procter & Gamble Company,"Sep 30, 2016",8.2,7,25,9.5,76.58,PG
The Procter & Gamble Company,"Aug 31, 2016",8.2,7,25,9.5,79.18,PG
The Procter & Gamble Company,"Jul 31, 2016",8.2,7,25,9.5,77.03,PG
The Procter & Gamble Company,"Jun 30, 2016",8.2,7,25,9.5,74.93,PG
The Procter & Gamble Company,"May 31, 2016",8.2,7,25,9.5,74.12,PG
The Procter & Gamble Company,"Apr 30, 2016",8.2,7,25,9.5,70.94,PG
The Procter & Gamble Company,"Mar 31, 2016",8.2,7,25,9.5,69.57,PG
The Procter & Gamble Company,"Mar 01, 2016",8.2,7,25,9.5,71.47,PG
The Procter & Gamble Company,"Feb 01, 2016",8.2,7,25,9.5,69.72,PG
The Procter & Gamble Company,"Jan 01, 2016",8.2,7,25,9.5,70.32,PG
The Procter & Gamble Company,"Dec 01, 2015",8.2,7,25,9.5,68.36,PG
The Home Depot Inc.,"Oct 31, 2020",3.1,3.6,13,6.7,284.24,HD
The Home Depot Inc.,"Sep 30, 2020",3.1,3.6,13,6.7,266.71,HD
The Home Depot Inc.,"Aug 31, 2020",3.1,3.6,13,6.7,276.25,HD
The Home Depot Inc.,"Jul 31, 2020",3.1,3.6,13,6.7,283.54,HD
The Home Depot Inc.,"Jun 30, 2020",3.1,3.6,13,6.7,264.1,HD
The Home Depot Inc.,"May 31, 2020",3.1,3.6,13,6.7,247.72,HD
The Home Depot Inc.,"Apr 30, 2020",3.1,3.6,13,6.7,245.71,HD
The Home Depot Inc.,"Mar 31, 2020",3.1,3.6,13,6.7,217.38,HD
The Home Depot Inc.,"Mar 01, 2020",3.1,3.6,13,6.7,183.4,HD
The Home Depot Inc.,"Feb 01, 2020",3.1,3.6,13,6.7,213.98,HD
The Home Depot Inc.,"Jan 01, 2020",3.1,3.6,13,6.7,224.06,HD
The Home Depot Inc.,"Dec 01, 2019",3.1,3.6,13,6.7,213.15,HD
The Home Depot Inc.,"Oct 31, 2019",3.1,3.6,13,6.7,215.23,HD
The Home Depot Inc.,"Sep 30, 2019",3.1,3.6,13,6.7,228.28,HD
The Home Depot Inc.,"Aug 31, 2019",3.1,3.6,13,6.7,225.09,HD
The Home Depot Inc.,"Jul 31, 2019",3.1,3.6,13,6.7,221.1,HD
The Home Depot Inc.,"Jun 30, 2019",3.1,3.6,13,6.7,207.3,HD
The Home Depot Inc.,"May 31, 2019",3.1,3.6,13,6.7,200.35,HD
The Home Depot Inc.,"Apr 30, 2019",3.1,3.6,13,6.7,182.89,HD
The Home Depot Inc.,"Mar 31, 2019",3.1,3.6,13,6.7,196.24,HD
The Home Depot Inc.,"Mar 01, 2019",3.1,3.6,13,6.7,183.49,HD
The Home Depot Inc.,"Feb 01, 2019",3.1,3.6,13,6.7,177.04,HD
The Home Depot Inc.,"Jan 01, 2019",3.1,3.6,13,6.7,175.5,HD
The Home Depot Inc.,"Dec 01, 2018",3.1,3.6,13,6.7,164.3,HD
The Home Depot Inc.,"Oct 31, 2018",3.1,3.6,13,6.7,171.4,HD
The Home Depot Inc.,"Sep 30, 2018",3.1,3.6,13,6.7,167.18,HD
The Home Depot Inc.,"Aug 31, 2018",3.1,3.6,13,6.7,196.91,HD
The Home Depot Inc.,"Jul 31, 2018",3.1,3.6,13,6.7,189.87,HD
The Home Depot Inc.,"Jun 30, 2018",3.1,3.6,13,6.7,186.79,HD
The Home Depot Inc.,"May 31, 2018",3.1,3.6,13,6.7,184.51,HD
The Home Depot Inc.,"Apr 30, 2018",3.1,3.6,13,6.7,175.44,HD
The Home Depot Inc.,"Mar 31, 2018",3.1,3.6,13,6.7,173.79,HD
The Home Depot Inc.,"Mar 01, 2018",3.1,3.6,13,6.7,166.67,HD
The Home Depot Inc.,"Feb 01, 2018",3.1,3.6,13,6.7,170.44,HD
The Home Depot Inc.,"Jan 01, 2018",3.1,3.6,13,6.7,187.86,HD
The Home Depot Inc.,"Dec 01, 2017",3.1,3.6,13,6.7,177.23,HD
The Home Depot Inc.,"Oct 31, 2017",3.1,3.6,13,6.7,167.3,HD
The Home Depot Inc.,"Sep 30, 2017",3.1,3.6,13,6.7,154.24,HD
The Home Depot Inc.,"Aug 31, 2017",3.1,3.6,13,6.7,152.17,HD
The Home Depot Inc.,"Jul 31, 2017",3.1,3.6,13,6.7,138.62,HD
The Home Depot Inc.,"Jun 30, 2017",3.1,3.6,13,6.7,138.37,HD
The Home Depot Inc.,"May 31, 2017",3.1,3.6,13,6.7,141.88,HD
The Home Depot Inc.,"Apr 30, 2017",3.1,3.6,13,6.7,141.17,HD
The Home Depot Inc.,"Mar 31, 2017",3.1,3.6,13,6.7,143.55,HD
The Home Depot Inc.,"Mar 01, 2017",3.1,3.6,13,6.7,134.21,HD
The Home Depot Inc.,"Feb 01, 2017",3.1,3.6,13,6.7,132.45,HD
The Home Depot Inc.,"Jan 01, 2017",3.1,3.6,13,6.7,125.75,HD
The Home Depot Inc.,"Dec 01, 2016",3.1,3.6,13,6.7,122.55,HD
The Home Depot Inc.,"Oct 31, 2016",3.1,3.6,13,6.7,117.65,HD
The Home Depot Inc.,"Sep 30, 2016",3.1,3.6,13,6.7,110.93,HD
The Home Depot Inc.,"Aug 31, 2016",3.1,3.6,13,6.7,117,HD
The Home Depot Inc.,"Jul 31, 2016",3.1,3.6,13,6.7,121.32,HD
The Home Depot Inc.,"Jun 30, 2016",3.1,3.6,13,6.7,125.05,HD
The Home Depot Inc.,"May 31, 2016",3.1,3.6,13,6.7,115.51,HD
The Home Depot Inc.,"Apr 30, 2016",3.1,3.6,13,6.7,118.9,HD
The Home Depot Inc.,"Mar 31, 2016",3.1,3.6,13,6.7,120.49,HD
The Home Depot Inc.,"Mar 01, 2016",3.1,3.6,13,6.7,119.42,HD
The Home Depot Inc.,"Feb 01, 2016",3.1,3.6,13,6.7,111.09,HD
The Home Depot Inc.,"Jan 01, 2016",3.1,3.6,13,6.7,112.55,HD
The Home Depot Inc.,"Dec 01, 2015",3.1,3.6,13,6.7,117.84,HD
The Travelers Companies Inc.,"Oct 31, 2020",1.5,11.1,22,9.3,127,TRV
The Travelers Companies Inc.,"Sep 30, 2020",1.5,11.1,22,9.3,120.71,TRV
The Travelers Companies Inc.,"Aug 31, 2020",1.5,11.1,22,9.3,107.38,TRV
The Travelers Companies Inc.,"Jul 31, 2020",1.5,11.1,22,9.3,115.17,TRV
The Travelers Companies Inc.,"Jun 30, 2020",1.5,11.1,22,9.3,113.56,TRV
The Travelers Companies Inc.,"May 31, 2020",1.5,11.1,22,9.3,112.45,TRV
The Travelers Companies Inc.,"Apr 30, 2020",1.5,11.1,22,9.3,105.48,TRV
The Travelers Companies Inc.,"Mar 31, 2020",1.5,11.1,22,9.3,99.79,TRV
The Travelers Companies Inc.,"Mar 01, 2020",1.5,11.1,22,9.3,97.31,TRV
The Travelers Companies Inc.,"Feb 01, 2020",1.5,11.1,22,9.3,117.35,TRV
The Travelers Companies Inc.,"Jan 01, 2020",1.5,11.1,22,9.3,128.92,TRV
The Travelers Companies Inc.,"Dec 01, 2019",1.5,11.1,22,9.3,133.33,TRV
The Travelers Companies Inc.,"Oct 31, 2019",1.5,11.1,22,9.3,133.1,TRV
The Travelers Companies Inc.,"Sep 30, 2019",1.5,11.1,22,9.3,127.59,TRV
The Travelers Companies Inc.,"Aug 31, 2019",1.5,11.1,22,9.3,143.98,TRV
The Travelers Companies Inc.,"Jul 31, 2019",1.5,11.1,22,9.3,142.3,TRV
The Travelers Companies Inc.,"Jun 30, 2019",1.5,11.1,22,9.3,141.97,TRV
The Travelers Companies Inc.,"May 31, 2019",1.5,11.1,22,9.3,143.99,TRV
The Travelers Companies Inc.,"Apr 30, 2019",1.5,11.1,22,9.3,140.18,TRV
The Travelers Companies Inc.,"Mar 31, 2019",1.5,11.1,22,9.3,138.43,TRV
The Travelers Companies Inc.,"Mar 01, 2019",1.5,11.1,22,9.3,131.31,TRV
The Travelers Companies Inc.,"Feb 01, 2019",1.5,11.1,22,9.3,127.24,TRV
The Travelers Companies Inc.,"Jan 01, 2019",1.5,11.1,22,9.3,120.19,TRV
The Travelers Companies Inc.,"Dec 01, 2018",1.5,11.1,22,9.3,113.94,TRV
The Travelers Companies Inc.,"Oct 31, 2018",1.5,11.1,22,9.3,124.04,TRV
The Travelers Companies Inc.,"Sep 30, 2018",1.5,11.1,22,9.3,119.06,TRV
The Travelers Companies Inc.,"Aug 31, 2018",1.5,11.1,22,9.3,122.7,TRV
The Travelers Companies Inc.,"Jul 31, 2018",1.5,11.1,22,9.3,124.49,TRV
The Travelers Companies Inc.,"Jun 30, 2018",1.5,11.1,22,9.3,123.11,TRV
The Travelers Companies Inc.,"May 31, 2018",1.5,11.1,22,9.3,115.04,TRV
The Travelers Companies Inc.,"Apr 30, 2018",1.5,11.1,22,9.3,120.85,TRV
The Travelers Companies Inc.,"Mar 31, 2018",1.5,11.1,22,9.3,123.74,TRV
The Travelers Companies Inc.,"Mar 01, 2018",1.5,11.1,22,9.3,129.89,TRV
The Travelers Companies Inc.,"Feb 01, 2018",1.5,11.1,22,9.3,130.02,TRV
The Travelers Companies Inc.,"Jan 01, 2018",1.5,11.1,22,9.3,140.24,TRV
The Travelers Companies Inc.,"Dec 01, 2017",1.5,11.1,22,9.3,126.2,TRV
The Travelers Companies Inc.,"Oct 31, 2017",1.5,11.1,22,9.3,126.13,TRV
The Travelers Companies Inc.,"Sep 30, 2017",1.5,11.1,22,9.3,123.23,TRV
The Travelers Companies Inc.,"Aug 31, 2017",1.5,11.1,22,9.3,113.3,TRV
The Travelers Companies Inc.,"Jul 31, 2017",1.5,11.1,22,9.3,112.06,TRV
The Travelers Companies Inc.,"Jun 30, 2017",1.5,11.1,22,9.3,118.45,TRV
The Travelers Companies Inc.,"May 31, 2017",1.5,11.1,22,9.3,116.32,TRV
The Travelers Companies Inc.,"Apr 30, 2017",1.5,11.1,22,9.3,114.78,TRV
The Travelers Companies Inc.,"Mar 31, 2017",1.5,11.1,22,9.3,111.85,TRV
The Travelers Companies Inc.,"Mar 01, 2017",1.5,11.1,22,9.3,110.21,TRV
The Travelers Companies Inc.,"Feb 01, 2017",1.5,11.1,22,9.3,111.76,TRV
The Travelers Companies Inc.,"Jan 01, 2017",1.5,11.1,22,9.3,107.69,TRV
The Travelers Companies Inc.,"Dec 01, 2016",1.5,11.1,22,9.3,111.29,TRV
The Travelers Companies Inc.,"Oct 31, 2016",1.5,11.1,22,9.3,103.04,TRV
The Travelers Companies Inc.,"Sep 30, 2016",1.5,11.1,22,9.3,98.34,TRV
The Travelers Companies Inc.,"Aug 31, 2016",1.5,11.1,22,9.3,103.55,TRV
The Travelers Companies Inc.,"Jul 31, 2016",1.5,11.1,22,9.3,107.31,TRV
The Travelers Companies Inc.,"Jun 30, 2016",1.5,11.1,22,9.3,105.06,TRV
The Travelers Companies Inc.,"May 31, 2016",1.5,11.1,22,9.3,106.98,TRV
The Travelers Companies Inc.,"Apr 30, 2016",1.5,11.1,22,9.3,102.57,TRV
The Travelers Companies Inc.,"Mar 31, 2016",1.5,11.1,22,9.3,98.76,TRV
The Travelers Companies Inc.,"Mar 01, 2016",1.5,11.1,22,9.3,104.3,TRV
The Travelers Companies Inc.,"Feb 01, 2016",1.5,11.1,22,9.3,96.09,TRV
The Travelers Companies Inc.,"Jan 01, 2016",1.5,11.1,22,9.3,95.66,TRV
The Travelers Companies Inc.,"Dec 01, 2015",1.5,11.1,22,9.3,100.32,TRV
Caterpillar Inc.,"Oct 31, 2020",10.7,8.9,39,19.7,161.29,CAT
Caterpillar Inc.,"Sep 30, 2020",10.7,8.9,39,19.7,156.1,CAT
Caterpillar Inc.,"Aug 31, 2020",10.7,8.9,39,19.7,148.24,CAT
Caterpillar Inc.,"Jul 31, 2020",10.7,8.9,39,19.7,141.45,CAT
Caterpillar Inc.,"Jun 30, 2020",10.7,8.9,39,19.7,131.09,CAT
Caterpillar Inc.,"May 31, 2020",10.7,8.9,39,19.7,124.8,CAT
Caterpillar Inc.,"Apr 30, 2020",10.7,8.9,39,19.7,118.51,CAT
Caterpillar Inc.,"Mar 31, 2020",10.7,8.9,39,19.7,113.77,CAT
Caterpillar Inc.,"Mar 01, 2020",10.7,8.9,39,19.7,113.44,CAT
Caterpillar Inc.,"Feb 01, 2020",10.7,8.9,39,19.7,121.45,CAT
Caterpillar Inc.,"Jan 01, 2020",10.7,8.9,39,19.7,127.51,CAT
Caterpillar Inc.,"Dec 01, 2019",10.7,8.9,39,19.7,143.36,CAT
Caterpillar Inc.,"Oct 31, 2019",10.7,8.9,39,19.7,140.5,CAT
Caterpillar Inc.,"Sep 30, 2019",10.7,8.9,39,19.7,132.73,CAT
Caterpillar Inc.,"Aug 31, 2019",10.7,8.9,39,19.7,121.66,CAT
Caterpillar Inc.,"Jul 31, 2019",10.7,8.9,39,19.7,114.62,CAT
Caterpillar Inc.,"Jun 30, 2019",10.7,8.9,39,19.7,125.85,CAT
Caterpillar Inc.,"May 31, 2019",10.7,8.9,39,19.7,130.27,CAT
Caterpillar Inc.,"Apr 30, 2019",10.7,8.9,39,19.7,114.52,CAT
Caterpillar Inc.,"Mar 31, 2019",10.7,8.9,39,19.7,132.46,CAT
Caterpillar Inc.,"Mar 01, 2019",10.7,8.9,39,19.7,128.73,CAT
Caterpillar Inc.,"Feb 01, 2019",10.7,8.9,39,19.7,130.48,CAT
Caterpillar Inc.,"Jan 01, 2019",10.7,8.9,39,19.7,125.7,CAT
Caterpillar Inc.,"Dec 01, 2018",10.7,8.9,39,19.7,119.95,CAT
Caterpillar Inc.,"Oct 31, 2018",10.7,8.9,39,19.7,128.07,CAT
Caterpillar Inc.,"Sep 30, 2018",10.7,8.9,39,19.7,113.8,CAT
Caterpillar Inc.,"Aug 31, 2018",10.7,8.9,39,19.7,143.04,CAT
Caterpillar Inc.,"Jul 31, 2018",10.7,8.9,39,19.7,130.24,CAT
Caterpillar Inc.,"Jun 30, 2018",10.7,8.9,39,19.7,134.07,CAT
Caterpillar Inc.,"May 31, 2018",10.7,8.9,39,19.7,126.49,CAT
Caterpillar Inc.,"Apr 30, 2018",10.7,8.9,39,19.7,141.63,CAT
Caterpillar Inc.,"Mar 31, 2018",10.7,8.9,39,19.7,133.91,CAT
Caterpillar Inc.,"Mar 01, 2018",10.7,8.9,39,19.7,136.71,CAT
Caterpillar Inc.,"Feb 01, 2018",10.7,8.9,39,19.7,143.44,CAT
Caterpillar Inc.,"Jan 01, 2018",10.7,8.9,39,19.7,150.3,CAT
