adj_stock,company,date,month_year,stock,symbol,rating,log_perf_adj
140.99,Honeywell International Inc.,2020-07-05,2020-07,142.45,HON,AA,-0.017855106706019086
153.41,Honeywell International Inc.,2020-07-12,2020-07,155.00,HON,AA,0.08442510997941266
147.9,Honeywell International Inc.,2020-07-19,2020-07,149.43,HON,AA,-0.03657770613992817
147.84,Honeywell International Inc.,2020-07-26,2020-07,149.37,HON,AA,-0.0004057618233801463
153.52,Honeywell International Inc.,2020-08-02,2020-08,155.11,HON,AA,0.03770024380607051
158.64,Honeywell International Inc.,2020-08-09,2020-08,160.28,HON,AA,0.03280663251209592
156.77,Honeywell International Inc.,2020-08-16,2020-08,157.50,HON,AA,-0.011857721131100618
167.59,Honeywell International Inc.,2020-08-23,2020-08,168.38,HON,AA,0.06674075731634233
165.91,Honeywell International Inc.,2020-08-30,2020-08,166.69,HON,AA,-0.010075047741517906
165.67,Honeywell International Inc.,2020-09-06,2020-09,166.45,HON,AA,-0.0014476147048183563
167.91,Honeywell International Inc.,2020-09-13,2020-09,168.70,HON,AA,0.013430263620931804
160.74,Honeywell International Inc.,2020-09-20,2020-09,161.49,HON,AA,-0.043639968786805206
164.84,Honeywell International Inc.,2020-09-27,2020-09,165.61,HON,AA,0.025187153686044184
173.57,Honeywell International Inc.,2020-10-04,2020-10,174.38,HON,AA,0.05160566976217407
174.04,Honeywell International Inc.,2020-10-11,2020-10,174.86,HON,AA,0.0027041816196886614
174.72,Honeywell International Inc.,2020-10-18,2020-10,175.54,HON,AA,0.003899534704061125
164.18,Honeywell International Inc.,2020-10-25,2020-10,164.95,HON,AA,-0.062221305636420254
183.41,Honeywell International Inc.,2020-11-02,2020-11,184.27,HON,AA,0.11076069704282077
200.6,Honeywell International Inc.,2020-11-09,2020-11,201.54,HON,AA,0.08958879156489452
202.0,Honeywell International Inc.,2020-11-16,2020-11,202.00,HON,AA,0.00695482187336971
209.41,Honeywell International Inc.,2020-11-23,2020-11,209.41,HON,AA,0.03602635538685561
208.22,Honeywell International Inc.,2020-11-30,2020-11,208.22,HON,AA,-0.005698839741453909
111.89,International Business Machines Corporation,2015-11-30,2015-11,140.43,IBM,,
107.22,International Business Machines Corporation,2015-12-07,2015-12,134.57,IBM,,-0.04263344742023811
107.48,International Business Machines Corporation,2015-12-14,2015-12,134.90,IBM,,0.0024219853478992803
110.15,International Business Machines Corporation,2015-12-21,2015-12,138.25,IBM,,0.02453828950106196
109.65,International Business Machines Corporation,2015-12-28,2015-12,137.62,IBM,,-0.0045495983844556775
104.88,International Business Machines Corporation,2016-01-04,2016-01,131.63,IBM,,-0.04447663540845248
103.6,International Business Machines Corporation,2016-01-11,2016-01,130.03,IBM,,-0.01227950963006208
97.6,International Business Machines Corporation,2016-01-18,2016-01,122.50,IBM,,-0.05965983640633521
99.43,International Business Machines Corporation,2016-01-25,2016-01,124.79,IBM,,0.01857638557293484
102.44,International Business Machines Corporation,2016-02-01,2016-02,128.57,IBM,,0.029823382339342785
96.44,International Business Machines Corporation,2016-02-08,2016-02,121.04,IBM,,-0.060356208018354174
107.12,International Business Machines Corporation,2016-02-15,2016-02,133.08,IBM,,0.10502864806994694
106.27,International Business Machines Corporation,2016-02-22,2016-02,132.03,IBM,,-0.00796667599831391
110.91,International Business Machines Corporation,2016-02-29,2016-02,137.80,IBM,,0.04273603623204636
114.59,International Business Machines Corporation,2016-03-07,2016-03,142.36,IBM,,0.03264147882170665
118.39,International Business Machines Corporation,2016-03-13,2016-03,147.09,IBM,,0.0326237189851879
119.08,International Business Machines Corporation,2016-03-20,2016-03,147.95,IBM,,0.005811276724030812
122.76,International Business Machines Corporation,2016-03-27,2016-03,152.52,IBM,,0.030435693603959812
120.21,International Business Machines Corporation,2016-04-03,2016-04,149.35,IBM,,-0.0209910164353726
122.12,International Business Machines Corporation,2016-04-10,2016-04,151.72,IBM,,0.015763954550514825
119.53,International Business Machines Corporation,2016-04-17,2016-04,148.50,IBM,,-0.021436781976787778
117.47,International Business Machines Corporation,2016-04-24,2016-04,145.94,IBM,,-0.017384404054094915
118.55,International Business Machines Corporation,2016-05-01,2016-05,147.29,IBM,A,0.009151830675619976
120.05,International Business Machines Corporation,2016-05-08,2016-05,147.72,IBM,A,0.012573510155847956
120.81,International Business Machines Corporation,2016-05-15,2016-05,147.25,IBM,A,0.006310740864210018
125.4,International Business Machines Corporation,2016-05-22,2016-05,152.84,IBM,A,0.037289564667347896
125.44,International Business Machines Corporation,2016-05-29,2016-05,152.89,IBM,A,0.0003189284032769635
125.01,International Business Machines Corporation,2016-06-05,2016-06,152.37,IBM,A,-0.0034338224996259825
124.7,International Business Machines Corporation,2016-06-12,2016-06,151.99,IBM,A,-0.0024828814164807866
120.27,International Business Machines Corporation,2016-06-19,2016-06,146.59,IBM,A,-0.036171637363465514
125.0,International Business Machines Corporation,2016-06-26,2016-06,152.35,IBM,A,0.0385745219797764
126.73,International Business Machines Corporation,2016-07-03,2016-07,154.46,IBM,A,0.01374510179167121
131.09,International Business Machines Corporation,2016-07-10,2016-07,159.78,IBM,A,0.03382527111574518
132.97,International Business Machines Corporation,2016-07-17,2016-07,162.07,IBM,A,0.014239428658896713
131.78,International Business Machines Corporation,2016-07-24,2016-07,160.62,IBM,A,-0.008989673382941099
134.15,International Business Machines Corporation,2016-07-31,2016-07,163.50,IBM,A,0.01782471138595998
132.87,International Business Machines Corporation,2016-08-07,2016-08,161.95,IBM,A,-0.009587370268416606
132.44,International Business Machines Corporation,2016-08-14,2016-08,160.04,IBM,A,-0.003241493924170946
131.02,International Business Machines Corporation,2016-08-21,2016-08,158.32,IBM,A,-0.010779729375316016
132.04,International Business Machines Corporation,2016-08-28,2016-08,159.55,IBM,A,0.0077549236812624045
128.84,International Business Machines Corporation,2016-09-04,2016-09,155.69,IBM,A,-0.024533582521994113
127.31,International Business Machines Corporation,2016-09-11,2016-09,153.84,IBM,A,-0.011946267389443932
128.25,International Business Machines Corporation,2016-09-18,2016-09,154.98,IBM,A,0.007356426977324304
131.46,International Business Machines Corporation,2016-09-25,2016-09,158.85,IBM,A,0.0247211387845514
128.82,International Business Machines Corporation,2016-10-02,2016-10,155.67,IBM,A,-0.020286541716685313
127.82,International Business Machines Corporation,2016-10-09,2016-10,154.45,IBM,A,-0.007793056896608697
123.83,International Business Machines Corporation,2016-10-16,2016-10,149.63,IBM,A,-0.03171336699512839
126.29,International Business Machines Corporation,2016-10-23,2016-10,152.61,IBM,A,0.01967119243107085
126.14,International Business Machines Corporation,2016-10-30,2016-10,152.43,IBM,A,-0.0011884484225737069
133.46,International Business Machines Corporation,2016-11-07,2016-11,161.27,IBM,A,0.05640940623995583
133.93,International Business Machines Corporation,2016-11-14,2016-11,160.39,IBM,A,0.00351546792357027
136.23,International Business Machines Corporation,2016-11-21,2016-11,163.14,IBM,A,0.01702735837893865
133.63,International Business Machines Corporation,2016-11-28,2016-11,160.02,IBM,A,-0.019269846984999894
139.05,International Business Machines Corporation,2016-12-05,2016-12,166.52,IBM,A,0.039758793887004096
139.23,International Business Machines Corporation,2016-12-12,2016-12,166.73,IBM,A,0.001293661241220434
139.21,International Business Machines Corporation,2016-12-19,2016-12,166.71,IBM,A,-0.00014365752071832105
138.61,International Business Machines Corporation,2016-12-26,2016-12,165.99,IBM,A,-0.0043193501752138985
141.57,International Business Machines Corporation,2017-01-02,2017-01,169.53,IBM,A,0.02113006018114394
139.74,International Business Machines Corporation,2017-01-09,2017-01,167.34,IBM,A,-0.013010741282101002
142.42,International Business Machines Corporation,2017-01-16,2017-01,170.55,IBM,A,0.018996885429674037
148.06,International Business Machines Corporation,2017-01-23,2017-01,177.30,IBM,A,0.03883715846097324
146.82,International Business Machines Corporation,2017-01-30,2017-01,175.82,IBM,A,-0.008410250332317126
149.21,International Business Machines Corporation,2017-02-06,2017-02,178.68,IBM,A,0.016147362969695322
152.06,International Business Machines Corporation,2017-02-13,2017-02,180.67,IBM,A,0.018920470147960167
152.64,International Business Machines Corporation,2017-02-20,2017-02,181.35,IBM,A,0.003807027899686233
151.54,International Business Machines Corporation,2017-02-27,2017-02,180.05,IBM,A,-0.0072325911967494605
149.67,International Business Machines Corporation,2017-03-06,2017-03,177.83,IBM,A,-0.012416745962172016
147.84,International Business Machines Corporation,2017-03-12,2017-03,175.65,IBM,A,-0.012302262647681417
146.31,International Business Machines Corporation,2017-03-19,2017-03,173.83,IBM,A,-0.010402949503302672
146.57,International Business Machines Corporation,2017-03-26,2017-03,174.14,IBM,A,0.0017754716491378275
144.88,International Business Machines Corporation,2017-04-02,2017-04,172.14,IBM,A,-0.011597316464051488
142.69,International Business Machines Corporation,2017-04-09,2017-04,169.53,IBM,A,-0.015231368632673714
134.99,International Business Machines Corporation,2017-04-16,2017-04,160.38,IBM,A,-0.05547374332174826
134.91,International Business Machines Corporation,2017-04-23,2017-04,160.29,IBM,A,-0.0005928121700096156
130.5,International Business Machines Corporation,2017-04-30,2017-04,155.05,IBM,A,-0.03323466268797759
126.56,International Business Machines Corporation,2017-05-07,2017-05,150.37,IBM,AA,-0.030656722743404252
129.17,International Business Machines Corporation,2017-05-14,2017-05,151.98,IBM,AA,0.020412862224580053
129.6,International Business Machines Corporation,2017-05-21,2017-05,152.49,IBM,AA,0.003323417674249818
129.22,International Business Machines Corporation,2017-05-28,2017-05,152.05,IBM,AA,-0.0029364057881542394
130.97,International Business Machines Corporation,2017-06-04,2017-06,154.10,IBM,AA,0.013451911211292078
132.05,International Business Machines Corporation,2017-06-11,2017-06,155.38,IBM,AA,0.008212349401829577
130.98,International Business Machines Corporation,2017-06-18,2017-06,154.11,IBM,AA,-0.008135998953234136
130.74,International Business Machines Corporation,2017-06-25,2017-06,153.83,IBM,AA,-0.0018340216053234215
129.98,International Business Machines Corporation,2017-07-02,2017-07,152.94,IBM,AA,-0.00583002571838076
131.09,International Business Machines Corporation,2017-07-09,2017-07,154.24,IBM,AA,0.008503517743514877
125.0,International Business Machines Corporation,2017-07-16,2017-07,147.08,IBM,AA,-0.04757037290741639
122.63,International Business Machines Corporation,2017-07-23,2017-07,144.29,IBM,AA,-0.01914204552836729
123.37,International Business Machines Corporation,2017-07-30,2017-07,145.16,IBM,AA,0.0060162783094392935
120.55,International Business Machines Corporation,2017-08-06,2017-08,141.84,IBM,AA,-0.023123365456193312
119.98,International Business Machines Corporation,2017-08-13,2017-08,139.70,IBM,AA,-0.004739542402233177
123.45,International Business Machines Corporation,2017-08-20,2017-08,143.74,IBM,AA,0.028511153566241454
123.74,International Business Machines Corporation,2017-08-27,2017-08,144.08,IBM,AA,0.002346374311653854
122.34,International Business Machines Corporation,2017-09-03,2017-09,142.45,IBM,AA,-0.011378536288423113
124.38,International Business Machines Corporation,2017-09-10,2017-09,144.82,IBM,AA,0.016537341861323718
124.65,International Business Machines Corporation,2017-09-17,2017-09,145.13,IBM,AA,0.0021684142938243056
124.6,International Business Machines Corporation,2017-09-24,2017-09,145.08,IBM,AA,-0.0004012036162146515
125.81,International Business Machines Corporation,2017-10-01,2017-10,146.48,IBM,AA,0.009664226009687304
126.34,International Business Machines Corporation,2017-10-08,2017-10,147.10,IBM,AA,0.00420385310751481
139.2,International Business Machines Corporation,2017-10-15,2017-10,162.07,IBM,AA,0.09693506242976468
131.99,International Business Machines Corporation,2017-10-22,2017-10,153.68,IBM,AA,-0.05318558575945609
130.19,International Business Machines Corporation,2017-10-29,2017-10,151.58,IBM,AA,-0.013731240231557251
128.11,International Business Machines Corporation,2017-11-06,2017-11,149.16,IBM,AA,-0.016105652040963925
129.22,International Business Machines Corporation,2017-11-13,2017-11,148.97,IBM,AA,0.008627108261677563
131.71,International Business Machines Corporation,2017-11-20,2017-11,151.84,IBM,AA,0.019086157880935595
134.25,International Business Machines Corporation,2017-11-27,2017-11,154.76,IBM,AA,0.019101197378018853
134.29,International Business Machines Corporation,2017-12-04,2017-12,154.81,IBM,AA,0.0002979072041098263
132.29,International Business Machines Corporation,2017-12-11,2017-12,152.50,IBM,AA,-0.015005158118794881
132.29,International Business Machines Corporation,2017-12-18,2017-12,152.50,IBM,AA,0.0
133.08,International Business Machines Corporation,2017-12-25,2017-12,153.42,IBM,AA,0.005953968675987298
140.95,International Business Machines Corporation,2018-01-01,2018-01,162.49,IBM,AA,0.057454766409844815
141.52,International Business Machines Corporation,2018-01-08,2018-01,163.14,IBM,AA,0.004035832291409136
140.85,International Business Machines Corporation,2018-01-15,2018-01,162.37,IBM,AA,-0.004745555529148682
145.16,International Business Machines Corporation,2018-01-22,2018-01,167.34,IBM,AA,0.030141088022487494
137.95,International Business Machines Corporation,2018-01-29,2018-01,159.03,IBM,AA,-0.05094528168157453
129.69,International Business Machines Corporation,2018-02-05,2018-02,149.51,IBM,AA,-0.06174431331564456
136.81,International Business Machines Corporation,2018-02-12,2018-02,156.18,IBM,AA,0.05344611458437232
136.23,International Business Machines Corporation,2018-02-19,2018-02,155.52,IBM,AA,-0.004248468154052887
135.33,International Business Machines Corporation,2018-02-26,2018-02,154.49,IBM,AA,-0.006628393689554812
139.55,International Business Machines Corporation,2018-03-05,2018-03,159.31,IBM,AA,0.03070671989391638
140.39,International Business Machines Corporation,2018-03-11,2018-03,160.26,IBM,AA,0.006001304001528318
130.43,International Business Machines Corporation,2018-03-18,2018-03,148.89,IBM,AA,-0.07358757960166784
134.4,International Business Machines Corporation,2018-03-25,2018-03,153.43,IBM,AA,0.029983743706857524
131.9,International Business Machines Corporation,2018-04-01,2018-04,150.57,IBM,AA,-0.01877636836578045
137.28,International Business Machines Corporation,2018-04-08,2018-04,156.71,IBM,AA,0.03997857601638355
126.93,International Business Machines Corporation,2018-04-15,2018-04,144.90,IBM,AA,-0.07838688233956592
128.31,International Business Machines Corporation,2018-04-22,2018-04,146.48,IBM,AA,0.01081345750684104
126.06,International Business Machines Corporation,2018-04-29,2018-04,143.91,IBM,AA,-0.017691226821963113
126.26,International Business Machines Corporation,2018-05-06,2018-05,144.14,IBM,AA,0.0015852888545158095
127.61,International Business Machines Corporation,2018-05-13,2018-05,144.08,IBM,AA,0.010635464806404649
127.22,International Business Machines Corporation,2018-05-20,2018-05,143.64,IBM,AA,-0.0030608664952263
125.73,International Business Machines Corporation,2018-05-27,2018-05,141.95,IBM,AA,-0.011781120645568244
129.44,International Business Machines Corporation,2018-06-03,2018-06,146.14,IBM,AA,0.029080702705091888
128.77,International Business Machines Corporation,2018-06-10,2018-06,145.39,IBM,AA,-0.005189586024489046
125.13,International Business Machines Corporation,2018-06-17,2018-06,141.28,IBM,AA,-0.028674670408729064
123.73,International Business Machines Corporation,2018-06-24,2018-06,139.70,IBM,AA,-0.011251424651079311
126.2,International Business Machines Corporation,2018-07-01,2018-07,142.48,IBM,AA,0.019766177881228586
129.23,International Business Machines Corporation,2018-07-08,2018-07,145.90,IBM,AA,0.02372581242998706
129.62,International Business Machines Corporation,2018-07-15,2018-07,146.35,IBM,AA,0.0030133304624699875
128.56,International Business Machines Corporation,2018-07-22,2018-07,145.15,IBM,AA,-0.008211371570313375
130.82,International Business Machines Corporation,2018-07-29,2018-07,147.70,IBM,AA,0.01742661110380972
127.97,International Business Machines Corporation,2018-08-05,2018-08,144.48,IBM,AA,-0.022026471083561816
130.76,International Business Machines Corporation,2018-08-12,2018-08,146.06,IBM,AA,0.02156772040650523
130.75,International Business Machines Corporation,2018-08-19,2018-08,146.04,IBM,AA,-7.647891097750659e-05
131.14,International Business Machines Corporation,2018-08-26,2018-08,146.48,IBM,AA,0.0029783518904409334
130.22,International Business Machines Corporation,2018-09-02,2018-09,145.45,IBM,AA,-0.007040127026757048
132.8,International Business Machines Corporation,2018-09-09,2018-09,148.33,IBM,AA,0.019618909233617643
135.5,International Business Machines Corporation,2018-09-16,2018-09,151.35,IBM,AA,0.020127403277421685
135.38,International Business Machines Corporation,2018-09-23,2018-09,151.21,IBM,AA,-0.0008860012392943872
133.42,International Business Machines Corporation,2018-09-30,2018-09,149.03,IBM,AA,-0.01458359179909241
126.1,International Business Machines Corporation,2018-10-07,2018-10,140.85,IBM,AA,-0.05642680431049474
115.58,International Business Machines Corporation,2018-10-14,2018-10,129.10,IBM,AA,-0.08711231208124204
111.72,International Business Machines Corporation,2018-10-21,2018-10,124.79,IBM,AA,-0.033967189812655896
103.56,International Business Machines Corporation,2018-10-28,2018-10,115.67,IBM,AA,-0.07584458619363943
110.6,International Business Machines Corporation,2018-11-05,2018-11,123.54,IBM,AA,0.06576893420489771
110.23,International Business Machines Corporation,2018-11-12,2018-11,121.57,IBM,AA,-0.0033509971130101235
106.25,International Business Machines Corporation,2018-11-19,2018-11,117.19,IBM,AA,-0.036774284170697946
112.67,International Business Machines Corporation,2018-11-26,2018-11,124.27,IBM,AA,0.058668384371547866
108.2,International Business Machines Corporation,2018-12-03,2018-12,119.34,IBM,AA,-0.04048182576369275
108.71,International Business Machines Corporation,2018-12-10,2018-12,119.90,IBM,AA,0.004702419803527036
100.59,International Business Machines Corporation,2018-12-17,2018-12,110.94,IBM,AA,-0.07763093706966195
102.48,International Business Machines Corporation,2018-12-24,2018-12,113.03,IBM,AA,0.018614808442232622
106.37,International Business Machines Corporation,2018-12-31,2018-12,117.32,IBM,AA,0.037255924675094754
110.13,International Business Machines Corporation,2019-01-07,2019-01,121.46,IBM,AA,0.034737903913278245
112.27,International Business Machines Corporation,2019-01-14,2019-01,123.82,IBM,AA,0.019245198293836197
121.47,International Business Machines Corporation,2019-01-21,2019-01,133.97,IBM,AA,0.07876063424149127
121.59,International Business Machines Corporation,2019-01-28,2019-01,134.10,IBM,AA,0.0009874105961475976
121.23,International Business Machines Corporation,2019-02-04,2019-02,133.71,IBM,AA,-0.0029651615498353934
126.61,International Business Machines Corporation,2019-02-11,2019-02,138.03,IBM,AA,0.04342192777366982
127.73,International Business Machines Corporation,2019-02-18,2019-02,139.25,IBM,AA,0.008807165522523697
127.68,International Business Machines Corporation,2019-02-25,2019-02,139.20,IBM,AA,-0.0003915273531864827
123.91,International Business Machines Corporation,2019-03-04,2019-03,135.09,IBM,AA,-0.029971638073097218
127.89,International Business Machines Corporation,2019-03-10,2019-03,139.43,IBM,AA,0.031615023816827126
127.91,International Business Machines Corporation,2019-03-17,2019-03,139.45,IBM,AA,0.00015637216607267135
129.42,International Business Machines Corporation,2019-03-24,2019-03,141.10,IBM,AA,0.011736038017818196
131.42,International Business Machines Corporation,2019-03-31,2019-03,143.28,IBM,AA,0.015335371840602186
132.4,International Business Machines Corporation,2019-04-07,2019-04,144.35,IBM,AA,0.007429342033185904
128.72,International Business Machines Corporation,2019-04-14,2019-04,140.33,IBM,AA,-0.02818814081877985
127.9,International Business Machines Corporation,2019-04-21,2019-04,139.44,IBM,AA,-0.006390794099330854
128.64,International Business Machines Corporation,2019-04-28,2019-04,140.25,IBM,AA,0.005769096845859245
124.12,International Business Machines Corporation,2019-05-05,2019-05,135.32,IBM,AA,-0.03576896585047695
124.67,International Business Machines Corporation,2019-05-12,2019-05,134.32,IBM,AA,0.004421406776704551
122.77,International Business Machines Corporation,2019-05-19,2019-05,132.28,IBM,AA,-0.015357560164135364
117.86,International Business Machines Corporation,2019-05-26,2019-05,126.99,IBM,AA,-0.04081520678298123
123.73,International Business Machines Corporation,2019-06-02,2019-06,133.31,IBM,AA,0.04860429281611722
125.44,International Business Machines Corporation,2019-06-09,2019-06,135.15,IBM,AA,0.013725784376212857
129.2,International Business Machines Corporation,2019-06-16,2019-06,139.20,IBM,AA,0.029534034746403925
127.99,International Business Machines Corporation,2019-06-23,2019-06,137.90,IBM,AA,-0.009409455480801299
131.22,International Business Machines Corporation,2019-06-30,2019-06,141.38,IBM,AA,0.02492316804903183
132.48,International Business Machines Corporation,2019-07-07,2019-07,142.74,IBM,AA,0.009556386720217525
138.92,International Business Machines Corporation,2019-07-14,2019-07,149.68,IBM,AA,0.04746653723892358
140.48,International Business Machines Corporation,2019-07-21,2019-07,151.36,IBM,AA,0.011166902010933732
136.67,International Business Machines Corporation,2019-07-28,2019-07,147.25,IBM,AA,-0.0274958689100977
126.35,International Business Machines Corporation,2019-08-04,2019-08,136.13,IBM,AA,-0.07851342714250542
125.61,International Business Machines Corporation,2019-08-11,2019-08,133.76,IBM,AA,-0.005873965135042347
121.68,International Business Machines Corporation,2019-08-18,2019-08,129.57,IBM,AA,-0.031787220748123346
127.27,International Business Machines Corporation,2019-08-25,2019-08,135.53,IBM,AA,0.044916166052917816
132.01,International Business Machines Corporation,2019-09-01,2019-09,140.57,IBM,AA,0.03656686328871217
134.92,International Business Machines Corporation,2019-09-08,2019-09,143.67,IBM,AA,0.021804332900781098
133.24,International Business Machines Corporation,2019-09-15,2019-09,141.88,IBM,AA,-0.012529996867970183
134.51,International Business Machines Corporation,2019-09-22,2019-09,143.24,IBM,AA,0.009486532395011515
134.28,International Business Machines Corporation,2019-09-29,2019-09,142.99,IBM,AA,-0.0017113736086562525
134.06,International Business Machines Corporation,2019-10-06,2019-10,142.76,IBM,AA,-0.0016397111820225518
125.92,International Business Machines Corporation,2019-10-13,2019-10,134.09,IBM,AA,-0.06264067626071856
127.19,International Business Machines Corporation,2019-10-20,2019-10,135.44,IBM,AA,0.010035246794299901
127.27,International Business Machines Corporation,2019-10-27,2019-10,135.53,IBM,AA,0.0006287825405628666
129.23,International Business Machines Corporation,2019-11-04,2019-11,137.61,IBM,AA,0.015282948533144491
127.7,International Business Machines Corporation,2019-11-11,2019-11,134.40,IBM,AA,-0.011909999498606716
127.65,International Business Machines Corporation,2019-11-18,2019-11,134.34,IBM,AA,-0.0003916193510002941
127.75,International Business Machines Corporation,2019-11-25,2019-11,134.45,IBM,AA,0.0007830853963204376
126.58,International Business Machines Corporation,2019-12-02,2019-12,133.22,IBM,AA,-0.009200709736654211
127.52,International Business Machines Corporation,2019-12-09,2019-12,134.21,IBM,AA,0.007398695694745605
128.83,International Business Machines Corporation,2019-12-16,2019-12,135.59,IBM,AA,0.010220490761528644
128.53,International Business Machines Corporation,2019-12-23,2019-12,135.27,IBM,AA,-0.0023313656813934713
127.65,International Business Machines Corporation,2019-12-30,2019-12,134.34,IBM,AA,-0.006870196434547005
129.88,International Business Machines Corporation,2020-01-06,2020-01,136.69,IBM,AA,0.017318803547151873
131.42,International Business Machines Corporation,2020-01-13,2020-01,138.31,IBM,AA,0.011787354235076819
133.56,International Business Machines Corporation,2020-01-20,2020-01,140.56,IBM,AA,0.01615251360573211
136.57,International Business Machines Corporation,2020-01-27,2020-01,143.73,IBM,AA,0.022286488614879474
145.77,International Business Machines Corporation,2020-02-03,2020-02,153.41,IBM,AA,0.06519273339558751
144.69,International Business Machines Corporation,2020-02-10,2020-02,150.70,IBM,AA,-0.0074365143369306
143.86,International Business Machines Corporation,2020-02-17,2020-02,149.84,IBM,AA,-0.005752918309780419
124.96,International Business Machines Corporation,2020-02-24,2020-02,130.15,IBM,AA,-0.14084691834783403
122.63,International Business Machines Corporation,2020-03-02,2020-03,127.73,IBM,AA,-0.018821994317441693
103.64,International Business Machines Corporation,2020-03-08,2020-03,107.95,IBM,AA,-0.16824833608002532
91.58,International Business Machines Corporation,2020-03-15,2020-03,95.39,IBM,AA,-0.12371044846495938
103.72,International Business Machines Corporation,2020-03-22,2020-03,108.03,IBM,AA,0.12448205344151386
102.1,International Business Machines Corporation,2020-03-29,2020-03,106.34,IBM,AA,-0.015742235499843993
116.65,International Business Machines Corporation,2020-04-05,2020-04,121.50,IBM,AA,0.13322527329681932
115.33,International Business Machines Corporation,2020-04-12,2020-04,120.12,IBM,AA,-0.011380414229591018
119.74,International Business Machines Corporation,2020-04-19,2020-04,124.72,IBM,AA,0.03752514125935846
117.01,International Business Machines Corporation,2020-04-26,2020-04,121.87,IBM,AA,-0.023063324266339613
118.08,International Business Machines Corporation,2020-05-03,2020-05,122.99,IBM,AA,0.009102959621295703
113.82,International Business Machines Corporation,2020-05-10,2020-05,116.98,IBM,AA,-0.03674410767718417
115.19,International Business Machines Corporation,2020-05-17,2020-05,118.39,IBM,AA,0.01196468576343701
121.52,International Business Machines Corporation,2020-05-24,2020-05,124.90,IBM,AA,0.05349591934910247
128.49,International Business Machines Corporation,2020-05-31,2020-05,132.06,IBM,AA,0.0557722220078718
118.61,International Business Machines Corporation,2020-06-07,2020-06,121.91,IBM,AA,-0.08001028025420531
119.16,International Business Machines Corporation,2020-06-14,2020-06,122.47,IBM,AA,0.004626327803897823
114.02,International Business Machines Corporation,2020-06-21,2020-06,117.19,IBM,AA,-0.04409325624164584
116.46,International Business Machines Corporation,2020-06-28,2020-06,119.70,IBM,AA,0.02117399480553761
115.15,International Business Machines Corporation,2020-07-05,2020-07,118.35,IBM,AA,-0.011312240142279606
121.73,International Business Machines Corporation,2020-07-12,2020-07,125.11,IBM,AA,0.055569851154810834
122.39,International Business Machines Corporation,2020-07-19,2020-07,125.79,IBM,AA,0.005407189972742366
119.62,International Business Machines Corporation,2020-07-26,2020-07,122.94,IBM,AA,-0.02289261577783641
121.58,International Business Machines Corporation,2020-08-02,2020-08,124.96,IBM,AA,0.016252430704165377
123.48,International Business Machines Corporation,2020-08-09,2020-08,125.27,IBM,AA,0.015506717313382268
121.4,International Business Machines Corporation,2020-08-16,2020-08,123.16,IBM,AA,-0.016988321008560625
123.28,International Business Machines Corporation,2020-08-23,2020-08,125.07,IBM,AA,0.015367312386462828
120.55,International Business Machines Corporation,2020-08-30,2020-08,122.30,IBM,AA,-0.022393586384680475
119.72,International Business Machines Corporation,2020-09-06,2020-09,121.46,IBM,AA,-0.006908921642682309
121.01,International Business Machines Corporation,2020-09-13,2020-09,122.76,IBM,AA,0.010717503825463659
117.25,International Business Machines Corporation,2020-09-20,2020-09,118.95,IBM,AA,-0.03156477948357317
118.85,International Business Machines Corporation,2020-09-27,2020-09,120.57,IBM,AA,0.013553786479814534
125.96,International Business Machines Corporation,2020-10-04,2020-10,127.79,IBM,AA,0.05810220242662112
124.13,International Business Machines Corporation,2020-10-11,2020-10,125.93,IBM,AA,-0.014634992704968042
114.34,International Business Machines Corporation,2020-10-18,2020-10,116.00,IBM,AA,-0.08215293769203047
110.06,International Business Machines Corporation,2020-10-25,2020-10,111.66,IBM,AA,-0.038150794204212524
112.41,International Business Machines Corporation,2020-11-02,2020-11,114.04,IBM,AA,0.02112722984209281
115.18,International Business Machines Corporation,2020-11-09,2020-11,116.85,IBM,AA,0.024343220604820637
116.94,International Business Machines Corporation,2020-11-16,2020-11,116.94,IBM,AA,0.015164860668997804
124.35,International Business Machines Corporation,2020-11-23,2020-11,124.35,IBM,AA,0.06143918750188959
123.61,International Business Machines Corporation,2020-11-30,2020-11,123.61,IBM,AA,-0.005968722349682487
30.55,Intel Corporation,2015-11-30,2015-11,34.94,INTC,,
29.96,Intel Corporation,2015-12-07,2015-12,34.27,INTC,,-0.019501526968585647
29.61,Intel Corporation,2015-12-14,2015-12,33.87,INTC,,-0.011751016535518577
30.58,Intel Corporation,2015-12-21,2015-12,34.98,INTC,,0.03223405838741611
30.12,Intel Corporation,2015-12-28,2015-12,34.45,INTC,,-0.01515679756922328
27.55,Intel Corporation,2016-01-04,2016-01,31.51,INTC,,-0.08918686733276937
26.02,Intel Corporation,2016-01-11,2016-01,29.76,INTC,,-0.057137062514564185
26.17,Intel Corporation,2016-01-18,2016-01,29.93,INTC,,0.005748243457694979
27.12,Intel Corporation,2016-01-25,2016-01,31.02,INTC,,0.03565774653014042
25.39,Intel Corporation,2016-02-01,2016-02,29.04,INTC,,-0.06591606735560784
25.26,Intel Corporation,2016-02-08,2016-02,28.64,INTC,,-0.005133278794241747
25.32,Intel Corporation,2016-02-15,2016-02,28.71,INTC,,0.0023724803536304684
26.28,Intel Corporation,2016-02-22,2016-02,29.80,INTC,,0.03721359634043431
