adj_stock,company,date,month_year,stock,symbol,rating,log_perf_adj
125.74,Caterpillar Inc.,2020-06-14,2020-06,127.46,CAT,A,0.034384328088264304
120.74,Caterpillar Inc.,2020-06-21,2020-06,122.39,CAT,A,-0.04057680958663479
126.0,Caterpillar Inc.,2020-06-28,2020-06,127.72,CAT,A,0.042642433583197636
126.29,Caterpillar Inc.,2020-07-05,2020-07,128.01,CAT,A,0.002298942706600471
135.06,Caterpillar Inc.,2020-07-12,2020-07,136.90,CAT,A,0.06713827448861753
136.74,Caterpillar Inc.,2020-07-19,2020-07,137.58,CAT,A,0.012362188338951974
132.07,Caterpillar Inc.,2020-07-26,2020-07,132.88,CAT,A,-0.034749227429935026
134.1,Caterpillar Inc.,2020-08-02,2020-08,134.92,CAT,A,0.01525370523191949
139.11,Caterpillar Inc.,2020-08-09,2020-08,139.96,CAT,A,0.03667919678384646
137.59,Caterpillar Inc.,2020-08-16,2020-08,138.43,CAT,A,-0.010986738631753923
142.76,Caterpillar Inc.,2020-08-23,2020-08,143.63,CAT,A,0.03688665018223425
147.28,Caterpillar Inc.,2020-08-30,2020-08,148.18,CAT,A,0.031170638302863374
152.9,Caterpillar Inc.,2020-09-06,2020-09,153.83,CAT,A,0.03744857601019369
151.46,Caterpillar Inc.,2020-09-13,2020-09,152.39,CAT,A,-0.009462549249339425
145.02,Caterpillar Inc.,2020-09-20,2020-09,145.91,CAT,A,-0.0434498997422299
149.03,Caterpillar Inc.,2020-09-27,2020-09,149.94,CAT,A,0.02727596401725485
157.98,Caterpillar Inc.,2020-10-04,2020-10,158.94,CAT,A,0.058320814775571606
167.73,Caterpillar Inc.,2020-10-11,2020-10,168.75,CAT,A,0.05988710097039007
167.57,Caterpillar Inc.,2020-10-18,2020-10,168.59,CAT,A,-0.0009543692940310322
157.05,Caterpillar Inc.,2020-10-25,2020-10,157.05,CAT,A,-0.06483694842797671
161.29,Caterpillar Inc.,2020-11-02,2020-11,161.29,CAT,A,0.026639760944435764
171.71,Caterpillar Inc.,2020-11-09,2020-11,171.71,CAT,A,0.06260302039661969
172.23,Caterpillar Inc.,2020-11-16,2020-11,172.23,CAT,A,0.0030237855219441556
175.08,Caterpillar Inc.,2020-11-23,2020-11,175.08,CAT,A,0.016412219475038903
174.63,Caterpillar Inc.,2020-11-30,2020-11,174.63,CAT,A,-0.002573562370940863
82.14,salesforce.com inc.,2015-11-30,2015-11,82.14,CRM,,
76.87,salesforce.com inc.,2015-12-07,2015-12,76.87,CRM,,-0.06630942516737193
77.03,salesforce.com inc.,2015-12-14,2015-12,77.03,CRM,,0.0020792730038339258
77.83,salesforce.com inc.,2015-12-21,2015-12,77.83,CRM,,0.010332004606422807
78.4,salesforce.com inc.,2015-12-28,2015-12,78.40,CRM,,0.007296966385065495
73.23,salesforce.com inc.,2016-01-04,2016-01,73.23,CRM,,-0.06821875428338409
70.86,salesforce.com inc.,2016-01-11,2016-01,70.86,CRM,,-0.0328990736356527
71.55,salesforce.com inc.,2016-01-18,2016-01,71.55,CRM,,0.009690406565134424
68.06,salesforce.com inc.,2016-01-25,2016-01,68.06,CRM,,-0.05000683692970043
58.51,salesforce.com inc.,2016-02-01,2016-02,58.51,CRM,,-0.1511919892726148
59.68,salesforce.com inc.,2016-02-08,2016-02,59.68,CRM,,0.019799276095360696
62.14,salesforce.com inc.,2016-02-15,2016-02,62.14,CRM,,0.040392948069395196
69.72,salesforce.com inc.,2016-02-22,2016-02,69.72,CRM,,0.11509731668691892
71.06,salesforce.com inc.,2016-02-29,2016-02,71.06,CRM,,0.019037369941060867
71.63,salesforce.com inc.,2016-03-07,2016-03,71.63,CRM,,0.007989390033479538
72.65,salesforce.com inc.,2016-03-13,2016-03,72.65,CRM,,0.014139409389931856
72.44,salesforce.com inc.,2016-03-20,2016-03,72.44,CRM,,-0.002894757001079107
75.73,salesforce.com inc.,2016-03-27,2016-03,75.73,CRM,,0.04441575011051846
74.85,salesforce.com inc.,2016-04-03,2016-04,74.85,CRM,,-0.011688272260093946
76.31,salesforce.com inc.,2016-04-10,2016-04,76.31,CRM,,0.019317880435904655
76.48,salesforce.com inc.,2016-04-17,2016-04,76.48,CRM,,0.0022252774416040566
75.8,salesforce.com inc.,2016-04-24,2016-04,75.80,CRM,,-0.008930976094820409
74.25,salesforce.com inc.,2016-05-01,2016-05,74.25,CRM,,-0.020660514965516796
76.37,salesforce.com inc.,2016-05-08,2016-05,76.37,CRM,,0.028152171217484145
81.02,salesforce.com inc.,2016-05-15,2016-05,81.02,CRM,,0.05910608887425095
83.77,salesforce.com inc.,2016-05-22,2016-05,83.77,CRM,,0.03337891039117391
82.55,salesforce.com inc.,2016-05-29,2016-05,82.55,CRM,,-0.014670777799580925
81.83,salesforce.com inc.,2016-06-05,2016-06,81.83,CRM,,-0.008760245826846536
80.5,salesforce.com inc.,2016-06-12,2016-06,80.50,CRM,,-0.016386740114772813
78.46,salesforce.com inc.,2016-06-19,2016-06,78.46,CRM,,-0.025668243643111488
79.83,salesforce.com inc.,2016-06-26,2016-06,79.83,CRM,,0.017310432876301185
80.89,salesforce.com inc.,2016-07-03,2016-07,80.89,CRM,A,0.01319083337215421
81.4,salesforce.com inc.,2016-07-10,2016-07,81.40,CRM,A,0.00628506597863332
82.55,salesforce.com inc.,2016-07-17,2016-07,82.55,CRM,A,0.014028897357642123
81.8,salesforce.com inc.,2016-07-24,2016-07,81.80,CRM,A,-0.009126926757435427
81.33,salesforce.com inc.,2016-07-31,2016-07,81.33,CRM,A,-0.005762291430017719
81.63,salesforce.com inc.,2016-08-07,2016-08,81.63,CRM,A,0.003681889284580464
77.48,salesforce.com inc.,2016-08-14,2016-08,77.48,CRM,A,-0.05217700292446903
80.03,salesforce.com inc.,2016-08-21,2016-08,80.03,CRM,A,0.032381725840159525
75.1,salesforce.com inc.,2016-08-28,2016-08,75.10,CRM,A,-0.06358100560886548
74.2,salesforce.com inc.,2016-09-04,2016-09,74.20,CRM,A,-0.012056408596754942
73.29,salesforce.com inc.,2016-09-11,2016-09,73.29,CRM,A,-0.012339976235575811
70.39,salesforce.com inc.,2016-09-18,2016-09,70.39,CRM,A,-0.040372966317718806
71.33,salesforce.com inc.,2016-09-25,2016-09,71.33,CRM,A,0.013265788669906797
70.91,salesforce.com inc.,2016-10-02,2016-10,70.91,CRM,A,-0.005905528974041729
74.27,salesforce.com inc.,2016-10-09,2016-10,74.27,CRM,A,0.046295634365300486
74.0,salesforce.com inc.,2016-10-16,2016-10,74.00,CRM,A,-0.003642008477035219
75.13,salesforce.com inc.,2016-10-23,2016-10,75.13,CRM,A,0.015154853176898797
74.37,salesforce.com inc.,2016-10-30,2016-10,74.37,CRM,A,-0.010167311665860268
74.59,salesforce.com inc.,2016-11-07,2016-11,74.59,CRM,A,0.0029538152518631122
77.77,salesforce.com inc.,2016-11-14,2016-11,77.77,CRM,A,0.04174930273978017
73.73,salesforce.com inc.,2016-11-21,2016-11,73.73,CRM,A,-0.05334598070529317
68.41,salesforce.com inc.,2016-11-28,2016-11,68.41,CRM,A,-0.07489075922865229
71.17,salesforce.com inc.,2016-12-05,2016-12,71.17,CRM,A,0.039552368538273264
69.86,salesforce.com inc.,2016-12-12,2016-12,69.86,CRM,A,-0.018578141932493963
69.87,salesforce.com inc.,2016-12-19,2016-12,69.87,CRM,A,0.0001431331856736051
68.46,salesforce.com inc.,2016-12-26,2016-12,68.46,CRM,A,-0.020386739462320058
73.8,salesforce.com inc.,2017-01-02,2017-01,73.80,CRM,A,0.07510909850438718
75.64,salesforce.com inc.,2017-01-09,2017-01,75.64,CRM,A,0.02462651218383005
76.03,salesforce.com inc.,2017-01-16,2017-01,76.03,CRM,A,0.005142755450088465
78.21,salesforce.com inc.,2017-01-23,2017-01,78.21,CRM,A,0.02826951737317529
80.21,salesforce.com inc.,2017-01-30,2017-01,80.21,CRM,A,0.02525067876531306
80.64,salesforce.com inc.,2017-02-06,2017-02,80.64,CRM,A,0.0053466089442251175
81.47,salesforce.com inc.,2017-02-13,2017-02,81.47,CRM,A,0.010240049999492129
81.78,salesforce.com inc.,2017-02-20,2017-02,81.78,CRM,A,0.003797860613945936
82.22,salesforce.com inc.,2017-02-27,2017-02,82.22,CRM,A,0.005365866533235675
83.51,salesforce.com inc.,2017-03-06,2017-03,83.51,CRM,A,0.015567803695406113
83.03,salesforce.com inc.,2017-03-12,2017-03,83.03,CRM,A,-0.0057643968911991195
81.61,salesforce.com inc.,2017-03-19,2017-03,81.61,CRM,A,-0.017250184792787948
82.49,salesforce.com inc.,2017-03-26,2017-03,82.49,CRM,A,0.010725270391488628
84.38,salesforce.com inc.,2017-04-02,2017-04,84.38,CRM,A,0.022653332823552752
83.13,salesforce.com inc.,2017-04-09,2017-04,83.13,CRM,A,-0.014924759153196021
83.79,salesforce.com inc.,2017-04-16,2017-04,83.79,CRM,A,0.00790802108219868
86.12,salesforce.com inc.,2017-04-23,2017-04,86.12,CRM,A,0.02742800387096711
86.97,salesforce.com inc.,2017-04-30,2017-04,86.97,CRM,A,0.009821559105511746
89.04,salesforce.com inc.,2017-05-07,2017-05,89.04,CRM,A,0.023522475365615136
87.4,salesforce.com inc.,2017-05-14,2017-05,87.40,CRM,A,-0.018590424305799935
90.83,salesforce.com inc.,2017-05-21,2017-05,90.83,CRM,A,0.0384943448526327
90.86,salesforce.com inc.,2017-05-28,2017-05,90.86,CRM,A,0.00033023281713528974
87.27,salesforce.com inc.,2017-06-04,2017-06,87.27,CRM,AA,-0.040313099156037424
86.0,salesforce.com inc.,2017-06-11,2017-06,86.00,CRM,AA,-0.014659464921712662
88.62,salesforce.com inc.,2017-06-18,2017-06,88.62,CRM,AA,0.030010269517836363
86.6,salesforce.com inc.,2017-06-25,2017-06,86.60,CRM,AA,-0.02305775020295453
87.92,salesforce.com inc.,2017-07-02,2017-07,87.92,CRM,AA,0.01512749452697637
90.0,salesforce.com inc.,2017-07-09,2017-07,90.00,CRM,AA,0.02338236023489948
89.69,salesforce.com inc.,2017-07-16,2017-07,89.69,CRM,AA,-0.003450390200353759
90.62,salesforce.com inc.,2017-07-23,2017-07,90.62,CRM,AA,0.0103156591090805
90.45,salesforce.com inc.,2017-07-30,2017-07,90.45,CRM,AA,-0.0018777273976873232
88.29,salesforce.com inc.,2017-08-06,2017-08,88.29,CRM,AA,-0.02417036092781366
90.76,salesforce.com inc.,2017-08-13,2017-08,90.76,CRM,AA,0.02759180899815039
94.1,salesforce.com inc.,2017-08-20,2017-08,94.10,CRM,AA,0.036139386679693075
