adj_stock,company,date,environment,governance,month_year,riskscore,social,stock,symbol,rating
27.96,Johnson & Johnson,2017-01-09,1.3,11.4,2017-01,33,20.1,29.76,JNJ,BBB
28.18,Johnson & Johnson,2017-01-16,1.3,11.4,2017-01,33,20.1,30.00,JNJ,BBB
28.64,Johnson & Johnson,2017-01-23,1.3,11.4,2017-01,33,20.1,30.49,JNJ,BBB
30.31,Johnson & Johnson,2017-01-30,1.3,11.4,2017-01,33,20.1,32.27,JNJ,BBB
31.03,Johnson & Johnson,2017-02-06,1.3,11.4,2017-02,33,20.1,33.03,JNJ,BBB
32.01,Johnson & Johnson,2017-02-13,1.3,11.4,2017-02,33,20.1,33.93,JNJ,BBB
32.23,Johnson & Johnson,2017-02-20,1.3,11.4,2017-02,33,20.1,34.17,JNJ,BBB
32.97,Johnson & Johnson,2017-02-27,1.3,11.4,2017-02,33,20.1,34.94,JNJ,BBB
32.82,Johnson & Johnson,2017-03-06,1.3,11.4,2017-03,33,20.1,34.78,JNJ,BBB
33.02,Johnson & Johnson,2017-03-12,1.3,11.4,2017-03,33,20.1,35.00,JNJ,BBB
33.17,Johnson & Johnson,2017-03-19,1.3,11.4,2017-03,33,20.1,35.16,JNJ,BBB
33.88,Johnson & Johnson,2017-03-26,1.3,11.4,2017-03,33,20.1,35.92,JNJ,BBB
33.81,Johnson & Johnson,2017-04-02,1.3,11.4,2017-04,33,20.1,35.83,JNJ,BBB
33.27,Johnson & Johnson,2017-04-09,1.3,11.4,2017-04,33,20.1,35.26,JNJ,BBB
33.56,Johnson & Johnson,2017-04-16,1.3,11.4,2017-04,33,20.1,35.57,JNJ,BBB
33.88,Johnson & Johnson,2017-04-23,1.3,11.4,2017-04,33,20.1,35.91,JNJ,BBB
35.13,Johnson & Johnson,2017-04-30,1.3,11.4,2017-04,33,20.1,37.24,JNJ,BBB
36.82,Johnson & Johnson,2017-05-07,1.3,11.4,2017-05,33,20.1,39.03,JNJ,BBB
36.25,Johnson & Johnson,2017-05-14,1.3,11.4,2017-05,33,20.1,38.26,JNJ,BBB
36.38,Johnson & Johnson,2017-05-21,1.3,11.4,2017-05,33,20.1,38.40,JNJ,BBB
36.82,Johnson & Johnson,2017-05-28,1.3,11.4,2017-05,33,20.1,38.86,JNJ,BBB
35.28,Johnson & Johnson,2017-06-04,1.3,11.4,2017-06,33,20.1,37.24,JNJ,BBB
33.70,Johnson & Johnson,2017-06-11,1.3,11.4,2017-06,33,20.1,35.57,JNJ,BBB
34.64,Johnson & Johnson,2017-06-18,1.3,11.4,2017-06,33,20.1,36.57,JNJ,BBB
34.11,Johnson & Johnson,2017-06-25,1.3,11.4,2017-06,33,20.1,36.01,JNJ,BBB
34.15,Johnson & Johnson,2017-07-02,1.3,11.4,2017-07,33,20.1,36.04,JNJ,BBB
35.30,Johnson & Johnson,2017-07-09,1.3,11.4,2017-07,33,20.1,37.26,JNJ,BBB
35.59,Johnson & Johnson,2017-07-16,1.3,11.4,2017-07,33,20.1,37.57,JNJ,BBB
35.41,Johnson & Johnson,2017-07-23,1.3,11.4,2017-07,33,20.1,37.38,JNJ,BBB
37.04,Johnson & Johnson,2017-07-30,1.3,11.4,2017-07,33,20.1,39.10,JNJ,BBB
37.30,Johnson & Johnson,2017-08-06,1.3,11.4,2017-08,33,20.1,39.37,JNJ,BBB
37.45,Johnson & Johnson,2017-08-13,1.3,11.4,2017-08,33,20.1,39.38,JNJ,BBB
38.01,Johnson & Johnson,2017-08-20,1.3,11.4,2017-08,33,20.1,39.97,JNJ,BBB
39.01,Johnson & Johnson,2017-08-27,1.3,11.4,2017-08,33,20.1,41.01,JNJ,BBB
37.72,Johnson & Johnson,2017-09-03,1.3,11.4,2017-09,33,20.1,39.66,JNJ,BBB
38.01,Johnson & Johnson,2017-09-10,1.3,11.4,2017-09,33,20.1,39.97,JNJ,BBB
36.11,Johnson & Johnson,2017-09-17,1.3,11.4,2017-09,33,20.1,37.97,JNJ,BBB
36.65,Johnson & Johnson,2017-09-24,1.3,11.4,2017-09,33,20.1,38.53,JNJ,BBB
36.93,Johnson & Johnson,2017-10-01,1.3,11.4,2017-10,33,20.1,38.83,JNJ,BBB
37.33,Johnson & Johnson,2017-10-08,1.3,11.4,2017-10,33,20.1,39.25,JNJ,BBB
37.15,Johnson & Johnson,2017-10-15,1.3,11.4,2017-10,33,20.1,39.06,JNJ,BBB
38.77,Johnson & Johnson,2017-10-22,1.3,11.4,2017-10,33,20.1,40.76,JNJ,BBB
41.02,Johnson & Johnson,2017-10-29,1.3,11.4,2017-10,33,20.1,43.13,JNJ,BBB
41.53,Johnson & Johnson,2017-11-06,1.3,11.4,2017-11,33,20.1,43.67,JNJ,BBB
40.60,Johnson & Johnson,2017-11-13,1.3,11.4,2017-11,33,20.1,42.54,JNJ,BBB
41.75,Johnson & Johnson,2017-11-20,1.3,11.4,2017-11,33,20.1,43.74,JNJ,BBB
40.82,Johnson & Johnson,2017-11-27,1.3,11.4,2017-11,33,20.1,42.76,JNJ,BBB
40.42,Johnson & Johnson,2017-12-04,1.3,11.4,2017-12,33,20.1,42.34,JNJ,BBB
41.51,Johnson & Johnson,2017-12-11,1.3,11.4,2017-12,33,20.1,43.49,JNJ,BBB
41.76,Johnson & Johnson,2017-12-18,1.3,11.4,2017-12,33,20.1,43.75,JNJ,BBB
40.38,Johnson & Johnson,2017-12-25,1.3,11.4,2017-12,33,20.1,42.31,JNJ,BBB
41.76,Johnson & Johnson,2018-01-01,1.3,11.4,2018-01,33,20.1,43.75,JNJ,BBB
42.26,Johnson & Johnson,2018-01-08,1.3,11.4,2018-01,33,20.1,44.27,JNJ,BBB
42.59,Johnson & Johnson,2018-01-15,1.3,11.4,2018-01,33,20.1,44.62,JNJ,BBB
40.93,Johnson & Johnson,2018-01-22,1.3,11.4,2018-01,33,20.1,42.88,JNJ,BBB
38.30,Johnson & Johnson,2018-01-29,1.3,11.4,2018-01,33,20.1,40.13,JNJ,BBB
37.32,Johnson & Johnson,2018-02-05,1.3,11.4,2018-02,33,20.1,39.10,JNJ,BBB
41.31,Johnson & Johnson,2018-02-12,1.3,11.4,2018-02,33,20.1,43.11,JNJ,BBB
42.05,Johnson & Johnson,2018-02-19,1.3,11.4,2018-02,33,20.1,43.88,JNJ,BBB
42.22,Johnson & Johnson,2018-02-26,1.3,11.4,2018-02,33,20.1,44.05,JNJ,BBB
43.12,Johnson & Johnson,2018-03-05,1.3,11.4,2018-03,33,20.1,44.99,JNJ,BBB
42.65,Johnson & Johnson,2018-03-11,1.3,11.4,2018-03,33,20.1,44.51,JNJ,BBB
39.52,Johnson & Johnson,2018-03-18,1.3,11.4,2018-03,33,20.1,41.24,JNJ,BBB
40.20,Johnson & Johnson,2018-03-25,1.3,11.4,2018-03,33,20.1,41.94,JNJ,BBB
40.34,Johnson & Johnson,2018-04-01,1.3,11.4,2018-04,33,20.1,42.10,JNJ,BBB
41.86,Johnson & Johnson,2018-04-08,1.3,11.4,2018-04,33,20.1,43.68,JNJ,BBB
39.71,Johnson & Johnson,2018-04-15,1.3,11.4,2018-04,33,20.1,41.43,JNJ,BBB
38.89,Johnson & Johnson,2018-04-22,1.3,11.4,2018-04,33,20.1,40.58,JNJ,BBB
44.05,Johnson & Johnson,2018-04-29,1.3,11.4,2018-04,33,20.1,45.96,JNJ,BBB
45.19,Johnson & Johnson,2018-05-06,1.3,11.4,2018-05,33,20.1,47.15,JNJ,BBB
44.81,Johnson & Johnson,2018-05-13,1.3,11.4,2018-05,33,20.1,46.58,JNJ,BBB
45.36,Johnson & Johnson,2018-05-20,1.3,11.4,2018-05,33,20.1,47.15,JNJ,BBB
45.76,Johnson & Johnson,2018-05-27,1.3,11.4,2018-05,33,20.1,47.56,JNJ,BBB
46.11,Johnson & Johnson,2018-06-03,1.3,11.4,2018-06,33,20.1,47.92,JNJ,BBB
45.42,Johnson & Johnson,2018-06-10,1.3,11.4,2018-06,33,20.1,47.21,JNJ,BBB
44.48,Johnson & Johnson,2018-06-17,1.3,11.4,2018-06,33,20.1,46.23,JNJ,BBB
44.52,Johnson & Johnson,2018-06-24,1.3,11.4,2018-06,33,20.1,46.28,JNJ,BBB
45.21,Johnson & Johnson,2018-07-01,1.3,11.4,2018-07,33,20.1,46.99,JNJ,BBB
46.02,Johnson & Johnson,2018-07-08,1.3,11.4,2018-07,33,20.1,47.83,JNJ,BBB
46.05,Johnson & Johnson,2018-07-15,1.3,11.4,2018-07,33,20.1,47.86,JNJ,BBB
45.93,Johnson & Johnson,2018-07-22,1.3,11.4,2018-07,33,20.1,47.74,JNJ,BBB
50.03,Johnson & Johnson,2018-07-29,1.3,11.4,2018-07,33,20.1,52.00,JNJ,BBB
49.92,Johnson & Johnson,2018-08-05,1.3,11.4,2018-08,33,20.1,51.88,JNJ,BBB
52.52,Johnson & Johnson,2018-08-12,1.3,11.4,2018-08,33,20.1,54.40,JNJ,BBB
52.17,Johnson & Johnson,2018-08-19,1.3,11.4,2018-08,33,20.1,54.04,JNJ,BBB
54.94,Johnson & Johnson,2018-08-26,1.3,11.4,2018-08,33,20.1,56.91,JNJ,BBB
53.41,Johnson & Johnson,2018-09-02,1.3,11.4,2018-09,33,20.1,55.33,JNJ,BBB
54.03,Johnson & Johnson,2018-09-09,1.3,11.4,2018-09,33,20.1,55.96,JNJ,BBB
52.54,Johnson & Johnson,2018-09-16,1.3,11.4,2018-09,33,20.1,54.42,JNJ,BBB
54.49,Johnson & Johnson,2018-09-23,1.3,11.4,2018-09,33,20.1,56.44,JNJ,BBB
54.14,Johnson & Johnson,2018-09-30,1.3,11.4,2018-09,33,20.1,56.07,JNJ,BBB
53.61,Johnson & Johnson,2018-10-07,1.3,11.4,2018-10,33,20.1,55.53,JNJ,BBB
52.93,Johnson & Johnson,2018-10-14,1.3,11.4,2018-10,33,20.1,54.83,JNJ,BBB
52.21,Johnson & Johnson,2018-10-21,1.3,11.4,2018-10,33,20.1,54.08,JNJ,BBB
50.08,Johnson & Johnson,2018-10-28,1.3,11.4,2018-10,33,20.1,51.87,JNJ,BBB
49.35,Johnson & Johnson,2018-11-05,1.3,11.4,2018-11,33,20.1,51.12,JNJ,BBB
46.87,Johnson & Johnson,2018-11-12,1.3,11.4,2018-11,33,20.1,48.38,JNJ,BBB
41.73,Johnson & Johnson,2018-11-19,1.3,11.4,2018-11,33,20.1,43.07,JNJ,BBB
43.25,Johnson & Johnson,2018-11-26,1.3,11.4,2018-11,33,20.1,44.65,JNJ,BBB
40.81,Johnson & Johnson,2018-12-03,1.3,11.4,2018-12,33,20.1,42.12,JNJ,BBB
40.08,Johnson & Johnson,2018-12-10,1.3,11.4,2018-12,33,20.1,41.37,JNJ,BBB
36.51,Johnson & Johnson,2018-12-17,1.3,11.4,2018-12,33,20.1,37.68,JNJ,BBB
37.84,Johnson & Johnson,2018-12-24,1.3,11.4,2018-12,33,20.1,39.06,JNJ,BBB
35.91,Johnson & Johnson,2018-12-31,1.3,11.4,2018-12,33,20.1,37.06,JNJ,BBB
36.89,Johnson & Johnson,2019-01-07,1.3,11.4,2019-01,33,20.1,38.07,JNJ,BBB
37.98,Johnson & Johnson,2019-01-14,1.3,11.4,2019-01,33,20.1,39.21,JNJ,BBB
38.21,Johnson & Johnson,2019-01-21,1.3,11.4,2019-01,33,20.1,39.44,JNJ,BBB
40.33,Johnson & Johnson,2019-01-28,1.3,11.4,2019-01,33,20.1,41.63,JNJ,BBB
41.27,Johnson & Johnson,2019-02-04,1.3,11.4,2019-02,33,20.1,42.60,JNJ,BBB
41.45,Johnson & Johnson,2019-02-11,1.3,11.4,2019-02,33,20.1,42.60,JNJ,BBB
42.07,Johnson & Johnson,2019-02-18,1.3,11.4,2019-02,33,20.1,43.24,JNJ,BBB
42.56,Johnson & Johnson,2019-02-25,1.3,11.4,2019-02,33,20.1,43.74,JNJ,BBB
42.06,Johnson & Johnson,2019-03-04,1.3,11.4,2019-03,33,20.1,43.23,JNJ,BBB
45.27,Johnson & Johnson,2019-03-10,1.3,11.4,2019-03,33,20.1,46.53,JNJ,BBB
46.47,Johnson & Johnson,2019-03-17,1.3,11.4,2019-03,33,20.1,47.76,JNJ,BBB
46.20,Johnson & Johnson,2019-03-24,1.3,11.4,2019-03,33,20.1,47.49,JNJ,BBB
47.92,Johnson & Johnson,2019-03-31,1.3,11.4,2019-03,33,20.1,49.25,JNJ,BBB
48.37,Johnson & Johnson,2019-04-07,1.3,11.4,2019-04,33,20.1,49.72,JNJ,BBB
49.59,Johnson & Johnson,2019-04-14,1.3,11.4,2019-04,33,20.1,50.97,JNJ,BBB
49.70,Johnson & Johnson,2019-04-21,1.3,11.4,2019-04,33,20.1,51.08,JNJ,BBB
51.51,Johnson & Johnson,2019-04-28,1.3,11.4,2019-04,33,20.1,52.94,JNJ,BBB
47.96,Johnson & Johnson,2019-05-05,1.3,11.4,2019-05,33,20.1,49.29,JNJ,BBB
46.15,Johnson & Johnson,2019-05-12,1.3,11.4,2019-05,33,20.1,47.25,JNJ,BBB
43.70,Johnson & Johnson,2019-05-19,1.3,11.4,2019-05,33,20.1,44.74,JNJ,BBB
42.75,Johnson & Johnson,2019-05-26,1.3,11.4,2019-05,33,20.1,43.77,JNJ,BBB
46.43,Johnson & Johnson,2019-06-02,1.3,11.4,2019-06,33,20.1,47.54,JNJ,BBB
47.06,Johnson & Johnson,2019-06-09,1.3,11.4,2019-06,33,20.1,48.19,JNJ,BBB
48.54,Johnson & Johnson,2019-06-16,1.3,11.4,2019-06,33,20.1,49.69,JNJ,BBB
48.33,Johnson & Johnson,2019-06-23,1.3,11.4,2019-06,33,20.1,49.48,JNJ,BBB
49.87,Johnson & Johnson,2019-06-30,1.3,11.4,2019-06,33,20.1,51.06,JNJ,BBB
49.64,Johnson & Johnson,2019-07-07,1.3,11.4,2019-07,33,20.1,50.83,JNJ,BBB
49.47,Johnson & Johnson,2019-07-14,1.3,11.4,2019-07,33,20.1,50.65,JNJ,BBB
50.73,Johnson & Johnson,2019-07-21,1.3,11.4,2019-07,33,20.1,51.94,JNJ,BBB
49.82,Johnson & Johnson,2019-07-28,1.3,11.4,2019-07,33,20.1,51.01,JNJ,BBB
49.08,Johnson & Johnson,2019-08-04,1.3,11.4,2019-08,33,20.1,50.25,JNJ,BBB
50.62,Johnson & Johnson,2019-08-11,1.3,11.4,2019-08,33,20.1,51.63,JNJ,BBB
49.67,Johnson & Johnson,2019-08-18,1.3,11.4,2019-08,33,20.1,50.66,JNJ,BBB
51.16,Johnson & Johnson,2019-08-25,1.3,11.4,2019-08,33,20.1,52.19,JNJ,BBB
52.27,Johnson & Johnson,2019-09-01,1.3,11.4,2019-09,33,20.1,53.31,JNJ,BBB
53.62,Johnson & Johnson,2019-09-08,1.3,11.4,2019-09,33,20.1,54.69,JNJ,BBB
53.37,Johnson & Johnson,2019-09-15,1.3,11.4,2019-09,33,20.1,54.43,JNJ,BBB
53.64,Johnson & Johnson,2019-09-22,1.3,11.4,2019-09,33,20.1,54.71,JNJ,BBB
55.64,Johnson & Johnson,2019-09-29,1.3,11.4,2019-09,33,20.1,56.75,JNJ,BBB
57.90,Johnson & Johnson,2019-10-06,1.3,11.4,2019-10,33,20.1,59.05,JNJ,BBB
57.95,Johnson & Johnson,2019-10-13,1.3,11.4,2019-10,33,20.1,59.10,JNJ,BBB
60.44,Johnson & Johnson,2019-10-20,1.3,11.4,2019-10,33,20.1,61.65,JNJ,BBB
62.70,Johnson & Johnson,2019-10-27,1.3,11.4,2019-10,33,20.1,63.96,JNJ,BBB
63.76,Johnson & Johnson,2019-11-04,1.3,11.4,2019-11,33,20.1,65.04,JNJ,BBB
65.34,Johnson & Johnson,2019-11-11,1.3,11.4,2019-11,33,20.1,66.44,JNJ,BBB
64.36,Johnson & Johnson,2019-11-18,1.3,11.4,2019-11,33,20.1,65.44,JNJ,BBB
65.70,Johnson & Johnson,2019-11-25,1.3,11.4,2019-11,33,20.1,66.81,JNJ,BBB
66.55,Johnson & Johnson,2019-12-02,1.3,11.4,2019-12,33,20.1,67.68,JNJ,BBB
67.64,Johnson & Johnson,2019-12-09,1.3,11.4,2019-12,33,20.1,68.79,JNJ,BBB
68.70,Johnson & Johnson,2019-12-16,1.3,11.4,2019-12,33,20.1,69.86,JNJ,BBB
71.25,Johnson & Johnson,2019-12-23,1.3,11.4,2019-12,33,20.1,72.45,JNJ,BBB
73.12,Johnson & Johnson,2019-12-30,1.3,11.4,2019-12,33,20.1,74.36,JNJ,BBB
76.29,Johnson & Johnson,2020-01-06,1.3,11.4,2020-01,33,20.1,77.58,JNJ,BBB
78.36,Johnson & Johnson,2020-01-13,1.3,11.4,2020-01,33,20.1,79.68,JNJ,BBB
78.26,Johnson & Johnson,2020-01-20,1.3,11.4,2020-01,33,20.1,79.58,JNJ,BBB
76.09,Johnson & Johnson,2020-01-27,1.3,11.4,2020-01,33,20.1,77.38,JNJ,BBB
78.68,Johnson & Johnson,2020-02-03,1.3,11.4,2020-02,33,20.1,80.01,JNJ,BBB
80.08,Johnson & Johnson,2020-02-10,1.3,11.4,2020-02,33,20.1,81.24,JNJ,BBB
77.14,Johnson & Johnson,2020-02-17,1.3,11.4,2020-02,33,20.1,78.26,JNJ,BBB
67.36,Johnson & Johnson,2020-02-24,1.3,11.4,2020-02,33,20.1,68.34,JNJ,BBB
71.23,Johnson & Johnson,2020-03-02,1.3,11.4,2020-03,33,20.1,72.26,JNJ,BBB
68.50,Johnson & Johnson,2020-03-08,1.3,11.4,2020-03,33,20.1,69.49,JNJ,BBB
56.49,Johnson & Johnson,2020-03-15,1.3,11.4,2020-03,33,20.1,57.31,JNJ,BBB
61.05,Johnson & Johnson,2020-03-22,1.3,11.4,2020-03,33,20.1,61.94,JNJ,BBB
59.49,Johnson & Johnson,2020-03-29,1.3,11.4,2020-03,33,20.1,60.35,JNJ,BBB
66.04,Johnson & Johnson,2020-04-05,1.3,11.4,2020-04,33,20.1,67.00,JNJ,BBB
69.69,Johnson & Johnson,2020-04-12,1.3,11.4,2020-04,33,20.1,70.70,JNJ,BBB
69.73,Johnson & Johnson,2020-04-19,1.3,11.4,2020-04,33,20.1,70.74,JNJ,BBB
71.24,Johnson & Johnson,2020-04-26,1.3,11.4,2020-04,33,20.1,72.27,JNJ,BBB
76.43,Johnson & Johnson,2020-05-03,1.3,11.4,2020-05,33,20.1,77.53,JNJ,BBB
76.66,Johnson & Johnson,2020-05-10,1.3,11.4,2020-05,33,20.1,76.93,JNJ,BBB
79.44,Johnson & Johnson,2020-05-17,1.3,11.4,2020-05,33,20.1,79.72,JNJ,BBB
79.21,Johnson & Johnson,2020-05-24,1.3,11.4,2020-05,33,20.1,79.49,JNJ,BBB
82.58,Johnson & Johnson,2020-05-31,1.3,11.4,2020-05,33,20.1,82.88,JNJ,BBB
84.40,Johnson & Johnson,2020-06-07,1.3,11.4,2020-06,33,20.1,84.70,JNJ,BBB
87.12,Johnson & Johnson,2020-06-14,1.3,11.4,2020-06,33,20.1,87.43,JNJ,BBB
88.10,Johnson & Johnson,2020-06-21,1.3,11.4,2020-06,33,20.1,88.41,JNJ,BBB
90.71,Johnson & Johnson,2020-06-28,1.3,11.4,2020-06,33,20.1,91.03,JNJ,BBB
95.58,Johnson & Johnson,2020-07-05,1.3,11.4,2020-07,33,20.1,95.92,JNJ,BBB
95.99,Johnson & Johnson,2020-07-12,1.3,11.4,2020-07,33,20.1,96.33,JNJ,BBB
92.29,Johnson & Johnson,2020-07-19,1.3,11.4,2020-07,33,20.1,92.61,JNJ,BBB
105.89,Johnson & Johnson,2020-07-26,1.3,11.4,2020-07,33,20.1,106.26,JNJ,BBB
110.72,Johnson & Johnson,2020-08-02,1.3,11.4,2020-08,33,20.1,111.11,JNJ,BBB
114.71,Johnson & Johnson,2020-08-09,1.3,11.4,2020-08,33,20.1,114.91,JNJ,BBB
124.16,Johnson & Johnson,2020-08-16,1.3,11.4,2020-08,33,20.1,124.37,JNJ,BBB
124.59,Johnson & Johnson,2020-08-23,1.3,11.4,2020-08,33,20.1,124.81,JNJ,BBB
120.75,Johnson & Johnson,2020-08-30,1.3,11.4,2020-08,33,20.1,120.96,JNJ,BBB
111.81,Johnson & Johnson,2020-09-06,1.3,11.4,2020-09,33,20.1,112.00,JNJ,BBB
106.66,Johnson & Johnson,2020-09-13,1.3,11.4,2020-09,33,20.1,106.84,JNJ,BBB
112.09,Johnson & Johnson,2020-09-20,1.3,11.4,2020-09,33,20.1,112.28,JNJ,BBB
112.83,Johnson & Johnson,2020-09-27,1.3,11.4,2020-09,33,20.1,113.02,JNJ,BBB
116.77,Johnson & Johnson,2020-10-04,1.3,11.4,2020-10,33,20.1,116.97,JNJ,BBB
118.82,Johnson & Johnson,2020-10-11,1.3,11.4,2020-10,33,20.1,119.02,JNJ,BBB
114.84,Johnson & Johnson,2020-10-18,1.3,11.4,2020-10,33,20.1,115.04,JNJ,BBB
108.67,Johnson & Johnson,2020-10-25,1.3,11.4,2020-10,33,20.1,108.86,JNJ,BBB
118.49,Johnson & Johnson,2020-11-02,1.3,11.4,2020-11,33,20.1,118.69,JNJ,BBB
119.26,Johnson & Johnson,2020-11-09,1.3,11.4,2020-11,33,20.1,119.26,JNJ,BBB
117.34,Johnson & Johnson,2020-11-16,1.3,11.4,2020-11,33,20.1,117.34,JNJ,BBB
116.59,Johnson & Johnson,2020-11-23,1.3,11.4,2020-11,33,20.1,116.59,JNJ,BBB
123.08,Johnson & Johnson,2020-11-30,1.3,11.4,2020-11,33,20.1,123.08,JNJ,BBB
122.94,Johnson & Johnson,2020-12-03,1.3,11.4,2020-12,33,20.1,122.94,JNJ,BBB
25.46,JPMorgan Chase & Co.,2016-11-07,1.2,8.9,2016-11,22,11.9,27.11,JPM,BB
25.85,JPMorgan Chase & Co.,2016-11-14,1.2,8.9,2016-11,22,11.9,27.51,JPM,BB
26.25,JPMorgan Chase & Co.,2016-11-21,1.2,8.9,2016-11,22,11.9,27.95,JPM,BB
25.81,JPMorgan Chase & Co.,2016-11-28,1.2,8.9,2016-11,22,11.9,27.48,JPM,BB
26.76,JPMorgan Chase & Co.,2016-12-05,1.2,8.9,2016-12,22,11.9,28.49,JPM,BB
27.24,JPMorgan Chase & Co.,2016-12-12,1.2,8.9,2016-12,22,11.9,28.99,JPM,BB
27.36,JPMorgan Chase & Co.,2016-12-19,1.2,8.9,2016-12,22,11.9,29.13,JPM,BB
27.20,JPMorgan Chase & Co.,2016-12-26,1.2,8.9,2016-12,22,11.9,28.95,JPM,BB
27.69,JPMorgan Chase & Co.,2017-01-02,1.2,8.9,2017-01,22,11.9,29.48,JPM,BB
27.96,JPMorgan Chase & Co.,2017-01-09,1.2,8.9,2017-01,22,11.9,29.76,JPM,BB
28.18,JPMorgan Chase & Co.,2017-01-16,1.2,8.9,2017-01,22,11.9,30.00,JPM,BB
28.64,JPMorgan Chase & Co.,2017-01-23,1.2,8.9,2017-01,22,11.9,30.49,JPM,BB
30.31,JPMorgan Chase & Co.,2017-01-30,1.2,8.9,2017-01,22,11.9,32.27,JPM,BB
31.03,JPMorgan Chase & Co.,2017-02-06,1.2,8.9,2017-02,22,11.9,33.03,JPM,BB
32.01,JPMorgan Chase & Co.,2017-02-13,1.2,8.9,2017-02,22,11.9,33.93,JPM,BB
32.23,JPMorgan Chase & Co.,2017-02-20,1.2,8.9,2017-02,22,11.9,34.17,JPM,BB
32.97,JPMorgan Chase & Co.,2017-02-27,1.2,8.9,2017-02,22,11.9,34.94,JPM,BB
32.82,JPMorgan Chase & Co.,2017-03-06,1.2,8.9,2017-03,22,11.9,34.78,JPM,BB
33.02,JPMorgan Chase & Co.,2017-03-12,1.2,8.9,2017-03,22,11.9,35.00,JPM,BB
33.17,JPMorgan Chase & Co.,2017-03-19,1.2,8.9,2017-03,22,11.9,35.16,JPM,BB
33.88,JPMorgan Chase & Co.,2017-03-26,1.2,8.9,2017-03,22,11.9,35.92,JPM,BB
33.81,JPMorgan Chase & Co.,2017-04-02,1.2,8.9,2017-04,22,11.9,35.83,JPM,BB
33.27,JPMorgan Chase & Co.,2017-04-09,1.2,8.9,2017-04,22,11.9,35.26,JPM,BB
33.56,JPMorgan Chase & Co.,2017-04-16,1.2,8.9,2017-04,22,11.9,35.57,JPM,BB
33.88,JPMorgan Chase & Co.,2017-04-23,1.2,8.9,2017-04,22,11.9,35.91,JPM,BB
35.13,JPMorgan Chase & Co.,2017-04-30,1.2,8.9,2017-04,22,11.9,37.24,JPM,BB
36.82,JPMorgan Chase & Co.,2017-05-07,1.2,8.9,2017-05,22,11.9,39.03,JPM,BB
36.25,JPMorgan Chase & Co.,2017-05-14,1.2,8.9,2017-05,22,11.9,38.26,JPM,BB
36.38,JPMorgan Chase & Co.,2017-05-21,1.2,8.9,2017-05,22,11.9,38.40,JPM,BB
36.82,JPMorgan Chase & Co.,2017-05-28,1.2,8.9,2017-05,22,11.9,38.86,JPM,BB
35.28,JPMorgan Chase & Co.,2017-06-04,1.2,8.9,2017-06,22,11.9,37.24,JPM,BB
33.70,JPMorgan Chase & Co.,2017-06-11,1.2,8.9,2017-06,22,11.9,35.57,JPM,BB
34.64,JPMorgan Chase & Co.,2017-06-18,1.2,8.9,2017-06,22,11.9,36.57,JPM,BB
34.11,JPMorgan Chase & Co.,2017-06-25,1.2,8.9,2017-06,22,11.9,36.01,JPM,BB
34.15,JPMorgan Chase & Co.,2017-07-02,1.2,8.9,2017-07,22,11.9,36.04,JPM,BB
35.30,JPMorgan Chase & Co.,2017-07-09,1.2,8.9,2017-07,22,11.9,37.26,JPM,BB
35.59,JPMorgan Chase & Co.,2017-07-16,1.2,8.9,2017-07,22,11.9,37.57,JPM,BB
35.41,JPMorgan Chase & Co.,2017-07-23,1.2,8.9,2017-07,22,11.9,37.38,JPM,BB
37.04,JPMorgan Chase & Co.,2017-07-30,1.2,8.9,2017-07,22,11.9,39.10,JPM,BB
37.30,JPMorgan Chase & Co.,2017-08-06,1.2,8.9,2017-08,22,11.9,39.37,JPM,BB
37.45,JPMorgan Chase & Co.,2017-08-13,1.2,8.9,2017-08,22,11.9,39.38,JPM,BB
38.01,JPMorgan Chase & Co.,2017-08-20,1.2,8.9,2017-08,22,11.9,39.97,JPM,BB
39.01,JPMorgan Chase & Co.,2017-08-27,1.2,8.9,2017-08,22,11.9,41.01,JPM,BB
37.72,JPMorgan Chase & Co.,2017-09-03,1.2,8.9,2017-09,22,11.9,39.66,JPM,BB
38.01,JPMorgan Chase & Co.,2017-09-10,1.2,8.9,2017-09,22,11.9,39.97,JPM,BB
36.11,JPMorgan Chase & Co.,2017-09-17,1.2,8.9,2017-09,22,11.9,37.97,JPM,BB
36.65,JPMorgan Chase & Co.,2017-09-24,1.2,8.9,2017-09,22,11.9,38.53,JPM,BB
36.93,JPMorgan Chase & Co.,2017-10-01,1.2,8.9,2017-10,22,11.9,38.83,JPM,BB
37.33,JPMorgan Chase & Co.,2017-10-08,1.2,8.9,2017-10,22,11.9,39.25,JPM,BB
37.15,JPMorgan Chase & Co.,2017-10-15,1.2,8.9,2017-10,22,11.9,39.06,JPM,BB
38.77,JPMorgan Chase & Co.,2017-10-22,1.2,8.9,2017-10,22,11.9,40.76,JPM,BB
41.02,JPMorgan Chase & Co.,2017-10-29,1.2,8.9,2017-10,22,11.9,43.13,JPM,BB
41.53,JPMorgan Chase & Co.,2017-11-06,1.2,8.9,2017-11,22,11.9,43.67,JPM,BB
40.60,JPMorgan Chase & Co.,2017-11-13,1.2,8.9,2017-11,22,11.9,42.54,JPM,BB
41.75,JPMorgan Chase & Co.,2017-11-20,1.2,8.9,2017-11,22,11.9,43.74,JPM,BB
40.82,JPMorgan Chase & Co.,2017-11-27,1.2,8.9,2017-11,22,11.9,42.76,JPM,BB
