adj_stock,company,date,environment,governance,month_year,riskscore,social,stock,symbol,rating
25.28,Apple Inc.,2016-08-07,0.5,10.2,2016-08,24,13.0,27.05,AAPL,A
25.55,Apple Inc.,2016-08-14,0.5,10.2,2016-08,24,13.0,27.34,AAPL,A
24.99,Apple Inc.,2016-08-21,0.5,10.2,2016-08,24,13.0,26.74,AAPL,A
25.17,Apple Inc.,2016-08-28,0.5,10.2,2016-08,24,13.0,26.93,AAPL,A
24.10,Apple Inc.,2016-09-04,0.5,10.2,2016-09,24,13.0,25.78,AAPL,A
26.85,Apple Inc.,2016-09-11,0.5,10.2,2016-09,24,13.0,28.73,AAPL,A
26.33,Apple Inc.,2016-09-18,0.5,10.2,2016-09,24,13.0,28.18,AAPL,A
26.41,Apple Inc.,2016-09-25,0.5,10.2,2016-09,24,13.0,28.26,AAPL,A
26.65,Apple Inc.,2016-10-02,0.5,10.2,2016-10,24,13.0,28.51,AAPL,A
27.48,Apple Inc.,2016-10-09,0.5,10.2,2016-10,24,13.0,29.41,AAPL,A
27.24,Apple Inc.,2016-10-16,0.5,10.2,2016-10,24,13.0,29.15,AAPL,A
26.57,Apple Inc.,2016-10-23,0.5,10.2,2016-10,24,13.0,28.43,AAPL,A
25.43,Apple Inc.,2016-10-30,0.5,10.2,2016-10,24,13.0,27.21,AAPL,A
25.46,Apple Inc.,2016-11-07,0.5,10.2,2016-11,24,13.0,27.11,AAPL,A
25.85,Apple Inc.,2016-11-14,0.5,10.2,2016-11,24,13.0,27.51,AAPL,A
26.25,Apple Inc.,2016-11-21,0.5,10.2,2016-11,24,13.0,27.95,AAPL,A
25.81,Apple Inc.,2016-11-28,0.5,10.2,2016-11,24,13.0,27.48,AAPL,A
26.76,Apple Inc.,2016-12-05,0.5,10.2,2016-12,24,13.0,28.49,AAPL,A
27.24,Apple Inc.,2016-12-12,0.5,10.2,2016-12,24,13.0,28.99,AAPL,A
27.36,Apple Inc.,2016-12-19,0.5,10.2,2016-12,24,13.0,29.13,AAPL,A
27.20,Apple Inc.,2016-12-26,0.5,10.2,2016-12,24,13.0,28.95,AAPL,A
27.69,Apple Inc.,2017-01-02,0.5,10.2,2017-01,24,13.0,29.48,AAPL,A
27.96,Apple Inc.,2017-01-09,0.5,10.2,2017-01,24,13.0,29.76,AAPL,A
28.18,Apple Inc.,2017-01-16,0.5,10.2,2017-01,24,13.0,30.00,AAPL,A
28.64,Apple Inc.,2017-01-23,0.5,10.2,2017-01,24,13.0,30.49,AAPL,A
30.31,Apple Inc.,2017-01-30,0.5,10.2,2017-01,24,13.0,32.27,AAPL,A
31.03,Apple Inc.,2017-02-06,0.5,10.2,2017-02,24,13.0,33.03,AAPL,A
32.01,Apple Inc.,2017-02-13,0.5,10.2,2017-02,24,13.0,33.93,AAPL,A
32.23,Apple Inc.,2017-02-20,0.5,10.2,2017-02,24,13.0,34.17,AAPL,A
32.97,Apple Inc.,2017-02-27,0.5,10.2,2017-02,24,13.0,34.94,AAPL,A
32.82,Apple Inc.,2017-03-06,0.5,10.2,2017-03,24,13.0,34.78,AAPL,A
33.02,Apple Inc.,2017-03-12,0.5,10.2,2017-03,24,13.0,35.00,AAPL,A
33.17,Apple Inc.,2017-03-19,0.5,10.2,2017-03,24,13.0,35.16,AAPL,A
33.88,Apple Inc.,2017-03-26,0.5,10.2,2017-03,24,13.0,35.92,AAPL,A
33.81,Apple Inc.,2017-04-02,0.5,10.2,2017-04,24,13.0,35.83,AAPL,A
33.27,Apple Inc.,2017-04-09,0.5,10.2,2017-04,24,13.0,35.26,AAPL,A
33.56,Apple Inc.,2017-04-16,0.5,10.2,2017-04,24,13.0,35.57,AAPL,A
33.88,Apple Inc.,2017-04-23,0.5,10.2,2017-04,24,13.0,35.91,AAPL,A
35.13,Apple Inc.,2017-04-30,0.5,10.2,2017-04,24,13.0,37.24,AAPL,A
36.82,Apple Inc.,2017-05-07,0.5,10.2,2017-05,24,13.0,39.03,AAPL,A
36.25,Apple Inc.,2017-05-14,0.5,10.2,2017-05,24,13.0,38.26,AAPL,A
36.38,Apple Inc.,2017-05-21,0.5,10.2,2017-05,24,13.0,38.40,AAPL,A
36.82,Apple Inc.,2017-05-28,0.5,10.2,2017-05,24,13.0,38.86,AAPL,A
35.28,Apple Inc.,2017-06-04,0.5,10.2,2017-06,24,13.0,37.24,AAPL,A
33.70,Apple Inc.,2017-06-11,0.5,10.2,2017-06,24,13.0,35.57,AAPL,A
34.64,Apple Inc.,2017-06-18,0.5,10.2,2017-06,24,13.0,36.57,AAPL,A
34.11,Apple Inc.,2017-06-25,0.5,10.2,2017-06,24,13.0,36.01,AAPL,A
34.15,Apple Inc.,2017-07-02,0.5,10.2,2017-07,24,13.0,36.04,AAPL,A
35.30,Apple Inc.,2017-07-09,0.5,10.2,2017-07,24,13.0,37.26,AAPL,A
35.59,Apple Inc.,2017-07-16,0.5,10.2,2017-07,24,13.0,37.57,AAPL,A
35.41,Apple Inc.,2017-07-23,0.5,10.2,2017-07,24,13.0,37.38,AAPL,A
37.04,Apple Inc.,2017-07-30,0.5,10.2,2017-07,24,13.0,39.10,AAPL,A
37.30,Apple Inc.,2017-08-06,0.5,10.2,2017-08,24,13.0,39.37,AAPL,A
37.45,Apple Inc.,2017-08-13,0.5,10.2,2017-08,24,13.0,39.38,AAPL,A
38.01,Apple Inc.,2017-08-20,0.5,10.2,2017-08,24,13.0,39.97,AAPL,A
39.01,Apple Inc.,2017-08-27,0.5,10.2,2017-08,24,13.0,41.01,AAPL,A
37.72,Apple Inc.,2017-09-03,0.5,10.2,2017-09,24,13.0,39.66,AAPL,A
38.01,Apple Inc.,2017-09-10,0.5,10.2,2017-09,24,13.0,39.97,AAPL,A
36.11,Apple Inc.,2017-09-17,0.5,10.2,2017-09,24,13.0,37.97,AAPL,A
36.65,Apple Inc.,2017-09-24,0.5,10.2,2017-09,24,13.0,38.53,AAPL,A
36.93,Apple Inc.,2017-10-01,0.5,10.2,2017-10,24,13.0,38.83,AAPL,A
37.33,Apple Inc.,2017-10-08,0.5,10.2,2017-10,24,13.0,39.25,AAPL,A
37.15,Apple Inc.,2017-10-15,0.5,10.2,2017-10,24,13.0,39.06,AAPL,A
38.77,Apple Inc.,2017-10-22,0.5,10.2,2017-10,24,13.0,40.76,AAPL,A
41.02,Apple Inc.,2017-10-29,0.5,10.2,2017-10,24,13.0,43.13,AAPL,A
41.53,Apple Inc.,2017-11-06,0.5,10.2,2017-11,24,13.0,43.67,AAPL,A
40.60,Apple Inc.,2017-11-13,0.5,10.2,2017-11,24,13.0,42.54,AAPL,A
41.75,Apple Inc.,2017-11-20,0.5,10.2,2017-11,24,13.0,43.74,AAPL,A
40.82,Apple Inc.,2017-11-27,0.5,10.2,2017-11,24,13.0,42.76,AAPL,A
40.42,Apple Inc.,2017-12-04,0.5,10.2,2017-12,24,13.0,42.34,AAPL,A
41.51,Apple Inc.,2017-12-11,0.5,10.2,2017-12,24,13.0,43.49,AAPL,A
41.76,Apple Inc.,2017-12-18,0.5,10.2,2017-12,24,13.0,43.75,AAPL,A
40.38,Apple Inc.,2017-12-25,0.5,10.2,2017-12,24,13.0,42.31,AAPL,A
41.76,Apple Inc.,2018-01-01,0.5,10.2,2018-01,24,13.0,43.75,AAPL,A
42.26,Apple Inc.,2018-01-08,0.5,10.2,2018-01,24,13.0,44.27,AAPL,A
42.59,Apple Inc.,2018-01-15,0.5,10.2,2018-01,24,13.0,44.62,AAPL,A
40.93,Apple Inc.,2018-01-22,0.5,10.2,2018-01,24,13.0,42.88,AAPL,A
38.30,Apple Inc.,2018-01-29,0.5,10.2,2018-01,24,13.0,40.13,AAPL,A
37.32,Apple Inc.,2018-02-05,0.5,10.2,2018-02,24,13.0,39.10,AAPL,A
41.31,Apple Inc.,2018-02-12,0.5,10.2,2018-02,24,13.0,43.11,AAPL,A
42.05,Apple Inc.,2018-02-19,0.5,10.2,2018-02,24,13.0,43.88,AAPL,A
42.22,Apple Inc.,2018-02-26,0.5,10.2,2018-02,24,13.0,44.05,AAPL,A
43.12,Apple Inc.,2018-03-05,0.5,10.2,2018-03,24,13.0,44.99,AAPL,A
42.65,Apple Inc.,2018-03-11,0.5,10.2,2018-03,24,13.0,44.51,AAPL,A
39.52,Apple Inc.,2018-03-18,0.5,10.2,2018-03,24,13.0,41.24,AAPL,A
40.20,Apple Inc.,2018-03-25,0.5,10.2,2018-03,24,13.0,41.94,AAPL,A
40.34,Apple Inc.,2018-04-01,0.5,10.2,2018-04,24,13.0,42.10,AAPL,A
41.86,Apple Inc.,2018-04-08,0.5,10.2,2018-04,24,13.0,43.68,AAPL,A
39.71,Apple Inc.,2018-04-15,0.5,10.2,2018-04,24,13.0,41.43,AAPL,A
38.89,Apple Inc.,2018-04-22,0.5,10.2,2018-04,24,13.0,40.58,AAPL,A
44.05,Apple Inc.,2018-04-29,0.5,10.2,2018-04,24,13.0,45.96,AAPL,A
45.19,Apple Inc.,2018-05-06,0.5,10.2,2018-05,24,13.0,47.15,AAPL,A
44.81,Apple Inc.,2018-05-13,0.5,10.2,2018-05,24,13.0,46.58,AAPL,A
45.36,Apple Inc.,2018-05-20,0.5,10.2,2018-05,24,13.0,47.15,AAPL,A
45.76,Apple Inc.,2018-05-27,0.5,10.2,2018-05,24,13.0,47.56,AAPL,A
46.11,Apple Inc.,2018-06-03,0.5,10.2,2018-06,24,13.0,47.92,AAPL,A
45.42,Apple Inc.,2018-06-10,0.5,10.2,2018-06,24,13.0,47.21,AAPL,A
44.48,Apple Inc.,2018-06-17,0.5,10.2,2018-06,24,13.0,46.23,AAPL,A
44.52,Apple Inc.,2018-06-24,0.5,10.2,2018-06,24,13.0,46.28,AAPL,A
45.21,Apple Inc.,2018-07-01,0.5,10.2,2018-07,24,13.0,46.99,AAPL,A
46.02,Apple Inc.,2018-07-08,0.5,10.2,2018-07,24,13.0,47.83,AAPL,A
46.05,Apple Inc.,2018-07-15,0.5,10.2,2018-07,24,13.0,47.86,AAPL,A
45.93,Apple Inc.,2018-07-22,0.5,10.2,2018-07,24,13.0,47.74,AAPL,A
50.03,Apple Inc.,2018-07-29,0.5,10.2,2018-07,24,13.0,52.00,AAPL,A
49.92,Apple Inc.,2018-08-05,0.5,10.2,2018-08,24,13.0,51.88,AAPL,A
52.52,Apple Inc.,2018-08-12,0.5,10.2,2018-08,24,13.0,54.40,AAPL,A
52.17,Apple Inc.,2018-08-19,0.5,10.2,2018-08,24,13.0,54.04,AAPL,A
54.94,Apple Inc.,2018-08-26,0.5,10.2,2018-08,24,13.0,56.91,AAPL,A
53.41,Apple Inc.,2018-09-02,0.5,10.2,2018-09,24,13.0,55.33,AAPL,A
54.03,Apple Inc.,2018-09-09,0.5,10.2,2018-09,24,13.0,55.96,AAPL,A
52.54,Apple Inc.,2018-09-16,0.5,10.2,2018-09,24,13.0,54.42,AAPL,A
54.49,Apple Inc.,2018-09-23,0.5,10.2,2018-09,24,13.0,56.44,AAPL,A
54.14,Apple Inc.,2018-09-30,0.5,10.2,2018-09,24,13.0,56.07,AAPL,A
53.61,Apple Inc.,2018-10-07,0.5,10.2,2018-10,24,13.0,55.53,AAPL,A
52.93,Apple Inc.,2018-10-14,0.5,10.2,2018-10,24,13.0,54.83,AAPL,A
52.21,Apple Inc.,2018-10-21,0.5,10.2,2018-10,24,13.0,54.08,AAPL,A
50.08,Apple Inc.,2018-10-28,0.5,10.2,2018-10,24,13.0,51.87,AAPL,A
49.35,Apple Inc.,2018-11-05,0.5,10.2,2018-11,24,13.0,51.12,AAPL,A
46.87,Apple Inc.,2018-11-12,0.5,10.2,2018-11,24,13.0,48.38,AAPL,A
41.73,Apple Inc.,2018-11-19,0.5,10.2,2018-11,24,13.0,43.07,AAPL,A
43.25,Apple Inc.,2018-11-26,0.5,10.2,2018-11,24,13.0,44.65,AAPL,A
40.81,Apple Inc.,2018-12-03,0.5,10.2,2018-12,24,13.0,42.12,AAPL,A
40.08,Apple Inc.,2018-12-10,0.5,10.2,2018-12,24,13.0,41.37,AAPL,A
36.51,Apple Inc.,2018-12-17,0.5,10.2,2018-12,24,13.0,37.68,AAPL,A
37.84,Apple Inc.,2018-12-24,0.5,10.2,2018-12,24,13.0,39.06,AAPL,A
35.91,Apple Inc.,2018-12-31,0.5,10.2,2018-12,24,13.0,37.06,AAPL,A
36.89,Apple Inc.,2019-01-07,0.5,10.2,2019-01,24,13.0,38.07,AAPL,A
37.98,Apple Inc.,2019-01-14,0.5,10.2,2019-01,24,13.0,39.21,AAPL,A
38.21,Apple Inc.,2019-01-21,0.5,10.2,2019-01,24,13.0,39.44,AAPL,A
40.33,Apple Inc.,2019-01-28,0.5,10.2,2019-01,24,13.0,41.63,AAPL,A
41.27,Apple Inc.,2019-02-04,0.5,10.2,2019-02,24,13.0,42.60,AAPL,A
41.45,Apple Inc.,2019-02-11,0.5,10.2,2019-02,24,13.0,42.60,AAPL,A
42.07,Apple Inc.,2019-02-18,0.5,10.2,2019-02,24,13.0,43.24,AAPL,A
42.56,Apple Inc.,2019-02-25,0.5,10.2,2019-02,24,13.0,43.74,AAPL,A
42.06,Apple Inc.,2019-03-04,0.5,10.2,2019-03,24,13.0,43.23,AAPL,A
45.27,Apple Inc.,2019-03-10,0.5,10.2,2019-03,24,13.0,46.53,AAPL,A
46.47,Apple Inc.,2019-03-17,0.5,10.2,2019-03,24,13.0,47.76,AAPL,A
46.20,Apple Inc.,2019-03-24,0.5,10.2,2019-03,24,13.0,47.49,AAPL,A
47.92,Apple Inc.,2019-03-31,0.5,10.2,2019-03,24,13.0,49.25,AAPL,A
48.37,Apple Inc.,2019-04-07,0.5,10.2,2019-04,24,13.0,49.72,AAPL,A
49.59,Apple Inc.,2019-04-14,0.5,10.2,2019-04,24,13.0,50.97,AAPL,A
49.70,Apple Inc.,2019-04-21,0.5,10.2,2019-04,24,13.0,51.08,AAPL,A
51.51,Apple Inc.,2019-04-28,0.5,10.2,2019-04,24,13.0,52.94,AAPL,A
47.96,Apple Inc.,2019-05-05,0.5,10.2,2019-05,24,13.0,49.29,AAPL,A
46.15,Apple Inc.,2019-05-12,0.5,10.2,2019-05,24,13.0,47.25,AAPL,A
43.70,Apple Inc.,2019-05-19,0.5,10.2,2019-05,24,13.0,44.74,AAPL,A
42.75,Apple Inc.,2019-05-26,0.5,10.2,2019-05,24,13.0,43.77,AAPL,A
46.43,Apple Inc.,2019-06-02,0.5,10.2,2019-06,24,13.0,47.54,AAPL,A
47.06,Apple Inc.,2019-06-09,0.5,10.2,2019-06,24,13.0,48.19,AAPL,A
48.54,Apple Inc.,2019-06-16,0.5,10.2,2019-06,24,13.0,49.69,AAPL,A
48.33,Apple Inc.,2019-06-23,0.5,10.2,2019-06,24,13.0,49.48,AAPL,A
49.87,Apple Inc.,2019-06-30,0.5,10.2,2019-06,24,13.0,51.06,AAPL,A
49.64,Apple Inc.,2019-07-07,0.5,10.2,2019-07,24,13.0,50.83,AAPL,A
49.47,Apple Inc.,2019-07-14,0.5,10.2,2019-07,24,13.0,50.65,AAPL,A
50.73,Apple Inc.,2019-07-21,0.5,10.2,2019-07,24,13.0,51.94,AAPL,A
49.82,Apple Inc.,2019-07-28,0.5,10.2,2019-07,24,13.0,51.01,AAPL,A
49.08,Apple Inc.,2019-08-04,0.5,10.2,2019-08,24,13.0,50.25,AAPL,A
50.62,Apple Inc.,2019-08-11,0.5,10.2,2019-08,24,13.0,51.63,AAPL,A
49.67,Apple Inc.,2019-08-18,0.5,10.2,2019-08,24,13.0,50.66,AAPL,A
51.16,Apple Inc.,2019-08-25,0.5,10.2,2019-08,24,13.0,52.19,AAPL,A
52.27,Apple Inc.,2019-09-01,0.5,10.2,2019-09,24,13.0,53.31,AAPL,A
53.62,Apple Inc.,2019-09-08,0.5,10.2,2019-09,24,13.0,54.69,AAPL,A
53.37,Apple Inc.,2019-09-15,0.5,10.2,2019-09,24,13.0,54.43,AAPL,A
53.64,Apple Inc.,2019-09-22,0.5,10.2,2019-09,24,13.0,54.71,AAPL,A
55.64,Apple Inc.,2019-09-29,0.5,10.2,2019-09,24,13.0,56.75,AAPL,A
57.90,Apple Inc.,2019-10-06,0.5,10.2,2019-10,24,13.0,59.05,AAPL,A
57.95,Apple Inc.,2019-10-13,0.5,10.2,2019-10,24,13.0,59.10,AAPL,A
60.44,Apple Inc.,2019-10-20,0.5,10.2,2019-10,24,13.0,61.65,AAPL,A
62.70,Apple Inc.,2019-10-27,0.5,10.2,2019-10,24,13.0,63.96,AAPL,A
63.76,Apple Inc.,2019-11-04,0.5,10.2,2019-11,24,13.0,65.04,AAPL,A
65.34,Apple Inc.,2019-11-11,0.5,10.2,2019-11,24,13.0,66.44,AAPL,A
64.36,Apple Inc.,2019-11-18,0.5,10.2,2019-11,24,13.0,65.44,AAPL,A
65.70,Apple Inc.,2019-11-25,0.5,10.2,2019-11,24,13.0,66.81,AAPL,A
66.55,Apple Inc.,2019-12-02,0.5,10.2,2019-12,24,13.0,67.68,AAPL,A
67.64,Apple Inc.,2019-12-09,0.5,10.2,2019-12,24,13.0,68.79,AAPL,A
68.70,Apple Inc.,2019-12-16,0.5,10.2,2019-12,24,13.0,69.86,AAPL,A
71.25,Apple Inc.,2019-12-23,0.5,10.2,2019-12,24,13.0,72.45,AAPL,A
73.12,Apple Inc.,2019-12-30,0.5,10.2,2019-12,24,13.0,74.36,AAPL,A
76.29,Apple Inc.,2020-01-06,0.5,10.2,2020-01,24,13.0,77.58,AAPL,A
78.36,Apple Inc.,2020-01-13,0.5,10.2,2020-01,24,13.0,79.68,AAPL,A
78.26,Apple Inc.,2020-01-20,0.5,10.2,2020-01,24,13.0,79.58,AAPL,A
76.09,Apple Inc.,2020-01-27,0.5,10.2,2020-01,24,13.0,77.38,AAPL,A
78.68,Apple Inc.,2020-02-03,0.5,10.2,2020-02,24,13.0,80.01,AAPL,A
80.08,Apple Inc.,2020-02-10,0.5,10.2,2020-02,24,13.0,81.24,AAPL,A
77.14,Apple Inc.,2020-02-17,0.5,10.2,2020-02,24,13.0,78.26,AAPL,A
67.36,Apple Inc.,2020-02-24,0.5,10.2,2020-02,24,13.0,68.34,AAPL,A
71.23,Apple Inc.,2020-03-02,0.5,10.2,2020-03,24,13.0,72.26,AAPL,A
68.50,Apple Inc.,2020-03-08,0.5,10.2,2020-03,24,13.0,69.49,AAPL,A
56.49,Apple Inc.,2020-03-15,0.5,10.2,2020-03,24,13.0,57.31,AAPL,A
61.05,Apple Inc.,2020-03-22,0.5,10.2,2020-03,24,13.0,61.94,AAPL,A
59.49,Apple Inc.,2020-03-29,0.5,10.2,2020-03,24,13.0,60.35,AAPL,A
66.04,Apple Inc.,2020-04-05,0.5,10.2,2020-04,24,13.0,67.00,AAPL,A
69.69,Apple Inc.,2020-04-12,0.5,10.2,2020-04,24,13.0,70.70,AAPL,A
69.73,Apple Inc.,2020-04-19,0.5,10.2,2020-04,24,13.0,70.74,AAPL,A
71.24,Apple Inc.,2020-04-26,0.5,10.2,2020-04,24,13.0,72.27,AAPL,A
76.43,Apple Inc.,2020-05-03,0.5,10.2,2020-05,24,13.0,77.53,AAPL,A
76.66,Apple Inc.,2020-05-10,0.5,10.2,2020-05,24,13.0,76.93,AAPL,A
79.44,Apple Inc.,2020-05-17,0.5,10.2,2020-05,24,13.0,79.72,AAPL,A
79.21,Apple Inc.,2020-05-24,0.5,10.2,2020-05,24,13.0,79.49,AAPL,A
82.58,Apple Inc.,2020-05-31,0.5,10.2,2020-05,24,13.0,82.88,AAPL,A
84.40,Apple Inc.,2020-06-07,0.5,10.2,2020-06,24,13.0,84.70,AAPL,A
87.12,Apple Inc.,2020-06-14,0.5,10.2,2020-06,24,13.0,87.43,AAPL,A
88.10,Apple Inc.,2020-06-21,0.5,10.2,2020-06,24,13.0,88.41,AAPL,A
90.71,Apple Inc.,2020-06-28,0.5,10.2,2020-06,24,13.0,91.03,AAPL,A
95.58,Apple Inc.,2020-07-05,0.5,10.2,2020-07,24,13.0,95.92,AAPL,A
95.99,Apple Inc.,2020-07-12,0.5,10.2,2020-07,24,13.0,96.33,AAPL,A
92.29,Apple Inc.,2020-07-19,0.5,10.2,2020-07,24,13.0,92.61,AAPL,A
105.89,Apple Inc.,2020-07-26,0.5,10.2,2020-07,24,13.0,106.26,AAPL,A
110.72,Apple Inc.,2020-08-02,0.5,10.2,2020-08,24,13.0,111.11,AAPL,A
114.71,Apple Inc.,2020-08-09,0.5,10.2,2020-08,24,13.0,114.91,AAPL,A
124.16,Apple Inc.,2020-08-16,0.5,10.2,2020-08,24,13.0,124.37,AAPL,A
124.59,Apple Inc.,2020-08-23,0.5,10.2,2020-08,24,13.0,124.81,AAPL,A
120.75,Apple Inc.,2020-08-30,0.5,10.2,2020-08,24,13.0,120.96,AAPL,A
111.81,Apple Inc.,2020-09-06,0.5,10.2,2020-09,24,13.0,112.00,AAPL,A
106.66,Apple Inc.,2020-09-13,0.5,10.2,2020-09,24,13.0,106.84,AAPL,A
112.09,Apple Inc.,2020-09-20,0.5,10.2,2020-09,24,13.0,112.28,AAPL,A
112.83,Apple Inc.,2020-09-27,0.5,10.2,2020-09,24,13.0,113.02,AAPL,A
116.77,Apple Inc.,2020-10-04,0.5,10.2,2020-10,24,13.0,116.97,AAPL,A
118.82,Apple Inc.,2020-10-11,0.5,10.2,2020-10,24,13.0,119.02,AAPL,A
114.84,Apple Inc.,2020-10-18,0.5,10.2,2020-10,24,13.0,115.04,AAPL,A
108.67,Apple Inc.,2020-10-25,0.5,10.2,2020-10,24,13.0,108.86,AAPL,A
118.49,Apple Inc.,2020-11-02,0.5,10.2,2020-11,24,13.0,118.69,AAPL,A
119.26,Apple Inc.,2020-11-09,0.5,10.2,2020-11,24,13.0,119.26,AAPL,A
117.34,Apple Inc.,2020-11-16,0.5,10.2,2020-11,24,13.0,117.34,AAPL,A
116.59,Apple Inc.,2020-11-23,0.5,10.2,2020-11,24,13.0,116.59,AAPL,A
123.08,Apple Inc.,2020-11-30,0.5,10.2,2020-11,24,13.0,123.08,AAPL,A
122.94,Apple Inc.,2020-12-03,0.5,10.2,2020-12,24,13.0,122.94,AAPL,A
26.65,Amgen Inc.,2016-10-02,0.0,6.8,2016-10,20,13.6,28.51,AMGN,BBB
27.48,Amgen Inc.,2016-10-09,0.0,6.8,2016-10,20,13.6,29.41,AMGN,BBB
27.24,Amgen Inc.,2016-10-16,0.0,6.8,2016-10,20,13.6,29.15,AMGN,BBB
26.57,Amgen Inc.,2016-10-23,0.0,6.8,2016-10,20,13.6,28.43,AMGN,BBB
25.43,Amgen Inc.,2016-10-30,0.0,6.8,2016-10,20,13.6,27.21,AMGN,BBB
25.46,Amgen Inc.,2016-11-07,0.0,6.8,2016-11,20,13.6,27.11,AMGN,BBB
25.85,Amgen Inc.,2016-11-14,0.0,6.8,2016-11,20,13.6,27.51,AMGN,BBB
26.25,Amgen Inc.,2016-11-21,0.0,6.8,2016-11,20,13.6,27.95,AMGN,BBB
25.81,Amgen Inc.,2016-11-28,0.0,6.8,2016-11,20,13.6,27.48,AMGN,BBB
26.76,Amgen Inc.,2016-12-05,0.0,6.8,2016-12,20,13.6,28.49,AMGN,BBB
27.24,Amgen Inc.,2016-12-12,0.0,6.8,2016-12,20,13.6,28.99,AMGN,BBB
27.36,Amgen Inc.,2016-12-19,0.0,6.8,2016-12,20,13.6,29.13,AMGN,BBB
27.20,Amgen Inc.,2016-12-26,0.0,6.8,2016-12,20,13.6,28.95,AMGN,BBB
27.69,Amgen Inc.,2017-01-02,0.0,6.8,2017-01,20,13.6,29.48,AMGN,BBB
27.96,Amgen Inc.,2017-01-09,0.0,6.8,2017-01,20,13.6,29.76,AMGN,BBB
28.18,Amgen Inc.,2017-01-16,0.0,6.8,2017-01,20,13.6,30.00,AMGN,BBB
28.64,Amgen Inc.,2017-01-23,0.0,6.8,2017-01,20,13.6,30.49,AMGN,BBB
30.31,Amgen Inc.,2017-01-30,0.0,6.8,2017-01,20,13.6,32.27,AMGN,BBB
31.03,Amgen Inc.,2017-02-06,0.0,6.8,2017-02,20,13.6,33.03,AMGN,BBB
32.01,Amgen Inc.,2017-02-13,0.0,6.8,2017-02,20,13.6,33.93,AMGN,BBB
32.23,Amgen Inc.,2017-02-20,0.0,6.8,2017-02,20,13.6,34.17,AMGN,BBB
32.97,Amgen Inc.,2017-02-27,0.0,6.8,2017-02,20,13.6,34.94,AMGN,BBB
32.82,Amgen Inc.,2017-03-06,0.0,6.8,2017-03,20,13.6,34.78,AMGN,BBB
33.02,Amgen Inc.,2017-03-12,0.0,6.8,2017-03,20,13.6,35.00,AMGN,BBB
33.17,Amgen Inc.,2017-03-19,0.0,6.8,2017-03,20,13.6,35.16,AMGN,BBB
33.88,Amgen Inc.,2017-03-26,0.0,6.8,2017-03,20,13.6,35.92,AMGN,BBB
33.81,Amgen Inc.,2017-04-02,0.0,6.8,2017-04,20,13.6,35.83,AMGN,BBB
33.27,Amgen Inc.,2017-04-09,0.0,6.8,2017-04,20,13.6,35.26,AMGN,BBB
33.56,Amgen Inc.,2017-04-16,0.0,6.8,2017-04,20,13.6,35.57,AMGN,BBB
33.88,Amgen Inc.,2017-04-23,0.0,6.8,2017-04,20,13.6,35.91,AMGN,BBB
35.13,Amgen Inc.,2017-04-30,0.0,6.8,2017-04,20,13.6,37.24,AMGN,BBB
36.82,Amgen Inc.,2017-05-07,0.0,6.8,2017-05,20,13.6,39.03,AMGN,BBB
36.25,Amgen Inc.,2017-05-14,0.0,6.8,2017-05,20,13.6,38.26,AMGN,BBB
36.38,Amgen Inc.,2017-05-21,0.0,6.8,2017-05,20,13.6,38.40,AMGN,BBB
36.82,Amgen Inc.,2017-05-28,0.0,6.8,2017-05,20,13.6,38.86,AMGN,BBB
35.28,Amgen Inc.,2017-06-04,0.0,6.8,2017-06,20,13.6,37.24,AMGN,BBB
33.70,Amgen Inc.,2017-06-11,0.0,6.8,2017-06,20,13.6,35.57,AMGN,BBB
34.64,Amgen Inc.,2017-06-18,0.0,6.8,2017-06,20,13.6,36.57,AMGN,BBB
34.11,Amgen Inc.,2017-06-25,0.0,6.8,2017-06,20,13.6,36.01,AMGN,BBB
34.15,Amgen Inc.,2017-07-02,0.0,6.8,2017-07,20,13.6,36.04,AMGN,BBB
35.30,Amgen Inc.,2017-07-09,0.0,6.8,2017-07,20,13.6,37.26,AMGN,BBB
35.59,Amgen Inc.,2017-07-16,0.0,6.8,2017-07,20,13.6,37.57,AMGN,BBB
35.41,Amgen Inc.,2017-07-23,0.0,6.8,2017-07,20,13.6,37.38,AMGN,BBB
37.04,Amgen Inc.,2017-07-30,0.0,6.8,2017-07,20,13.6,39.10,AMGN,BBB
37.30,Amgen Inc.,2017-08-06,0.0,6.8,2017-08,20,13.6,39.37,AMGN,BBB
37.45,Amgen Inc.,2017-08-13,0.0,6.8,2017-08,20,13.6,39.38,AMGN,BBB
38.01,Amgen Inc.,2017-08-20,0.0,6.8,2017-08,20,13.6,39.97,AMGN,BBB
39.01,Amgen Inc.,2017-08-27,0.0,6.8,2017-08,20,13.6,41.01,AMGN,BBB
37.72,Amgen Inc.,2017-09-03,0.0,6.8,2017-09,20,13.6,39.66,AMGN,BBB
38.01,Amgen Inc.,2017-09-10,0.0,6.8,2017-09,20,13.6,39.97,AMGN,BBB
36.11,Amgen Inc.,2017-09-17,0.0,6.8,2017-09,20,13.6,37.97,AMGN,BBB
36.65,Amgen Inc.,2017-09-24,0.0,6.8,2017-09,20,13.6,38.53,AMGN,BBB
36.93,Amgen Inc.,2017-10-01,0.0,6.8,2017-10,20,13.6,38.83,AMGN,BBB
37.33,Amgen Inc.,2017-10-08,0.0,6.8,2017-10,20,13.6,39.25,AMGN,BBB
